#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 14 85.350853 51.766147 2679.733997 85.187208 44.977820 2023.004311 0.163645 6.78833 656.73
2 15 81.745338 51.878025 2691.329505 81.722009 47.213305 2229.096144 0.023329 4.66472 462.233
3 16 78.123181 51.472717 2649.440605 78.187268 47.977901 2301.878941 -0.064087 3.49482 347.562
4 17 74.737558 50.993586 2600.345764 74.855091 48.224600 2325.612063 -0.117533 2.76899 274.734
5 18 71.431624 50.386252 2538.774377 71.588165 48.113356 2314.895001 -0.156541 2.2729 223.879
6 19 68.259978 49.703418 2470.429744 68.444959 47.789960 2283.880280 -0.184981 1.91346 186.549
7 20 65.449192 49.096332 2410.449799 65.647719 47.449333 2251.439169 -0.198527 1.647 159.011
8 21 62.777489 48.418957 2344.395404 62.986632 46.982338 2207.340105 -0.209143 1.43662 137.055
9 22 60.437945 47.869432 2291.482494 60.649644 46.595565 2171.146667 -0.211699 1.27387 120.336
10 23 58.072070 47.129835 2221.221320 58.288954 45.996341 2115.663406 -0.216884 1.13349 105.558
11 24 55.728140 46.258960 2139.891423 55.950390 45.245084 2047.117602 -0.22225 1.01388 92.7738
12 25 53.613707 45.510497 2071.205299 53.836307 44.591815 1988.429946 -0.2226 0.918682 82.7754
13 26 51.606471 44.781552 2005.387385 51.828561 43.944116 1931.085350 -0.22209 0.837436 74.302
14 27 49.770641 44.006976 1936.613944 49.990975 43.241392 1869.818018 -0.220334 0.765584 66.7959
15 28 47.683279 42.871224 1837.941812 47.906732 42.177885 1778.973971 -0.223453 0.693339 58.9678
16 29 44.985858 40.830129 1667.099394 45.224778 40.220780 1617.711139 -0.23892 0.609349 49.3883
17 30 41.654115 37.925881 1438.372444 41.909977 37.401030 1398.837070 -0.255862 0.524851 39.5354
18 31 38.973607 35.388818 1252.368408 39.236032 34.919625 1219.380227 -0.262425 0.469193 32.9882
19 32 36.185330 32.834461 1078.101805 36.450906 32.411761 1050.522237 -0.265576 0.4227 27.5796
20 33 34.219803 30.642631 938.970841 34.482598 30.253800 915.292428 -0.262795 0.388831 23.6784
21 34 32.094486 28.502206 812.375740 32.347025 28.144587 792.117792 -0.252539 0.357619 20.2579
22 35 30.108924 26.661302 710.825012 30.367140 26.322160 692.856124 -0.258216 0.339142 17.9689
23 36 28.641294 24.552115 602.806371 28.887257 24.239516 587.554132 -0.245963 0.312599 15.2522
24 37 26.585078 22.826224 521.036498 26.828127 22.525400 507.393654 -0.243049 0.300824 13.6428
25 38 25.712688 21.538899 463.924176 25.941153 21.251308 451.618101 -0.228465 0.287591 12.3061
26 39 24.652939 20.273658 411.021222 24.868298 19.999090 399.963586 -0.215359 0.274568 11.0576
27 40 24.257182 19.414574 376.925665 24.459466 19.150502 366.741714 -0.202284 0.264072 10.184
28 41 23.092441 18.534440 343.525468 23.289089 18.282110 334.235535 -0.196648 0.25233 9.28993
29 42 22.859395 18.021255 324.765644 23.046812 17.776302 315.996908 -0.187417 0.244953 8.76874
30 43 21.711071 16.806379 282.454392 21.888034 16.570052 274.566632 -0.176963 0.236327 7.88776
31 44 20.918450 16.330507 266.685469 21.086983 16.108853 259.495132 -0.168533 0.221654 7.19034
32 45 20.880522 15.681399 245.906273 21.039087 15.463570 239.122002 -0.158565 0.217829 6.78427
33 46 21.154804 15.311463 234.440909 21.297469 15.108493 228.266546 -0.142665 0.20297 6.17436
34 47 19.581888 14.789425 218.727082 19.745173 14.567621 212.215594 -0.163285 0.221804 6.51149
35 48 18.889207 14.865143 220.972470 19.053969 14.650705 214.643162 -0.164762 0.214438 6.32931
36 49 20.264822 14.238413 202.732404 20.393711 14.048752 197.367429 -0.128889 0.189661 5.36498
37 50 19.924796 13.890174 192.936921 20.049567 13.706056 187.855973 -0.124771 0.184118 5.08095
