#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 20 85.569915 51.737825 2676.802556 85.521318 44.926706 2018.408924 0.048597 6.81112 658.394
2 21 81.894438 51.778453 2681.008217 81.992256 47.088161 2217.294872 -0.097818 4.69029 463.713
3 22 78.499877 51.430169 2645.062289 78.671279 47.901449 2294.548795 -0.171402 3.52872 350.513
4 23 75.550940 51.090807 2610.270608 75.755328 48.277230 2330.690977 -0.204388 2.81358 279.58
5 24 72.695419 50.645337 2564.950118 72.923724 48.319123 2334.737667 -0.228305 2.32621 230.212
6 25 70.231680 50.301291 2530.219844 70.467317 48.321002 2334.919271 -0.235637 1.98029 195.301
7 26 67.698615 49.723239 2472.400471 67.945104 48.013226 2305.269864 -0.246489 1.71001 167.131
8 27 65.109166 49.019234 2402.885298 65.366511 47.522662 2258.403381 -0.257345 1.49657 144.482
9 28 62.707220 48.435441 2345.991968 62.969724 47.103886 2218.776095 -0.262504 1.33155 127.216
10 29 60.668315 47.864921 2291.050680 60.927836 46.669168 2178.011219 -0.259521 1.19575 113.039
11 30 58.631046 47.201816 2228.011405 58.889639 46.123161 2127.346024 -0.258593 1.07865 100.665
12 31 56.119086 46.079681 2123.336995 56.388748 45.111454 2035.043269 -0.269662 0.968227 88.2937
13 32 52.205464 43.758132 1914.774096 52.509013 42.912186 1841.455674 -0.303549 0.845946 73.3184
14 33 48.493040 40.794906 1664.224396 48.822672 40.060383 1604.834268 -0.329632 0.734523 59.3901
15 34 44.673800 37.880854 1434.959136 45.016827 37.226747 1385.830665 -0.343027 0.654107 49.1285
16 35 41.955851 35.315088 1247.155463 42.299351 34.724267 1205.774707 -0.3435 0.590821 41.3808
17 36 38.523128 32.538647 1058.763543 38.870320 31.999218 1023.949939 -0.347192 0.539429 34.8136
18 37 36.404585 30.671877 940.764023 36.754632 30.157971 909.503245 -0.350047 0.513906 31.2608
19 38 33.963763 27.968389 782.230767 34.299839 27.501091 756.310015 -0.336076 0.467298 25.9208
20 39 30.705841 25.585956 654.641154 31.060526 25.129312 631.482335 -0.354685 0.456644 23.1588
21 40 29.945828 23.760355 564.554473 30.267318 23.336128 544.574861 -0.32149 0.424227 19.9796
22 41 28.543619 22.345497 499.321230 28.847462 21.940522 481.386503 -0.303843 0.404975 17.9347
23 42 27.852936 21.343629 455.550516 28.139762 20.957218 439.204986 -0.286826 0.386411 16.3455
24 43 26.006032 19.873222 394.944952 26.285664 19.495417 380.071269 -0.279632 0.377805 14.8737
25 44 25.561168 19.300978 372.527763 25.826837 18.937969 358.646654 -0.265669 0.363009 13.8811
26 45 24.461500 17.882202 319.773158 24.719510 17.517776 306.872476 -0.25801 0.364426 12.9007
27 46 24.110151 17.211785 296.245529 24.346492 16.872746 284.689558 -0.236341 0.339039 11.556
28 47 23.315408 17.037250 290.267903 23.561633 16.692441 278.637591 -0.246225 0.344809 11.6303
29 48 23.233165 17.210832 296.212737 23.471621 16.880726 284.958917 -0.238456 0.330106 11.2538
30 49 22.993457 15.871356 251.899957 23.205951 15.555821 241.983575 -0.212494 0.315535 9.91638
31 50 22.476402 15.313005 234.488109 22.671268 15.020474 225.614635 -0.194866 0.292531 8.87347
