#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 24 85.666862 51.728771 2675.865707 85.662323 44.910116 2016.918531 0.004539 6.81865 658.947
2 25 82.591384 51.894087 2692.996276 82.704700 47.187637 2226.673110 -0.113316 4.70645 466.323
3 26 79.596490 51.615730 2664.183564 79.771581 48.065487 2310.291035 -0.175091 3.55024 353.893
4 27 77.106139 51.402613 2642.228639 77.304321 48.562035 2358.271202 -0.198182 2.84058 283.957
5 28 74.472892 50.930439 2593.909594 74.694368 48.580133 2360.029276 -0.221476 2.35031 233.88
6 29 71.715563 50.354549 2535.580623 71.959274 48.360584 2338.746083 -0.243711 1.99396 196.835
7 30 69.188612 49.913138 2491.321354 69.442292 48.180677 2321.377589 -0.25368 1.73246 169.944
8 31 67.073336 49.439812 2444.295037 67.327537 47.914314 2295.781454 -0.254201 1.5255 148.514
9 32 64.870477 48.858531 2387.156070 65.128116 47.502434 2256.481278 -0.257639 1.3561 130.675
10 33 62.222154 47.782054 2283.124647 62.494879 46.581315 2169.818933 -0.272725 1.20074 113.306
11 34 57.486545 45.293938 2051.540812 57.811676 44.256816 1958.665724 -0.325131 1.03712 92.8751
12 35 53.133542 42.280550 1787.644931 53.497678 41.381214 1712.404891 -0.364136 0.899336 75.24
13 36 48.650221 39.362521 1549.408027 49.039342 38.561163 1486.963298 -0.389121 0.801358 62.4447
14 37 45.687614 36.509097 1332.914151 46.072653 35.795520 1281.319259 -0.385039 0.713577 51.5949
15 38 41.519787 33.415367 1116.586755 41.913896 32.763212 1073.428046 -0.394109 0.652155 43.1587
16 39 39.007616 31.544099 995.030192 39.408707 30.923111 956.238782 -0.401091 0.620988 38.7914
17 40 36.342642 28.469511 810.513037 36.727567 27.906333 778.763416 -0.384925 0.563178 31.7496
18 41 32.662758 26.072743 679.787945 33.074886 25.517970 651.166814 -0.412128 0.554773 28.6211
19 42 31.618500 24.363469 593.578634 31.999902 23.840336 568.361604 -0.381402 0.523133 25.217
20 43 29.438715 22.506616 506.547767 29.812687 21.993886 483.731038 -0.373972 0.51273 22.8167
21 44 28.950161 21.371751 456.751725 29.294938 20.884607 436.166824 -0.344777 0.487144 20.5849
22 45 26.797100 19.500904 380.285254 27.131792 19.023368 361.888521 -0.334692 0.477536 18.3967
23 46 26.119716 18.842935 355.056216 26.440774 18.383103 337.938463 -0.321058 0.459832 17.1178
24 47 25.980639 18.574142 344.998748 26.291794 18.126119 328.556206 -0.311155 0.448023 16.4425
25 48 26.059769 18.631856 347.146060 26.358746 18.202372 331.326356 -0.298977 0.429484 15.8197
26 49 24.933575 16.852588 284.009723 25.210258 16.433335 270.054492 -0.276683 0.419253 13.9552
27 50 24.228347 16.261081 264.422763 24.487332 15.865593 251.717028 -0.258985 0.395488 12.7057
