j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 08 4.5 4.0096 41.4096 37.399999999999999 11.250651206615345 1.125065E+01 30.3181
02 09 5.5 7.0089 30.6089 23.600000000000001 11.166404425155882 1.116640E+01 25.2651
03 10 6.5 7.5292 24.7292 17.199999999999999 11.083386555977119 1.108339E+01 21.6558
04 11 7.5 7.3009 20.9009 13.600000000000001 11.011149334050506 1.101115E+01 18.9488
05 12 8.5 6.868 18.1680 11.300000000000001 10.946119962897169 1.094612E+01 16.8434
06 13 9.5 6.5021 16.1021 9.6000000000000014 10.886108576261092 1.088611E+01 15.159
07 14 10.5 6.0775 14.4775 8.4000000000000004 10.828953329056420 1.082895E+01 13.7809
08 15 11.5 5.6623 13.1623 7.5000000000000009 10.771749528104865 1.077175E+01 12.6325
09 16 12.5 5.3734 12.0734 6.7000000000000011 10.717276834826349 1.071728E+01 11.6608
10 17 13.5 5.0557 11.1557 6.1000000000000005 10.663024719914691 1.066302E+01 10.8279
11 18 14.5 4.771 10.3710 5.6000000000000005 10.602809793388518 1.060281E+01 10.106
12 19 15.5 4.4916 9.6916 5.2000000000000011 10.544906919611229 1.054491E+01 9.4744
13 20 16.5 4.2974 9.0974 4.8000000000000007 10.489779112216018 1.048978E+01 8.91708
14 21 17.5 4.0731 8.5731 4.5000000000000009 10.422063765448378 1.042206E+01 8.42169
15 22 18.5 3.9068 8.1068 4.2000000000000002 10.358336895620615 1.035834E+01 7.97844
16 23 19.5 3.6893 7.6893 4.0000000000000009 10.302642669141914 1.030264E+01 7.57952
17 24 20.5 3.5132 7.3132 3.8000000000000003 10.239028984524497 1.023903E+01 7.21859
18 25 21.5 3.3726 6.9726 3.6000000000000001 10.162823242353447 1.016282E+01 6.89047
19 26 22.5 3.2627 6.6627 3.3999999999999999 10.092388214556649 1.009239E+01 6.59089
20 27 23.5 3.1794 6.3794 3.2000000000000002 10.008337762383864 1.000834E+01 6.31627
21 28 24.5 3.0194 6.1194 3.1000000000000001 9.9379486928318794 9.937949E+00 6.06362
22 29 25.5 2.8799 5.8799 3.0000000000000000 9.8208116165082995 9.820812E+00 5.8304
23 30 26.5 2.8586 5.6586 2.8000000000000003 9.8199029980278354 9.819903E+00 5.61446
24 31 27.5 2.7535 5.4535 2.7000000000000002 9.8150840289319241 9.815084E+00 5.41394
25 32 28.5 2.6628 5.2628 2.6000000000000001 9.7017793109954447 9.701779E+00 5.22725
26 33 29.5 2.4851 5.0851 2.6000000000000001 9.6574772946154841 9.657477E+00 5.05301
27 34 30.5 2.4191 4.9191 2.5000000000000000 9.4332495937221985 9.433250E+00 4.89001
28 35 31.5 2.3636 4.7636 2.3999999999999999 9.4400892995265711 9.440089E+00 4.7372
29 36 32.5 2.3177 4.6177 2.3000000000000003 9.2928410843280087 9.292841E+00 4.59365
30 37 33.5 2.2806 4.4806 2.2000000000000002 9.2441455857152217 9.244146E+00 4.45854
31 38 34.5 2.2513 4.3513 2.1000000000000001 8.9241117009484263 8.924112E+00 4.33115
32 39 35.5 2.1294 4.2294 2.1000000000000001 8.8067502838498122 8.806750E+00 4.21084
33 40 36.5 2.1141 4.1141 2.0000000000000000 8.3992253074875638 8.399225E+00 4.09704
34 41 37.5 2.005 4.0050 2.0000000000000000 8.4316576330885784 8.431658E+00 3.98922
35 42 38.5 2.0015 3.9015 1.8999999999999999 7.9842914568953427 7.984291E+00 3.88693
36 43 39.5 2.0033 3.8033 1.8000000000000000 7.7781168795547169 7.778117E+00 3.78976
37 44 40.5 1.9099 3.7099 1.8000000000000000 7.7289757642388919 7.728976E+00 3.69733
38 45 41.5 1.8209 3.6209 1.8000000000000000 7.5376586261072465 7.537659E+00 3.60929
39 46 42.5 1.8362 3.5362 1.7000000000000000 7.4424965954046174 7.442497E+00 3.52536
40 47 43.5 1.6554 3.4554 1.8000000000000000 8.7051203257373952 8.705120E+00 3.44524
41 48 44.5 1.5781 3.3781 1.8000000000000000 8.5453773003412206 8.545377E+00 3.36868
42 49 45.5 1.9043 3.3043 1.3999999999999999 8.6394752350347463 8.639475E+00 3.29544
43 50 46.5 1.8336 3.2336 1.3999999999999999 9.0381293187427723 9.038129E+00 3.22533
