j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 13 7 4.8941 42.7941 37.899999999999999 4.3006076441784797 4.300608E+00 26.4638
02 14 8 8.1115 32.3115 24.199999999999999 4.2417690466143254 4.241769E+00 23.3504
03 15 9 8.6651 26.5651 17.899999999999999 4.1802823930026944 4.180282E+00 20.8925
04 16 10 8.4865 22.7865 14.300000000000001 4.1267313355715842 4.126731E+00 18.9027
05 17 11 8.0596 20.0596 12.000000000000002 4.0781305388348565 4.078131E+00 17.259
06 18 12 7.6753 17.9753 10.300000000000001 4.0328214070813484 4.032821E+00 15.8783
07 19 13 7.2184 16.3184 9.1000000000000014 3.9945637706621913 3.994564E+00 14.7021
08 20 14 6.8632 14.9632 8.1000000000000014 3.9563247630901830 3.956325E+00 13.6882
09 21 15 6.5302 13.8302 7.3000000000000007 3.9188557038352827 3.918856E+00 12.8051
10 22 16 6.1665 12.8665 6.7000000000000011 3.8943246208241646 3.894325E+00 12.029
11 23 17 5.8353 12.0353 6.2000000000000011 3.8604517517544230 3.860452E+00 11.3416
12 24 18 5.6099 11.3099 5.7000000000000011 3.8174136809110792 3.817414E+00 10.7286
13 25 19 5.2707 10.6707 5.4000000000000004 3.7939198692864369 3.793920E+00 10.1784
14 26 20 5.1026 10.1026 5.0000000000000009 3.8009770093701056 3.800977E+00 9.68187
15 27 21 4.8941 9.5941 4.7000000000000011 3.7383061808115206 3.738306E+00 9.23155
16 28 22 4.6359 9.1359 4.5000000000000009 3.7188659170139977 3.718866E+00 8.82126
17 29 23 4.5208 8.7208 4.2000000000000002 3.6673725522781315 3.667373E+00 8.44589
18 30 24 4.2428 8.3428 4.1000000000000005 3.7776388890131574 3.777639E+00 8.10116
19 31 25 4.097 7.9970 3.8999999999999999 3.7709272915220544 3.770927E+00 7.78347
20 32 26 3.8794 7.6794 3.8000000000000003 3.7591312294898187 3.759131E+00 7.48975
21 33 27 3.7867 7.3867 3.6000000000000001 3.8335970973709870 3.833597E+00 7.2174
22 34 28 3.6159 7.1159 3.5000000000000000 3.8408455721254628 3.840846E+00 6.96415
23 35 29 3.4646 6.8646 3.3999999999999999 3.9712992165211207 3.971299E+00 6.72808
24 36 30 3.4307 6.6307 3.2000000000000002 3.6697879615090971 3.669788E+00 6.50749
25 37 31 3.2126 6.4126 3.2000000000000002 3.6200665758212898 3.620067E+00 6.3009
26 38 32 3.1085 6.2085 3.1000000000000001 3.6208379946784559 3.620838E+00 6.10703
27 39 33 2.9173 6.0173 3.1000000000000001 3.5364280292521757 3.536428E+00 5.92473
28 40 34 2.9376 5.8376 2.8999999999999999 3.4546393131327280 3.454639E+00 5.753
29 41 35 2.7685 5.6685 2.8999999999999999 3.4024451607484840 3.402445E+00 5.59094
30 42 36 2.7091 5.5091 2.8000000000000003 3.5041639091580086 3.504164E+00 5.43776
31 43 37 2.4584 5.3584 2.8999999999999999 3.3075661209817526 3.307566E+00 5.29276
32 44 38 2.4159 5.2159 2.8000000000000003 3.2030053236541036 3.203005E+00 5.15528
33 45 39 2.2809 5.0809 2.8000000000000003 3.2711418274127779 3.271142E+00 5.02477
34 46 40 2.1527 4.9527 2.8000000000000003 3.7854710254371082 3.785471E+00 4.9007
35 47 41 2.5309 4.8309 2.3000000000000003 3.4659945935603269 3.465995E+00 4.78261
36 48 42 2.515 4.7150 2.2000000000000002 3.7592309632122296 3.759231E+00 4.67008
37 49 43 2.6046 4.6046 2.0000000000000000 3.8252890762807854 3.825289E+00 4.56272
38 50 44 2.5993 4.4993 1.8999999999999999 3.8419282082038242 3.841928E+00 4.46019
