j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 20 10.5 6.067 43.5670 37.500000000000000 3.4009798437239374 3.400980E+00 22.7042
02 21 11.5 9.6101 33.3101 23.699999999999999 3.3560442527432039 3.356044E+00 20.8122
03 22 12.5 10.2882 27.6882 17.399999999999999 3.3102717436857656 3.310272E+00 19.2113
04 23 13.5 10.1832 23.9832 13.800000000000001 3.2660202254689241 3.266020E+00 17.839
05 24 14.5 9.7994 21.2994 11.500000000000002 3.2272858556608686 3.227286E+00 16.6498
06 25 15.5 9.4385 19.2385 9.8000000000000007 3.1931671532981531 3.193167E+00 15.6092
07 26 16.5 8.9919 17.5919 8.6000000000000014 3.1512540494578674 3.151254E+00 14.691
08 27 17.5 8.5377 16.2377 7.7000000000000011 3.1154003355923900 3.115400E+00 13.8748
09 28 18.5 8.1994 15.0994 6.9000000000000004 3.0992116722386704 3.099212E+00 13.1446
10 29 19.5 7.8258 14.1258 6.3000000000000007 3.0516828207680202 3.051683E+00 12.4873
11 30 20.5 7.4814 13.2814 5.8000000000000007 3.0074464585701564 3.007446E+00 11.8927
12 31 21.5 7.1407 12.5407 5.4000000000000004 2.9865140929859626 2.986514E+00 11.3521
13 32 22.5 6.7845 11.8845 5.1000000000000005 3.0258893511090061 3.025889E+00 10.8585
14 33 23.5 6.4984 11.2984 4.8000000000000007 2.9643985538615030 2.964399E+00 10.4061
15 34 24.5 6.2711 10.7711 4.5000000000000009 2.9817523127218082 2.981752E+00 9.98986
16 35 25.5 6.0939 10.2939 4.2000000000000002 2.8769525494835966 2.876953E+00 9.60564
17 36 26.5 5.8596 9.8596 4.0000000000000009 2.9487528077518945 2.948753E+00 9.24987
18 37 27.5 5.5623 9.4623 3.8999999999999999 2.9041954005859241 2.904195E+00 8.91952
19 38 28.5 5.3974 9.0974 3.7000000000000002 2.8749938613600770 2.874994E+00 8.61195
20 39 29.5 5.1609 8.7609 3.6000000000000001 3.1991514064108637 3.199151E+00 8.32488
21 40 30.5 5.0495 8.4495 3.3999999999999999 2.9410965887548883 2.941097E+00 8.05634
22 41 31.5 4.9604 8.1604 3.2000000000000002 2.7917055023468698 2.791706E+00 7.80458
23 42 32.5 4.7912 7.8912 3.1000000000000001 2.5884660624593008 2.588466E+00 7.56808
24 43 33.5 4.6398 7.6398 3.0000000000000000 2.8109140556168062 2.810914E+00 7.34549
25 44 34.5 4.5045 7.4045 2.8999999999999999 2.7859061526858806 2.785906E+00 7.13561
26 45 35.5 4.3837 7.1837 2.8000000000000003 2.9501233996375285 2.950123E+00 6.9374
27 46 36.5 4.2761 6.9761 2.7000000000000002 2.6329058248702060 2.632906E+00 6.74991
28 47 37.5 4.1806 6.7806 2.6000000000000001 2.6638098346421408 2.663810E+00 6.57228
29 48 38.5 4.096 6.5960 2.5000000000000000 2.7152506572808242 2.715251E+00 6.40376
30 49 39.5 4.1214 6.4214 2.3000000000000003 2.9983956145028299 2.998396E+00 6.24366
31 50 40.5 4.0561 6.2561 2.2000000000000002 2.8260814204272799 2.826081E+00 6.09138
