j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 22 11.5 6.1974 43.6974 37.500000000000000 2.8081410557881803 2.808141E+00 21.8802
02 23 12.5 9.7822 33.4822 23.699999999999999 2.7715423745975132 2.771542E+00 20.1971
03 24 13.5 10.4856 27.8856 17.399999999999999 2.7314374943337563 2.731437E+00 18.7544
04 25 14.5 10.3972 24.1972 13.800000000000001 2.6955527069981216 2.695553E+00 17.5042
05 26 15.5 10.0245 21.5245 11.500000000000002 2.6631567371890923 2.663157E+00 16.4101
06 27 16.5 9.5712 19.4712 9.9000000000000004 2.6275026992481760 2.627503E+00 15.4448
07 28 17.5 9.2295 17.8295 8.6000000000000014 2.5980616807735633 2.598062E+00 14.5868
08 29 18.5 8.7784 16.4784 7.7000000000000011 2.5691573788783133 2.569157E+00 13.8191
09 30 19.5 8.3417 15.3417 7.0000000000000009 2.5425752767837997 2.542575E+00 13.1281
10 31 20.5 7.9687 14.3687 6.4000000000000004 2.5124362722616596 2.512436E+00 12.503
11 32 21.5 7.6241 13.5241 5.9000000000000004 2.5171298269837008 2.517130E+00 11.9346
12 33 22.5 7.3824 12.7824 5.4000000000000004 2.4462809806011667 2.446281E+00 11.4158
13 34 23.5 7.0248 12.1248 5.1000000000000005 2.4594252441069595 2.459425E+00 10.9401
14 35 24.5 6.737 11.5370 4.8000000000000007 2.4228247375770144 2.422825E+00 10.5025
15 36 25.5 6.5077 11.0077 4.5000000000000009 2.4954777413111726 2.495478E+00 10.0985
16 37 26.5 6.3282 10.5282 4.2000000000000002 2.3348210684988362 2.334821E+00 9.72453
17 38 27.5 6.0914 10.0914 4.0000000000000009 2.3914286902339748 2.391429E+00 9.37722
18 39 28.5 5.6916 9.6916 4.0000000000000009 2.5922200178874193 2.592220E+00 9.05387
19 40 29.5 5.6241 9.3241 3.7000000000000002 2.4290920770782325 2.429092E+00 8.75208
20 41 30.5 5.4849 8.9849 3.5000000000000000 2.4556239478185318 2.455624E+00 8.46975
21 42 31.5 5.2707 8.6707 3.3999999999999999 2.2364867202533265 2.236487E+00 8.20507
22 43 32.5 5.0788 8.3788 3.3000000000000003 2.4460297695099129 2.446030E+00 7.95643
23 44 33.5 5.0068 8.1068 3.1000000000000001 2.4241721585759510 2.424172E+00 7.72242
24 45 34.5 4.9527 7.8527 2.8999999999999999 2.5453592501141156 2.545359E+00 7.50178
25 46 35.5 4.7146 7.6146 2.8999999999999999 2.3415521806537849 2.341552E+00 7.2934
26 47 36.5 4.5911 7.3911 2.8000000000000003 2.3373822750323527 2.337382E+00 7.09628
27 48 37.5 4.4808 7.1808 2.7000000000000002 2.3816880391738917 2.381688E+00 6.90953
28 49 38.5 4.5825 6.9825 2.3999999999999999 2.3830670823142044 2.383067E+00 6.73237
29 50 39.5 4.4952 6.7952 2.3000000000000003 2.4209471533746134 2.420947E+00 6.56406
