j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
01 04 2.5 0.3612 37.7612 37.399999999999999 21.204194435649981 2.120419E+01 33.0797
02 05 3.5 3.0651 26.5651 23.500000000000000 21.170050226403291 2.117005E+01 24.8098
03 06 4.5 3.5048 20.7048 17.199999999999999 21.118223555712415 2.111822E+01 19.8478
04 07 5.5 3.4239 17.0239 13.600000000000001 21.070039385143158 2.107004E+01 16.5399
05 08 6.5 3.2775 14.4775 11.200000000000001 21.024882450723691 2.102488E+01 14.177
06 09 7.5 3.1044 12.6044 9.5000000000000018 20.978908047582415 2.097891E+01 12.4049
07 10 8.5 2.8658 11.1658 8.3000000000000007 20.931177498634533 2.093118E+01 11.0266
08 11 9.5 2.625 10.0250 7.4000000000000004 20.879976511134863 2.087998E+01 9.92392
09 12 10.5 2.4974 9.0974 6.6000000000000005 20.825542740451763 2.082554E+01 9.02175
10 13 11.5 2.3281 8.3281 6.0000000000000009 20.764725620399769 2.076473E+01 8.26993
11 14 12.5 2.1794 7.6794 5.5000000000000009 20.701367232901774 2.070137E+01 7.63378
12 15 13.5 2.025 7.1250 5.1000000000000005 20.633636252033671 2.063364E+01 7.08851
13 16 14.5 1.9456 6.6456 4.7000000000000011 20.556124839324411 2.055612E+01 6.61595
14 17 15.5 1.8269 6.2269 4.4000000000000004 20.476190631556776 2.047619E+01 6.20245
15 18 16.5 1.7579 5.8579 4.1000000000000005 20.398229027649052 2.039823E+01 5.8376
16 19 17.5 1.6304 5.5304 3.8999999999999999 20.301108574002502 2.030111E+01 5.51329
17 20 18.5 1.5377 5.2377 3.7000000000000002 20.199792873585213 2.019979E+01 5.22312
18 21 19.5 1.4744 4.9744 3.5000000000000000 20.115436268177469 2.011544E+01 4.96196
19 22 20.5 1.4364 4.7364 3.3000000000000003 20.017068596467425 2.001707E+01 4.72568
20 23 21.5 1.4202 4.5202 3.1000000000000001 19.889650087770065 1.988965E+01 4.51087
21 24 22.5 1.3229 4.3229 3.0000000000000000 19.759600987716890 1.975960E+01 4.31475
22 25 23.5 1.2422 4.1422 2.8999999999999999 19.622924576644220 1.962292E+01 4.13497
23 26 24.5 1.2759 3.9759 2.7000000000000002 19.485631857508789 1.948563E+01 3.96957
24 27 25.5 1.2226 3.8226 2.6000000000000001 19.350113708400041 1.935011E+01 3.81689
25 28 26.5 1.1806 3.6806 2.5000000000000000 19.306679416889260 1.930668E+01 3.67553
26 29 27.5 1.1488 3.5488 2.3999999999999999 19.248772217011670 1.924877E+01 3.54426
27 30 28.5 1.1261 3.4261 2.3000000000000003 19.031010301908719 1.903101E+01 3.42204
28 31 29.5 1.0117 3.3117 2.3000000000000003 18.769408157332307 1.876941E+01 3.30797
29 32 30.5 1.0046 3.2046 2.2000000000000002 18.583182758301170 1.858318E+01 3.20126
30 33 31.5 1.0043 3.1043 2.1000000000000001 18.564102406391804 1.856410E+01 3.10123
31 34 32.5 0.91 3.0100 2.1000000000000001 18.439099050270197 1.843910E+01 3.00725
32 35 33.5 0.9213 2.9213 2.0000000000000000 18.400177423653790 1.840018E+01 2.9188
33 36 34.5 0.9377 2.8377 1.8999999999999999 18.051202705838119 1.805120E+01 2.83541
34 37 35.5 0.8588 2.7588 1.8999999999999999 17.834851709440230 1.783485E+01 2.75664
35 38 36.5 0.8841 2.6841 1.8000000000000000 17.394916226420150 1.739492E+01 2.68214
36 39 37.5 0.8134 2.6134 1.8000000000000000 17.368588083207989 1.736859E+01 2.61156
37 40 38.5 0.8463 2.5463 1.7000000000000000 16.705221061044710 1.670522E+01 2.54459
38 41 39.5 0.7825 2.4825 1.7000000000000000 16.606657025482455 1.660666E+01 2.48098
39 42 40.5 0.7219 2.4219 1.7000000000000000 16.268779592133168 1.626878E+01 2.42047
40 43 41.5 0.7642 2.3642 1.6000000000000001 15.494045963867300 1.549405E+01 2.36284
41 44 42.5 0.7091 2.3091 1.6000000000000001 15.749739295782357 1.574974E+01 2.30789
42 45 43.5 0.7566 2.2566 1.5000000000000000 15.285262587769763 1.528526E+01 2.25544
43 46 44.5 0.7064 2.2064 1.5000000000000000 15.405128140501297 1.540513E+01 2.20532
44 47 45.5 0.6584 2.1584 1.5000000000000000 17.043796685098862 1.704380E+01 2.15737
45 48 46.5 0.6124 2.1124 1.5000000000000000 15.841925318064115 1.584193E+01 2.11147
46 49 47.5 0.8684 2.0684 1.2000000000000000 13.725694528231291 1.372569E+01 2.06748
47 50 48.5 0.8261 2.0261 1.2000000000000000 15.004957230759576 1.500496E+01 2.02529
