# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	4.098727
0.200000	0.040000	8.151217
0.300000	0.090000	12.111916
0.400000	0.160000	15.936625
0.500000	0.250000	19.583153
0.600000	0.360000	23.011933
0.700000	0.490000	26.186598
0.800000	0.640000	29.074505
0.900000	0.810000	31.647202
1.000000	1.000000	33.880821
1.100000	1.210000	35.756404
1.200000	1.440000	37.260147
1.300000	1.690000	38.383566
1.400000	1.960000	39.123570
1.500000	2.250000	39.482459
1.600000	2.560000	39.467830
1.700000	2.890000	39.092404
1.800000	3.240000	38.373771
1.900000	3.610000	37.334060
2.000000	4.000000	35.999545
2.100000	4.410000	34.400180
2.200000	4.840000	32.569089
2.300000	5.290000	30.542005
2.400000	5.760000	28.356673
2.500000	6.250000	26.052234
2.600000	6.760000	23.668583
2.700000	7.290000	21.245735
2.800000	7.840000	18.823184
2.900000	8.410000	16.439290
3.000000	9.000000	14.130685
3.100000	9.610000	11.931719
3.200000	10.240000	9.873947
3.300000	10.890000	7.985678
3.400000	11.560000	6.291573
3.500000	12.250000	4.812316
3.600000	12.960000	3.564356
3.700000	13.690000	2.559719
3.800000	14.440000	1.805904
3.900000	15.210000	1.305852
4.000000	16.000000	1.057989
4.100000	16.810000	1.056357
4.200000	17.640000	1.290804
4.300000	18.490000	1.747248
4.400000	19.360000	2.408009
4.500000	20.250000	3.252188
4.600000	21.160000	4.256105
4.700000	22.090000	5.393768
4.800000	23.040000	6.637384
4.900000	24.010000	7.957889
5.000000	25.000000	9.325488
5.100000	26.010000	10.710207
5.200000	27.040000	12.082435
5.300000	28.090000	13.413447
5.400000	29.160000	14.675912
5.500000	30.250000	15.844358
5.600000	31.360000	16.895608
5.700000	32.490000	17.809155
5.800000	33.640000	18.567497
5.900000	34.810000	19.156401
6.000000	36.000000	19.565109
6.100000	37.210000	19.786483
6.200000	38.440000	19.817073
6.300000	39.690000	19.657124
6.400000	40.960000	19.310512
6.500000	42.250000	18.784617
6.600000	43.560000	18.090132
6.700000	44.890000	17.240815
6.800000	46.240000	16.253191
6.900000	47.610000	15.146200
7.000000	49.000000	13.940813
7.100000	50.410000	12.659610
7.200000	51.840000	11.326338
7.300000	53.290000	9.965453
7.400000	54.760000	8.601648
7.500000	56.250000	7.259391
7.600000	57.760000	5.962470
7.700000	59.290000	4.733551
7.800000	60.840000	3.593772
7.900000	62.410000	2.562358
8.000000	64.000000	1.656288
8.100000	65.610000	0.889998
8.200000	67.240000	0.275141
8.300000	68.890000	-0.179604
8.400000	70.560000	-0.468660
8.500000	72.250000	-0.589625
8.600000	73.960000	-0.543284
8.700000	75.690000	-0.333560
8.800000	77.440000	0.032592
8.900000	79.210000	0.545346
9.000000	81.000000	1.192217
9.100000	82.810000	1.958326
9.200000	84.640000	2.826699
9.300000	86.490000	3.778610
9.400000	88.360000	4.793948
9.500000	90.250000	5.851608
9.600000	92.160000	6.929899
9.700000	94.090000	8.006957
9.800000	96.040000	9.061159
9.900000	98.010000	10.071524
10.000000	100.000000	11.018108
10.100000	102.010000	11.882367
10.200000	104.040000	12.647491
10.300000	106.090000	13.298712
