# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.047120
0.200000	0.040000	0.094185
0.300000	0.090000	0.141140
0.400000	0.160000	0.187929
0.500000	0.250000	0.234500
0.600000	0.360000	0.280797
0.700000	0.490000	0.326766
0.800000	0.640000	0.372356
0.900000	0.810000	0.417513
1.000000	1.000000	0.462185
1.100000	1.210000	0.506322
1.200000	1.440000	0.549874
1.300000	1.690000	0.592792
1.400000	1.960000	0.635029
1.500000	2.250000	0.676537
1.600000	2.560000	0.717272
1.700000	2.890000	0.757190
1.800000	3.240000	0.796247
1.900000	3.610000	0.834404
2.000000	4.000000	0.871620
2.100000	4.410000	0.907858
2.200000	4.840000	0.943082
2.300000	5.290000	0.977256
2.400000	5.760000	1.010350
2.500000	6.250000	1.042332
2.600000	6.760000	1.073172
2.700000	7.290000	1.102845
2.800000	7.840000	1.131326
2.900000	8.410000	1.158591
3.000000	9.000000	1.184621
3.100000	9.610000	1.209395
3.200000	10.240000	1.232899
3.300000	10.890000	1.255117
3.400000	11.560000	1.276037
3.500000	12.250000	1.295649
3.600000	12.960000	1.313946
3.700000	13.690000	1.330922
3.800000	14.440000	1.346574
3.900000	15.210000	1.360900
4.000000	16.000000	1.373901
4.100000	16.810000	1.385580
4.200000	17.640000	1.395943
4.300000	18.490000	1.404998
4.400000	19.360000	1.412753
4.500000	20.250000	1.419220
4.600000	21.160000	1.424414
4.700000	22.090000	1.428349
4.800000	23.040000	1.431045
4.900000	24.010000	1.432519
5.000000	25.000000	1.432794
5.100000	26.010000	1.431894
5.200000	27.040000	1.429843
5.300000	28.090000	1.426669
5.400000	29.160000	1.422400
5.500000	30.250000	1.417067
5.600000	31.360000	1.410700
5.700000	32.490000	1.403335
5.800000	33.640000	1.395004
5.900000	34.810000	1.385745
6.000000	36.000000	1.375595
6.100000	37.210000	1.364592
6.200000	38.440000	1.352775
6.300000	39.690000	1.340186
6.400000	40.960000	1.326866
6.500000	42.250000	1.312858
6.600000	43.560000	1.298204
6.700000	44.890000	1.282948
6.800000	46.240000	1.267136
6.900000	47.610000	1.250812
7.000000	49.000000	1.234021
7.100000	50.410000	1.216810
7.200000	51.840000	1.199224
7.300000	53.290000	1.181309
7.400000	54.760000	1.163112
7.500000	56.250000	1.144679
7.600000	57.760000	1.126055
7.700000	59.290000	1.107288
7.800000	60.840000	1.088421
7.900000	62.410000	1.069501
8.000000	64.000000	1.050572
8.100000	65.610000	1.031679
8.200000	67.240000	1.012864
8.300000	68.890000	0.994171
8.400000	70.560000	0.975641
8.500000	72.250000	0.957316
8.600000	73.960000	0.939236
8.700000	75.690000	0.921440
8.800000	77.440000	0.903966
8.900000	79.210000	0.886851
9.000000	81.000000	0.870131
9.100000	82.810000	0.853840
9.200000	84.640000	0.838012
9.300000	86.490000	0.822677
9.400000	88.360000	0.807866
9.500000	90.250000	0.793607
9.600000	92.160000	0.779929
9.700000	94.090000	0.766856
9.800000	96.040000	0.754412
9.900000	98.010000	0.742620
10.000000	100.000000	0.731500
10.100000	102.010000	0.721070
10.200000	104.040000	0.711349
10.300000	106.090000	0.702351
10.400000	108.160000	0.694089
10.500000	110.250000	0.686575
10.600000	112.360000	0.679820
10.700000	114.490000	0.673831
10.800000	116.640000	0.668613
10.900000	118.810000	0.664173
11.000000	121.000000	0.660511
11.100000	123.210000	0.657629
11.200000	125.440000	0.655526
11.300000	127.690000	0.654199
11.400000	129.960000	0.653643
11.500000	132.250000	0.653851
11.600000	134.560000	0.654816
11.700000	136.890000	0.656528
11.800000	139.240000	0.658975
11.900000	141.610000	0.662144
12.000000	144.000000	0.666021
12.100000	146.410000	0.670589
12.200000	148.840000	0.675831
