# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.011383
0.200000	0.040000	0.022764
0.300000	0.090000	0.034142
0.400000	0.160000	0.045514
0.500000	0.250000	0.056880
0.600000	0.360000	0.068236
0.700000	0.490000	0.079583
0.800000	0.640000	0.090917
0.900000	0.810000	0.102238
1.000000	1.000000	0.113543
1.100000	1.210000	0.124830
1.200000	1.440000	0.136099
1.300000	1.690000	0.147347
1.400000	1.960000	0.158572
1.500000	2.250000	0.169774
1.600000	2.560000	0.180949
1.700000	2.890000	0.192097
1.800000	3.240000	0.203216
1.900000	3.610000	0.214304
2.000000	4.000000	0.225359
2.100000	4.410000	0.236380
2.200000	4.840000	0.247366
2.300000	5.290000	0.258313
2.400000	5.760000	0.269222
2.500000	6.250000	0.280090
2.600000	6.760000	0.290915
2.700000	7.290000	0.301697
2.800000	7.840000	0.312432
2.900000	8.410000	0.323121
3.000000	9.000000	0.333760
3.100000	9.610000	0.344350
3.200000	10.240000	0.354887
3.300000	10.890000	0.365371
3.400000	11.560000	0.375799
3.500000	12.250000	0.386171
3.600000	12.960000	0.396485
3.700000	13.690000	0.406739
3.800000	14.440000	0.416932
3.900000	15.210000	0.427063
4.000000	16.000000	0.437129
4.100000	16.810000	0.447130
4.200000	17.640000	0.457064
4.300000	18.490000	0.466930
4.400000	19.360000	0.476725
4.500000	20.250000	0.486450
4.600000	21.160000	0.496102
4.700000	22.090000	0.505680
4.800000	23.040000	0.515182
4.900000	24.010000	0.524608
5.000000	25.000000	0.533956
5.100000	26.010000	0.543225
5.200000	27.040000	0.552413
5.300000	28.090000	0.561519
5.400000	29.160000	0.570542
5.500000	30.250000	0.579481
5.600000	31.360000	0.588335
5.700000	32.490000	0.597101
5.800000	33.640000	0.605780
5.900000	34.810000	0.614370
6.000000	36.000000	0.622869
6.100000	37.210000	0.631277
6.200000	38.440000	0.639593
6.300000	39.690000	0.647815
6.400000	40.960000	0.655942
6.500000	42.250000	0.663974
6.600000	43.560000	0.671909
6.700000	44.890000	0.679746
6.800000	46.240000	0.687485
6.900000	47.610000	0.695124
7.000000	49.000000	0.702663
7.100000	50.410000	0.710100
7.200000	51.840000	0.717435
7.300000	53.290000	0.724666
7.400000	54.760000	0.731794
7.500000	56.250000	0.738816
7.600000	57.760000	0.745732
7.700000	59.290000	0.752542
7.800000	60.840000	0.759245
