# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.055735
0.200000	0.040000	0.111369
0.300000	0.090000	0.166804
0.400000	0.160000	0.221939
0.500000	0.250000	0.276677
0.600000	0.360000	0.330920
0.700000	0.490000	0.384573
0.800000	0.640000	0.437540
0.900000	0.810000	0.489731
1.000000	1.000000	0.541054
1.100000	1.210000	0.591422
1.200000	1.440000	0.640751
1.300000	1.690000	0.688957
1.400000	1.960000	0.735964
1.500000	2.250000	0.781694
1.600000	2.560000	0.826075
1.700000	2.890000	0.869041
1.800000	3.240000	0.910526
1.900000	3.610000	0.950471
2.000000	4.000000	0.988819
2.100000	4.410000	1.025519
2.200000	4.840000	1.060525
2.300000	5.290000	1.093793
2.400000	5.760000	1.125288
2.500000	6.250000	1.154975
2.600000	6.760000	1.182827
2.700000	7.290000	1.208823
2.800000	7.840000	1.232943
2.900000	8.410000	1.255175
3.000000	9.000000	1.275512
3.100000	9.610000	1.293950
3.200000	10.240000	1.310493
3.300000	10.890000	1.325148
3.400000	11.560000	1.337926
3.500000	12.250000	1.348845
3.600000	12.960000	1.357928
3.700000	13.690000	1.365199
3.800000	14.440000	1.370691
3.900000	15.210000	1.374440
4.000000	16.000000	1.376483
4.100000	16.810000	1.376867
4.200000	17.640000	1.375638
4.300000	18.490000	1.372848
4.400000	19.360000	1.368553
4.500000	20.250000	1.362811
4.600000	21.160000	1.355685
4.700000	22.090000	1.347238
4.800000	23.040000	1.337538
4.900000	24.010000	1.326656
5.000000	25.000000	1.314665
5.100000	26.010000	1.301638
5.200000	27.040000	1.287651
5.300000	28.090000	1.272784
5.400000	29.160000	1.257114
5.500000	30.250000	1.240722
5.600000	31.360000	1.223689
5.700000	32.490000	1.206096
5.800000	33.640000	1.188025
5.900000	34.810000	1.169558
6.000000	36.000000	1.150775
6.100000	37.210000	1.131757
6.200000	38.440000	1.112585
6.300000	39.690000	1.093338
6.400000	40.960000	1.074093
6.500000	42.250000	1.054926
6.600000	43.560000	1.035913
6.700000	44.890000	1.017124
6.800000	46.240000	0.998632
6.900000	47.610000	0.980502
7.000000	49.000000	0.962802
