# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.072129
0.200000	0.040000	0.143982
0.300000	0.090000	0.215284
0.400000	0.160000	0.285765
0.500000	0.250000	0.355158
0.600000	0.360000	0.423204
0.700000	0.490000	0.489651
0.800000	0.640000	0.554256
0.900000	0.810000	0.616788
1.000000	1.000000	0.677028
1.100000	1.210000	0.734770
1.200000	1.440000	0.789823
1.300000	1.690000	0.842013
1.400000	1.960000	0.891180
1.500000	2.250000	0.937184
1.600000	2.560000	0.979902
1.700000	2.890000	1.019230
1.800000	3.240000	1.055086
1.900000	3.610000	1.087403
2.000000	4.000000	1.116138
2.100000	4.410000	1.141268
2.200000	4.840000	1.162788
2.300000	5.290000	1.180715
2.400000	5.760000	1.195085
2.500000	6.250000	1.205953
2.600000	6.760000	1.213394
2.700000	7.290000	1.217500
2.800000	7.840000	1.218382
2.900000	8.410000	1.216165
3.000000	9.000000	1.210993
3.100000	9.610000	1.203021
3.200000	10.240000	1.192421
3.300000	10.890000	1.179374
3.400000	11.560000	1.164073
3.500000	12.250000	1.146721
3.600000	12.960000	1.127530
3.700000	13.690000	1.106716
3.800000	14.440000	1.084501
3.900000	15.210000	1.061113
4.000000	16.000000	1.036779
4.100000	16.810000	1.011729
4.200000	17.640000	0.986189
4.300000	18.490000	0.960386
4.400000	19.360000	0.934541
4.500000	20.250000	0.908871
4.600000	21.160000	0.883585
4.700000	22.090000	0.858885
4.800000	23.040000	0.834963
4.900000	24.010000	0.812002
5.000000	25.000000	0.790171
5.100000	26.010000	0.769630
5.200000	27.040000	0.750523
5.300000	28.090000	0.732980
5.400000	29.160000	0.717117
5.500000	30.250000	0.703035
5.600000	31.360000	0.690818
5.700000	32.490000	0.680534
5.800000	33.640000	0.672235
5.900000	34.810000	0.665956
6.000000	36.000000	0.661716
6.100000	37.210000	0.659517
6.200000	38.440000	0.659346
6.300000	39.690000	0.661171
6.400000	40.960000	0.664948
6.500000	42.250000	0.670618
6.600000	43.560000	0.678105
6.700000	44.890000	0.687322
6.800000	46.240000	0.698170
6.900000	47.610000	0.710536
7.000000	49.000000	0.724299
7.100000	50.410000	0.739326
7.200000	51.840000	0.755477
7.300000	53.290000	0.772606
7.400000	54.760000	0.790559
7.500000	56.250000	0.809177
7.600000	57.760000	0.828300
7.700000	59.290000	0.847763
7.800000	60.840000	0.867402
7.900000	62.410000	0.887053
8.000000	64.000000	0.906553
8.100000	65.610000	0.925742
8.200000	67.240000	0.944465
8.300000	68.890000	0.962571
8.400000	70.560000	0.979916
8.500000	72.250000	0.996364
8.600000	73.960000	1.011786
8.700000	75.690000	1.026063
8.800000	77.440000	1.039086
8.900000	79.210000	1.050757
9.000000	81.000000	1.060990
9.100000	82.810000	1.069709
9.200000	84.640000	1.076853
9.300000	86.490000	1.082373
9.400000	88.360000	1.086233
9.500000	90.250000	1.088409
9.600000	92.160000	1.088894
9.700000	94.090000	1.087690
9.800000	96.040000	1.084815
9.900000	98.010000	1.080299
10.000000	100.000000	1.074185
10.100000	102.010000	1.066528
10.200000	104.040000	1.057394
10.300000	106.090000	1.046861
10.400000	108.160000	1.035016
10.500000	110.250000	1.021957
10.600000	112.360000	1.007790
10.700000	114.490000	0.992628
10.800000	116.640000	0.976594
10.900000	118.810000	0.959812
11.000000	121.000000	0.942415
11.100000	123.210000	0.924538
11.200000	125.440000	0.906319
11.300000	127.690000	0.887897
11.400000	129.960000	0.869413
11.500000	132.250000	0.851006
11.600000	134.560000	0.832813
11.700000	136.890000	0.814970
11.800000	139.240000	0.797609
11.900000	141.610000	0.780855
12.000000	144.000000	0.764829
12.100000	146.410000	0.749646
12.200000	148.840000	0.735412
12.300000	151.290000	0.722225
12.400000	153.760000	0.710176
12.500000	156.250000	0.699343
12.600000	158.760000	0.689797
12.700000	161.290000	0.681596
12.800000	163.840000	0.674788
12.900000	166.410000	0.669410
13.000000	169.000000	0.665486
13.100000	171.610000	0.663031
13.200000	174.240000	0.662045
13.300000	176.890000	0.662519
13.400000	179.560000	0.664430
13.500000	182.250000	0.667747
13.600000	184.960000	0.672424
13.700000	187.690000	0.678407
13.800000	190.440000	0.685632
13.900000	193.210000	0.694025
14.000000	196.000000	0.703503
14.100000	198.810000	0.713975
14.200000	201.640000	0.725342
14.300000	204.490000	0.737499
14.400000	207.360000	0.750336
14.500000	210.250000	0.763736
14.600000	213.160000	0.777579
14.700000	216.090000	0.791745
14.800000	219.040000	0.806107
14.900000	222.010000	0.820540
15.000000	225.000000	0.834919
15.100000	228.010000	0.849119
15.200000	231.040000	0.863017
15.300000	234.090000	0.876494
15.400000	237.160000	0.889434
15.500000	240.250000	0.901725
15.600000	243.360000	0.913262
15.700000	246.490000	0.923946
15.800000	249.640000	0.933684
15.900000	252.810000	0.942393
16.000000	256.000000	0.949995
16.100000	259.210000	0.956425
16.200000	262.440000	0.961625
16.300000	265.690000	0.965546
16.400000	268.960000	0.968153
16.500000	272.250000	0.969417
16.600000	275.560000	0.969324
16.700000	278.890000	0.967866
16.800000	282.240000	0.965049
16.900000	285.610000	0.960889
17.000000	289.000000	0.955413
17.100000	292.410000	0.948655
17.200000	295.840000	0.940664
17.300000	299.290000	0.931495
17.400000	302.760000	0.921212
17.500000	306.250000	0.909889
17.600000	309.760000	0.897607
