# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.967924
0.200000	0.040000	1.922999
0.300000	0.090000	2.852611
0.400000	0.160000	3.744605
0.500000	0.250000	4.587510
0.600000	0.360000	5.370739
0.700000	0.490000	6.084785
0.800000	0.640000	6.721385
0.900000	0.810000	7.273669
1.000000	1.000000	7.736270
1.100000	1.210000	8.105423
1.200000	1.440000	8.379015
1.300000	1.690000	8.556617
1.400000	1.960000	8.639475
1.500000	2.250000	8.630477
1.600000	2.560000	8.534080
1.700000	2.890000	8.356218
1.800000	3.240000	8.104171
1.900000	3.610000	7.786421
2.000000	4.000000	7.412475
2.100000	4.410000	6.992680
2.200000	4.840000	6.538014
2.300000	5.290000	6.059872
2.400000	5.760000	5.569845
2.500000	6.250000	5.079499
2.600000	6.760000	4.600150
2.700000	7.290000	4.142652
2.800000	7.840000	3.717196
2.900000	8.410000	3.333120
3.000000	9.000000	2.998742
3.100000	9.610000	2.721207
3.200000	10.240000	2.506372
3.300000	10.890000	2.358703
3.400000	11.560000	2.281210
3.500000	12.250000	2.275409
3.600000	12.960000	2.341310
3.700000	13.690000	2.477444
3.800000	14.440000	2.680909
3.900000	15.210000	2.947450
4.000000	16.000000	3.271567
4.100000	16.810000	3.646638
4.200000	17.640000	4.065072
4.300000	18.490000	4.518477
4.400000	19.360000	4.997839
4.500000	20.250000	5.493716
4.600000	21.160000	5.996436
4.700000	22.090000	6.496295
4.800000	23.040000	6.983761
4.900000	24.010000	7.449663
5.000000	25.000000	7.885377
5.100000	26.010000	8.282994
5.200000	27.040000	8.635477
5.300000	28.090000	8.936790
5.400000	29.160000	9.182015
5.500000	30.250000	9.367437
5.600000	31.360000	9.490605
5.700000	32.490000	9.550371
5.800000	33.640000	9.546892
5.900000	34.810000	9.481615
6.000000	36.000000	9.357229
6.100000	37.210000	9.177597
6.200000	38.440000	8.947656
6.300000	39.690000	8.673308
6.400000	40.960000	8.361278
6.500000	42.250000	8.018970
6.600000	43.560000	7.654300
6.700000	44.890000	7.275527
6.800000	46.240000	6.891075
6.900000	47.610000	6.509353
7.000000	49.000000	6.138581
7.100000	50.410000	5.786620
7.200000	51.840000	5.460809
7.300000	53.290000	5.167816
7.400000	54.760000	4.913510
7.500000	56.250000	4.702841
7.600000	57.760000	4.539751
7.700000	59.290000	4.427099
7.800000	60.840000	4.366616
7.900000	62.410000	4.358879
8.000000	64.000000	4.403311
8.100000	65.610000	4.498213
8.200000	67.240000	4.640805
8.300000	68.890000	4.827303
8.400000	70.560000	5.053008
8.500000	72.250000	5.312419
8.600000	73.960000	5.599357
8.700000	75.690000	5.907106
8.800000	77.440000	6.228565
8.900000	79.210000	6.556399
9.000000	81.000000	6.883206
9.100000	82.810000	7.201671
9.200000	84.640000	7.504725
9.300000	86.490000	7.785696
9.400000	88.360000	8.038445
9.500000	90.250000	8.257500
9.600000	92.160000	8.438159
9.700000	94.090000	8.576591
9.800000	96.040000	8.669910
9.900000	98.010000	8.716226
10.000000	100.000000	8.714677
10.100000	102.010000	8.665442
10.200000	104.040000	8.569726
10.300000	106.090000	8.429724
10.400000	108.160000	8.248569
10.500000	110.250000	8.030250
10.600000	112.360000	7.779528
10.700000	114.490000	7.501818
10.800000	116.640000	7.203073
10.900000	118.810000	6.889647
11.000000	121.000000	6.568159
11.100000	123.210000	6.245341
11.200000	125.440000	5.927901
11.300000	127.690000	5.622371
11.400000	129.960000	5.334970
11.500000	132.250000	5.071474
11.600000	134.560000	4.837090
11.700000	136.890000	4.636354
11.800000	139.240000	4.473034
11.900000	141.610000	4.350053
12.000000	144.000000	4.269440
12.100000	146.410000	4.232285
12.200000	148.840000	4.238726
12.300000	151.290000	4.287952
12.400000	153.760000	4.378232
12.500000	156.250000	4.506952
12.600000	158.760000	4.670685
12.700000	161.290000	4.865267
12.800000	163.840000	5.085894
12.900000	166.410000	5.327231
13.000000	169.000000	5.583530
13.100000	171.610000	5.848760
13.200000	174.240000	6.116738
13.300000	176.890000	6.381261
13.400000	179.560000	6.636246
13.500000	182.250000	6.875857
13.600000	184.960000	7.094633
13.700000	187.690000	7.287598
13.800000	190.440000	7.450370
13.900000	193.210000	7.579252
14.000000	196.000000	7.671301
14.100000	198.810000	7.724396
14.200000	201.640000	7.737268
14.300000	204.490000	7.709530
14.400000	207.360000	7.641672
14.500000	210.250000	7.535051
14.600000	213.160000	7.391849
14.700000	216.090000	7.215023
14.800000	219.040000	7.008234
14.900000	222.010000	6.775766
15.000000	225.000000	6.522424
15.100000	228.010000	6.253427
15.200000	231.040000	5.974293
15.300000	234.090000	5.690718
15.400000	237.160000	5.408448
15.500000	240.250000	5.133154
15.600000	243.360000	4.870312
15.700000	246.490000	4.625081
15.800000	249.640000	4.402198
15.900000	252.810000	4.205872
16.000000	256.000000	4.039701
16.100000	259.210000	3.906595
16.200000	262.440000	3.808718
16.300000	265.690000	3.747444
16.400000	268.960000	3.723336
16.500000	272.250000	3.736138
16.600000	275.560000	3.784782
16.700000	278.890000	3.867423
16.800000	282.240000	3.981479
16.900000	285.610000	4.123697
17.000000	289.000000	4.290224
17.100000	292.410000	4.476696
17.200000	295.840000	4.678339
17.300000	299.290000	4.890074
17.400000	302.760000	5.106630
17.500000	306.250000	5.322661
17.600000	309.760000	5.532861
17.700000	313.290000	5.732084
17.800000	316.840000	5.915451
17.900000	320.410000	6.078458
18.000000	324.000000	6.217071
18.100000	327.610000	6.327812
18.200000	331.240000	6.407829
18.300000	334.890000	6.454958
18.400000	338.560000	6.467766
18.500000	342.250000	6.445575
18.600000	345.960000	6.388474
18.700000	349.690000	6.297313
18.800000	353.440000	6.173679
18.900000	357.210000	6.019857
19.000000	361.000000	5.838778
19.100000	364.810000	5.633946
19.200000	368.640000	5.409365
19.300000	372.490000	5.169442
19.400000	376.360000	4.918892
19.500000	380.250000	4.662632
19.600000	384.160000	4.405673
19.700000	388.090000	4.153008
19.800000	392.040000	3.909506
19.900000	396.010000	3.679804
20.000000	400.000000	3.468205
20.100000	404.010000	3.278593
20.200000	408.040000	3.114343
20.300000	412.090000	2.978254
20.400000	416.160000	2.872490
20.500000	420.250000	2.798538
20.600000	424.360000	2.757178
20.700000	428.490000	2.748472
20.800000	432.640000	2.771765
20.900000	436.810000	2.825706
21.000000	441.000000	2.908279
21.100000	445.210000	3.016855
21.200000	449.440000	3.148251
21.300000	453.690000	3.298804
21.400000	457.960000	3.464457
21.500000	462.250000	3.640844
21.600000	466.560000	3.823396
21.700000	470.890000	4.007437
21.800000	475.240000	4.188292
21.900000	479.610000	4.361385
22.000000	484.000000	4.522344
22.100000	488.410000	4.667094
22.200000	492.840000	4.791945
22.300000	497.290000	4.893672
22.400000	501.760000	4.969584
22.500000	506.250000	5.017579
22.600000	510.760000	5.036187
22.700000	515.290000	5.024601
22.800000	519.840000	4.982691
22.900000	524.410000	4.910999
23.000000	529.000000	4.810730
23.100000	533.610000	4.683717
23.200000	538.240000	4.532379
23.300000	542.890000	4.359662
23.400000	547.560000	4.168977
23.500000	552.250000	3.964116
23.600000	556.960000	3.749168
23.700000	561.690000	3.528428
23.800000	566.440000	3.306303
23.900000	571.210000	3.087208
24.000000	576.000000	2.875472
24.100000	580.810000	2.675245
24.200000	585.640000	2.490402
24.300000	590.490000	2.324460
24.400000	595.360000	2.180505
24.500000	600.250000	2.061123
24.600000	605.160000	1.968343
24.700000	610.090000	1.903599
24.800000	615.040000	1.867699
24.900000	620.010000	1.860809
25.000000	625.000000	1.882455
25.100000	630.010000	1.931533
25.200000	635.040000	2.006339
25.300000	640.090000	2.104606
25.400000	645.160000	2.223563
25.500000	650.250000	2.359990
25.600000	655.360000	2.510301
25.700000	660.490000	2.670615
25.800000	665.640000	2.836853
25.900000	670.810000	3.004820
26.000000	676.000000	3.170307
26.100000	681.210000	3.329177
26.200000	686.440000	3.477463
26.300000	691.690000	3.611451
26.400000	696.960000	3.727762
26.500000	702.250000	3.823427
26.600000	707.560000	3.895949
26.700000	712.890000	3.943360
26.800000	718.240000	3.964259
26.900000	723.610000	3.957844
27.000000	729.000000	3.923925
27.100000	734.410000	3.862928
27.200000	739.840000	3.775881
27.300000	745.290000	3.664391
27.400000	750.760000	3.530607
27.500000	756.250000	3.377167
27.600000	761.760000	3.207143
27.700000	767.290000	3.023965
27.800000	772.840000	2.831349
27.900000	778.410000	2.633211
28.000000	784.000000	2.433581
28.100000	789.610000	2.236512
28.200000	795.240000	2.045992
28.300000	800.890000	1.865852
28.400000	806.560000	1.699688
28.500000	812.250000	1.550776
28.600000	817.960000	1.422002
28.700000	823.690000	1.315802
28.800000	829.440000	1.234108
28.900000	835.210000	1.178306
29.000000	841.000000	1.149207
29.100000	846.810000	1.147034
29.200000	852.640000	1.171412
29.300000	858.490000	1.221388
29.400000	864.360000	1.295446
29.500000	870.250000	1.391545
29.600000	876.160000	1.507166
29.700000	882.090000	1.639369
29.800000	888.040000	1.784861
29.900000	894.010000	1.940068
30.000000	900.000000	2.101213
30.100000	906.010000	2.264406
30.200000	912.040000	2.425726
30.300000	918.090000	2.581308
30.400000	924.160000	2.727431
30.500000	930.250000	2.860598
30.600000	936.360000	2.977612
30.700000	942.490000	3.075648
30.800000	948.640000	3.152312
30.900000	954.810000	3.205696
31.000000	961.000000	3.234415
31.100000	967.210000	3.237637
31.200000	973.440000	3.215103
31.300000	979.690000	3.167126
31.400000	985.960000	3.094586
31.500000	992.250000	2.998907
31.600000	998.560000	2.882024
31.700000	1004.890000	2.746340
31.800000	1011.240000	2.594670
31.900000	1017.610000	2.430178
32.000000	1024.000000	2.256305
32.100000	1030.410000	2.076692
32.200000	1036.840000	1.895100
32.300000	1043.290000	1.715326
32.400000	1049.760000	1.541119
32.500000	1056.250000	1.376094
32.600000	1062.760000	1.223655
32.700000	1069.290000	1.086922
32.800000	1075.840000	0.968657
32.900000	1082.410000	0.871210
33.000000	1089.000000	0.796462
33.100000	1095.610000	0.745789
33.200000	1102.240000	0.720030
33.300000	1108.890000	0.719474
33.400000	1115.560000	0.743847
33.500000	1122.250000	0.792328
33.600000	1128.960000	0.863562
33.700000	1135.690000	0.955698
33.800000	1142.440000	1.066422
33.900000	1149.210000	1.193020
34.000000	1156.000000	1.332428
34.100000	1162.810000	1.481312
34.200000	1169.640000	1.636132
34.300000	1176.490000	1.793228
34.400000	1183.360000	1.948899
34.500000	1190.250000	2.099484
34.600000	1197.160000	2.241444
34.700000	1204.090000	2.371441
34.800000	1211.040000	2.486408
34.900000	1218.010000	2.583621
35.000000	1225.000000	2.660755
35.100000	1232.010000	2.715937
35.200000	1239.040000	2.747783
35.300000	1246.090000	2.755432
35.400000	1253.160000	2.738560
35.500000	1260.250000	2.697389
35.600000	1267.360000	2.632679
35.700000	1274.490000	2.545711
35.800000	1281.640000	2.438256
35.900000	1288.810000	2.312539
36.000000	1296.000000	2.171183
36.100000	1303.210000	2.017154
36.200000	1310.440000	1.853696
36.300000	1317.690000	1.684254
36.400000	1324.960000	1.512400
36.500000	1332.250000	1.341757
36.600000	1339.560000	1.175913
36.700000	1346.890000	1.018344
36.800000	1354.240000	0.872342
36.900000	1361.610000	0.740934
37.000000	1369.000000	0.626824
37.100000	1376.410000	0.532328
37.200000	1383.840000	0.459328
37.300000	1391.290000	0.409229
37.400000	1398.760000	0.382928
37.500000	1406.250000	0.380799
37.600000	1413.760000	0.402681
37.700000	1421.290000	0.447888
37.800000	1428.840000	0.515221
37.900000	1436.410000	0.602996
38.000000	1444.000000	0.709087
38.100000	1451.610000	0.830966
38.200000	1459.240000	0.965767
38.300000	1466.890000	1.110344
38.400000	1474.560000	1.261348
38.500000	1482.250000	1.415292
38.600000	1489.960000	1.568638
38.700000	1497.690000	1.717869
38.800000	1505.440000	1.859567
38.900000	1513.210000	1.990492
39.000000	1521.000000	2.107648
39.100000	1528.810000	2.208354
39.200000	1536.640000	2.290298
39.300000	1544.490000	2.351588
39.400000	1552.360000	2.390797
39.500000	1560.250000	2.406985
39.600000	1568.160000	2.399730
39.700000	1576.090000	2.369124
39.800000	1584.040000	2.315780
39.900000	1592.010000	2.240812
40.000000	1600.000000	2.145810
40.100000	1608.010000	2.032802
40.200000	1616.040000	1.904215
40.300000	1624.090000	1.762811
40.400000	1632.160000	1.611634
40.500000	1640.250000	1.453936
40.600000	1648.360000	1.293106
40.700000	1656.490000	1.132598
40.800000	1664.640000	0.975852
40.900000	1672.810000	0.826214
41.000000	1681.000000	0.686873
41.100000	1689.210000	0.560778
41.200000	1697.440000	0.450583
41.300000	1705.690000	0.358585
41.400000	1713.960000	0.286674
41.500000	1722.250000	0.236291
41.600000	1730.560000	0.208402
41.700000	1738.890000	0.203472
41.800000	1747.240000	0.221456
41.900000	1755.610000	0.261807
42.000000	1764.000000	0.323482
42.100000	1772.410000	0.404970
42.200000	1780.840000	0.504325
42.300000	1789.290000	0.619211
42.400000	1797.760000	0.746952
42.500000	1806.250000	0.884595
42.600000	1814.760000	1.028973
42.700000	1823.290000	1.176777
42.800000	1831.840000	1.324629
42.900000	1840.410000	1.469157
43.000000	1849.000000	1.607066
43.100000	1857.610000	1.735219
43.200000	1866.240000	1.850695
43.300000	1874.890000	1.950863
43.400000	1883.560000	2.033432
43.500000	1892.250000	2.096507
43.600000	1900.960000	2.138624
43.700000	1909.690000	2.158787
43.800000	1918.440000	2.156484
43.900000	1927.210000	2.131701
44.000000	1936.000000	2.084920
44.100000	1944.810000	2.017106
44.200000	1953.640000	1.929688
44.300000	1962.490000	1.824521
44.400000	1971.360000	1.703850
44.500000	1980.250000	1.570254
44.600000	1989.160000	1.426592
44.700000	1998.090000	1.275939
44.800000	2007.040000	1.121515
44.900000	2016.010000	0.966614
45.000000	2025.000000	0.814534
45.100000	2034.010000	0.668500
45.200000	2043.040000	0.531594
45.300000	2052.090000	0.406688
45.400000	2061.160000	0.296380
45.500000	2070.250000	0.202938
45.600000	2079.360000	0.128246
