# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.272213
0.200000	0.040000	0.542894
0.300000	0.090000	0.810522
0.400000	0.160000	1.073609
0.500000	0.250000	1.330707
0.600000	0.360000	1.580424
0.700000	0.490000	1.821437
0.800000	0.640000	2.052505
0.900000	0.810000	2.272476
1.000000	1.000000	2.480304
1.100000	1.210000	2.675052
1.200000	1.440000	2.855902
1.300000	1.690000	3.022165
1.400000	1.960000	3.173279
1.500000	2.250000	3.308820
1.600000	2.560000	3.428501
1.700000	2.890000	3.532173
1.800000	3.240000	3.619825
1.900000	3.610000	3.691584
2.000000	4.000000	3.747707
2.100000	4.410000	3.788582
2.200000	4.840000	3.814719
2.300000	5.290000	3.826742
2.400000	5.760000	3.825383
2.500000	6.250000	3.811471
2.600000	6.760000	3.785924
2.700000	7.290000	3.749735
2.800000	7.840000	3.703961
2.900000	8.410000	3.649714
3.000000	9.000000	3.588145
3.100000	9.610000	3.520431
3.200000	10.240000	3.447765
3.300000	10.890000	3.371341
3.400000	11.560000	3.292342
3.500000	12.250000	3.211928
3.600000	12.960000	3.131222
3.700000	13.690000	3.051304
3.800000	14.440000	2.973194
3.900000	15.210000	2.897848
4.000000	16.000000	2.826147
4.100000	16.810000	2.758887
4.200000	17.640000	2.696778
4.300000	18.490000	2.640434
4.400000	19.360000	2.590369
4.500000	20.250000	2.546998
4.600000	21.160000	2.510632
4.700000	22.090000	2.481476
4.800000	23.040000	2.459635
4.900000	24.010000	2.445111
5.000000	25.000000	2.437809
5.100000	26.010000	2.437541
5.200000	27.040000	2.444029
5.300000	28.090000	2.456914
5.400000	29.160000	2.475762
5.500000	30.250000	2.500072
5.600000	31.360000	2.529282
5.700000	32.490000	2.562783
5.800000	33.640000	2.599924
5.900000	34.810000	2.640023
6.000000	36.000000	2.682380
6.100000	37.210000	2.726279
6.200000	38.440000	2.771008
6.300000	39.690000	2.815859
6.400000	40.960000	2.860143
6.500000	42.250000	2.903200
6.600000	43.560000	2.944400
6.700000	44.890000	2.983159
