# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.250035
0.200000	0.040000	0.498891
0.300000	0.090000	0.745397
0.400000	0.160000	0.988401
0.500000	0.250000	1.226777
0.600000	0.360000	1.459432
0.700000	0.490000	1.685320
0.800000	0.640000	1.903443
0.900000	0.810000	2.112861
1.000000	1.000000	2.312702
1.100000	1.210000	2.502163
1.200000	1.440000	2.680518
1.300000	1.690000	2.847125
1.400000	1.960000	3.001428
1.500000	2.250000	3.142959
1.600000	2.560000	3.271345
1.700000	2.890000	3.386309
1.800000	3.240000	3.487669
1.900000	3.610000	3.575339
2.000000	4.000000	3.649331
2.100000	4.410000	3.709752
2.200000	4.840000	3.756803
2.300000	5.290000	3.790775
2.400000	5.760000	3.812045
2.500000	6.250000	3.821077
2.600000	6.760000	3.818411
2.700000	7.290000	3.804659
2.800000	7.840000	3.780504
2.900000	8.410000	3.746685
3.000000	9.000000	3.703999
3.100000	9.610000	3.653288
3.200000	10.240000	3.595431
3.300000	10.890000	3.531342
3.400000	11.560000	3.461955
3.500000	12.250000	3.388220
3.600000	12.960000	3.311094
3.700000	13.690000	3.231533
3.800000	14.440000	3.150483
3.900000	15.210000	3.068872
4.000000	16.000000	2.987607
4.100000	16.810000	2.907559
4.200000	17.640000	2.829563
4.300000	18.490000	2.754408
4.400000	19.360000	2.682832
4.500000	20.250000	2.615515
4.600000	21.160000	2.553079
4.700000	22.090000	2.496078
4.800000	23.040000	2.444998
4.900000	24.010000	2.400252
5.000000	25.000000	2.362181
5.100000	26.010000	2.331049
5.200000	27.040000	2.307044
5.300000	28.090000	2.290278
5.400000	29.160000	2.280787
5.500000	30.250000	2.278531
5.600000	31.360000	2.283402
5.700000	32.490000	2.295217
5.800000	33.640000	2.313731
5.900000	34.810000	2.338633
6.000000	36.000000	2.369555
6.100000	37.210000	2.406076
6.200000	38.440000	2.447725
6.300000	39.690000	2.493989
6.400000	40.960000	2.544319
6.500000	42.250000	2.598134
6.600000	43.560000	2.654829
6.700000	44.890000	2.713781
6.800000	46.240000	2.774356
6.900000	47.610000	2.835916
7.000000	49.000000	2.897821
7.100000	50.410000	2.959444
7.200000	51.840000	3.020169
7.300000	53.290000	3.079400
7.400000	54.760000	3.136568
7.500000	56.250000	3.191134
7.600000	57.760000	3.242596
7.700000	59.290000	3.290491
7.800000	60.840000	3.334402
7.900000	62.410000	3.373957
8.000000	64.000000	3.408837
8.100000	65.610000	3.438777
8.200000	67.240000	3.463563
8.300000	68.890000	3.483040
8.400000	70.560000	3.497111
8.500000	72.250000	3.505732
8.600000	73.960000	3.508919
8.700000	75.690000	3.506741
8.800000	77.440000	3.499321
8.900000	79.210000	3.486835
9.000000	81.000000	3.469505
9.100000	82.810000	3.447603
9.200000	84.640000	3.421438
9.300000	86.490000	3.391361
9.400000	88.360000	3.357757
9.500000	90.250000	3.321038
9.600000	92.160000	3.281643
9.700000	94.090000	3.240031
9.800000	96.040000	3.196673
9.900000	98.010000	3.152053
10.000000	100.000000	3.106657
10.100000	102.010000	3.060970
10.200000	104.040000	3.015473
10.300000	106.090000	2.970634
10.400000	108.160000	2.926907
10.500000	110.250000	2.884723
10.600000	112.360000	2.844492
10.700000	114.490000	2.806591
10.800000	116.640000	2.771370
10.900000	118.810000	2.739138
11.000000	121.000000	2.710169
11.100000	123.210000	2.684697
11.200000	125.440000	2.662910
11.300000	127.690000	2.644954
11.400000	129.960000	2.630930
11.500000	132.250000	2.620893
11.600000	134.560000	2.614851
11.700000	136.890000	2.612768
11.800000	139.240000	2.614564
11.900000	141.610000	2.620117
12.000000	144.000000	2.629260
12.100000	146.410000	2.641793
12.200000	148.840000	2.657474
12.300000	151.290000	2.676033
12.400000	153.760000	2.697166
12.500000	156.250000	2.720546
12.600000	158.760000	2.745822
12.700000	161.290000	2.772624
12.800000	163.840000	2.800570
12.900000	166.410000	2.829267
13.000000	169.000000	2.858315
13.100000	171.610000	2.887316
13.200000	174.240000	2.915873
13.300000	176.890000	2.943597
13.400000	179.560000	2.970111
13.500000	182.250000	2.995054
13.600000	184.960000	3.018083
13.700000	187.690000	3.038880
13.800000	190.440000	3.057151
13.900000	193.210000	3.072634
14.000000	196.000000	3.085096
14.100000	198.810000	3.094340
14.200000	201.640000	3.100205
14.300000	204.490000	3.102565
14.400000	207.360000	3.101337
14.500000	210.250000	3.096472
14.600000	213.160000	3.087964
14.700000	216.090000	3.075845
14.800000	219.040000	3.060184
14.900000	222.010000	3.041092
15.000000	225.000000	3.018710
15.100000	228.010000	2.993217
15.200000	231.040000	2.964825
15.300000	234.090000	2.933772
15.400000	237.160000	2.900325
15.500000	240.250000	2.864775
15.600000	243.360000	2.827433
15.700000	246.490000	2.788627
15.800000	249.640000	2.748698
15.900000	252.810000	2.707997
16.000000	256.000000	2.666881
16.100000	259.210000	2.625710
16.200000	262.440000	2.584838
16.300000	265.690000	2.544619
16.400000	268.960000	2.505392
16.500000	272.250000	2.467487
16.600000	275.560000	2.431215
16.700000	278.890000	2.396869
16.800000	282.240000	2.364719
16.900000	285.610000	2.335007
17.000000	289.000000	2.307949
17.100000	292.410000	2.283733
17.200000	295.840000	2.262511
17.300000	299.290000	2.244403
17.400000	302.760000	2.229497
17.500000	306.250000	2.217842
17.600000	309.760000	2.209453
17.700000	313.290000	2.204311
17.800000	316.840000	2.202361
17.900000	320.410000	2.203512
18.000000	324.000000	2.207642
18.100000	327.610000	2.214597
18.200000	331.240000	2.224192
18.300000	334.890000	2.236215
18.400000	338.560000	2.250431
18.500000	342.250000	2.266578
18.600000	345.960000	2.284379
18.700000	349.690000	2.303537
18.800000	353.440000	2.323742
18.900000	357.210000	2.344677
19.000000	361.000000	2.366015
19.100000	364.810000	2.387428
19.200000	368.640000	2.408589
19.300000	372.490000	2.429172
19.400000	376.360000	2.448863
19.500000	380.250000	2.467354
19.600000	384.160000	2.484356
19.700000	388.090000	2.499593
19.800000	392.040000	2.512811
19.900000	396.010000	2.523779
20.000000	400.000000	2.532288
20.100000	404.010000	2.538159
20.200000	408.040000	2.541242
20.300000	412.090000	2.541414
20.400000	416.160000	2.538586
20.500000	420.250000	2.532702
20.600000	424.360000	2.523735
20.700000	428.490000	2.511695
20.800000	432.640000	2.496622
20.900000	436.810000	2.478588
21.000000	441.000000	2.457696
21.100000	445.210000	2.434081
21.200000	449.440000	2.407904
21.300000	453.690000	2.379352
21.400000	457.960000	2.348639
21.500000	462.250000	2.315997
21.600000	466.560000	2.281681
21.700000	470.890000	2.245961
21.800000	475.240000	2.209120
21.900000	479.610000	2.171452
22.000000	484.000000	2.133260
22.100000	488.410000	2.094849
22.200000	492.840000	2.056526
22.300000	497.290000	2.018595
22.400000	501.760000	1.981356
22.500000	506.250000	1.945099
22.600000	510.760000	1.910102
22.700000	515.290000	1.876630
22.800000	519.840000	1.844930
22.900000	524.410000	1.815229
23.000000	529.000000	1.787732
23.100000	533.610000	1.762621
23.200000	538.240000	1.740051
23.300000	542.890000	1.720150
23.400000	547.560000	1.703018
23.500000	552.250000	1.688724
23.600000	556.960000	1.677309
23.700000	561.690000	1.668783
23.800000	566.440000	1.663126
23.900000	571.210000	1.660286
24.000000	576.000000	1.660186
24.100000	580.810000	1.662718
24.200000	585.640000	1.667749
24.300000	590.490000	1.675119
24.400000	595.360000	1.684645
24.500000	600.250000	1.696125
24.600000	605.160000	1.709335
24.700000	610.090000	1.724037
24.800000	615.040000	1.739978
24.900000	620.010000	1.756894
25.000000	625.000000	1.774512
25.100000	630.010000	1.792555
25.200000	635.040000	1.810744
25.300000	640.090000	1.828799
25.400000	645.160000	1.846446
25.500000	650.250000	1.863416
25.600000	655.360000	1.879448
25.700000	660.490000	1.894298
25.800000	665.640000	1.907731
25.900000	670.810000	1.919534
26.000000	676.000000	1.929509
26.100000	681.210000	1.937483
26.200000	686.440000	1.943302
26.300000	691.690000	1.946842
26.400000	696.960000	1.947999
26.500000	702.250000	1.946699
26.600000	707.560000	1.942894
26.700000	712.890000	1.936565
26.800000	718.240000	1.927718
26.900000	723.610000	1.916390
27.000000	729.000000	1.902641
27.100000	734.410000	1.886561
27.200000	739.840000	1.868261
27.300000	745.290000	1.847878
27.400000	750.760000	1.825571
27.500000	756.250000	1.801518
27.600000	761.760000	1.775915
27.700000	767.290000	1.748976
27.800000	772.840000	1.720925
27.900000	778.410000	1.692000
28.000000	784.000000	1.662445
28.100000	789.610000	1.632512
28.200000	795.240000	1.602453
28.300000	800.890000	1.572522
28.400000	806.560000	1.542971
28.500000	812.250000	1.514044
28.600000	817.960000	1.485980
28.700000	823.690000	1.459005
28.800000	829.440000	1.433333
