# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.247198
0.200000	0.040000	0.493914
0.300000	0.090000	0.739669
0.400000	0.160000	0.983986
0.500000	0.250000	1.226391
0.600000	0.360000	1.466420
0.700000	0.490000	1.703613
0.800000	0.640000	1.937520
0.900000	0.810000	2.167702
1.000000	1.000000	2.393731
1.100000	1.210000	2.615193
1.200000	1.440000	2.831687
1.300000	1.690000	3.042829
1.400000	1.960000	3.248250
1.500000	2.250000	3.447602
1.600000	2.560000	3.640553
1.700000	2.890000	3.826791
1.800000	3.240000	4.006026
1.900000	3.610000	4.177989
2.000000	4.000000	4.342434
2.100000	4.410000	4.499138
2.200000	4.840000	4.647900
2.300000	5.290000	4.788545
2.400000	5.760000	4.920922
2.500000	6.250000	5.044903
2.600000	6.760000	5.160389
2.700000	7.290000	5.267302
2.800000	7.840000	5.365592
2.900000	8.410000	5.455233
3.000000	9.000000	5.536224
3.100000	9.610000	5.608590
3.200000	10.240000	5.672379
3.300000	10.890000	5.727664
3.400000	11.560000	5.774543
3.500000	12.250000	5.813133
3.600000	12.960000	5.843579
3.700000	13.690000	5.866043
3.800000	14.440000	5.880712
3.900000	15.210000	5.887789
4.000000	16.000000	5.887499
4.100000	16.810000	5.880086
4.200000	17.640000	5.865809
4.300000	18.490000	5.844943
4.400000	19.360000	5.817780
4.500000	20.250000	5.784624
4.600000	21.160000	5.745792
4.700000	22.090000	5.701613
4.800000	23.040000	5.652426
4.900000	24.010000	5.598577
5.000000	25.000000	5.540421
5.100000	26.010000	5.478317
5.200000	27.040000	5.412632
5.300000	28.090000	5.343733
5.400000	29.160000	5.271989
5.500000	30.250000	5.197773
5.600000	31.360000	5.121452
5.700000	32.490000	5.043396
5.800000	33.640000	4.963967
5.900000	34.810000	4.883526
6.000000	36.000000	4.802424
6.100000	37.210000	4.721009
6.200000	38.440000	4.639618
6.300000	39.690000	4.558579
6.400000	40.960000	4.478211
6.500000	42.250000	4.398817
6.600000	43.560000	4.320693
6.700000	44.890000	4.244118
6.800000	46.240000	4.169358
6.900000	47.610000	4.096663
7.000000	49.000000	4.026268
7.100000	50.410000	3.958391
7.200000	51.840000	3.893234
7.300000	53.290000	3.830981
7.400000	54.760000	3.771797
7.500000	56.250000	3.715831
7.600000	57.760000	3.663211
7.700000	59.290000	3.614049
7.800000	60.840000	3.568436
