# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.606655
0.200000	0.040000	1.210310
0.300000	0.090000	1.807994
0.400000	0.160000	2.396788
0.500000	0.250000	2.973854
0.600000	0.360000	3.536459
0.700000	0.490000	4.081999
0.800000	0.640000	4.608023
0.900000	0.810000	5.112252
1.000000	1.000000	5.592598
1.100000	1.210000	6.047183
1.200000	1.440000	6.474352
1.300000	1.690000	6.872685
1.400000	1.960000	7.241004
1.500000	2.250000	7.578385
1.600000	2.560000	7.884158
1.700000	2.890000	8.157909
1.800000	3.240000	8.399480
1.900000	3.610000	8.608963
2.000000	4.000000	8.786694
2.100000	4.410000	8.933243
2.200000	4.840000	9.049407
2.300000	5.290000	9.136188
2.400000	5.760000	9.194786
2.500000	6.250000	9.226577
2.600000	6.760000	9.233093
2.700000	7.290000	9.216006
2.800000	7.840000	9.177106
2.900000	8.410000	9.118275
3.000000	9.000000	9.041470
3.100000	9.610000	8.948698
3.200000	10.240000	8.841994
3.300000	10.890000	8.723400
3.400000	11.560000	8.594942
3.500000	12.250000	8.458611
3.600000	12.960000	8.316342
3.700000	13.690000	8.169998
3.800000	14.440000	8.021352
3.900000	15.210000	7.872073
4.000000	16.000000	7.723711
4.100000	16.810000	7.577687
4.200000	17.640000	7.435283
4.300000	18.490000	7.297638
4.400000	19.360000	7.165735
4.500000	20.250000	7.040407
4.600000	21.160000	6.922329
4.700000	22.090000	6.812021
4.800000	23.040000	6.709851
4.900000	24.010000	6.616039
5.000000	25.000000	6.530664
5.100000	26.010000	6.453669
5.200000	27.040000	6.384873
5.300000	28.090000	6.323979
5.400000	29.160000	6.270585
5.500000	30.250000	6.224198
5.600000	31.360000	6.184246
5.700000	32.490000	6.150089
5.800000	33.640000	6.121034
5.900000	34.810000	6.096349
6.000000	36.000000	6.075274
6.100000	37.210000	6.057035
6.200000	38.440000	6.040858
6.300000	39.690000	6.025978
6.400000	40.960000	6.011650
6.500000	42.250000	5.997164
6.600000	43.560000	5.981847
6.700000	44.890000	5.965076
6.800000	46.240000	5.946282
6.900000	47.610000	5.924960
7.000000	49.000000	5.900668
7.100000	50.410000	5.873034
7.200000	51.840000	5.841756
7.300000	53.290000	5.806606
7.400000	54.760000	5.767425
7.500000	56.250000	5.724128
7.600000	57.760000	5.676694
7.700000	59.290000	5.625169
7.800000	60.840000	5.569661
7.900000	62.410000	5.510332
8.000000	64.000000	5.447395
8.100000	65.610000	5.381110
8.200000	67.240000	5.311772
8.300000	68.890000	5.239713
8.400000	70.560000	5.165287
8.500000	72.250000	5.088869
8.600000	73.960000	5.010846
8.700000	75.690000	4.931610
8.800000	77.440000	4.851556
8.900000	79.210000	4.771071
9.000000	81.000000	4.690533
9.100000	82.810000	4.610304
9.200000	84.640000	4.530725
9.300000	86.490000	4.452114
9.400000	88.360000	4.374765
9.500000	90.250000	4.298939
9.600000	92.160000	4.224871
9.700000	94.090000	4.152760
9.800000	96.040000	4.082775
9.900000	98.010000	4.015051
10.000000	100.000000	3.949694
10.100000	102.010000	3.886776
10.200000	104.040000	3.826341
10.300000	106.090000	3.768405
10.400000	108.160000	3.712960
10.500000	110.250000	3.659972
10.600000	112.360000	3.609389
10.700000	114.490000	3.561141
10.800000	116.640000	3.515143
10.900000	118.810000	3.471296
11.000000	121.000000	3.429493
11.100000	123.210000	3.389622
11.200000	125.440000	3.351564
11.300000	127.690000	3.315199
11.400000	129.960000	3.280406
11.500000	132.250000	3.247069
11.600000	134.560000	3.215073
11.700000	136.890000	3.184308
11.800000	139.240000	3.154670
11.900000	141.610000	3.126062
12.000000	144.000000	3.098394
12.100000	146.410000	3.071583
12.200000	148.840000	3.045551
12.300000	151.290000	3.020230
12.400000	153.760000	2.995557
12.500000	156.250000	2.971475
12.600000	158.760000	2.947929
12.700000	161.290000	2.924873
12.800000	163.840000	2.902261
12.900000	166.410000	2.880049
13.000000	169.000000	2.858196
13.100000	171.610000	2.836661
13.200000	174.240000	2.815401
13.300000	176.890000	2.794376
13.400000	179.560000	2.773540
13.500000	182.250000	2.752849
13.600000	184.960000	2.732255
13.700000	187.690000	2.711708
13.800000	190.440000	2.691157
13.900000	193.210000	2.670549
14.000000	196.000000	2.649830
14.100000	198.810000	2.628946
14.200000	201.640000	2.607844
14.300000	204.490000	2.586469
14.400000	207.360000	2.564773
14.500000	210.250000	2.542707
14.600000	213.160000	2.520230
14.700000	216.090000	2.497305
14.800000	219.040000	2.473901
