# alpha	alpha^2	B*sin(alpha)
0.000000	0.000000	0.000000
0.100000	0.010000	0.030779
0.200000	0.040000	0.061521
0.300000	0.090000	0.092191
0.400000	0.160000	0.122753
0.500000	0.250000	0.153170
0.600000	0.360000	0.183407
0.700000	0.490000	0.213430
0.800000	0.640000	0.243202
0.900000	0.810000	0.272690
1.000000	1.000000	0.301860
1.100000	1.210000	0.330678
1.200000	1.440000	0.359111
1.300000	1.690000	0.387127
1.400000	1.960000	0.414696
1.500000	2.250000	0.441785
1.600000	2.560000	0.468367
1.700000	2.890000	0.494411
1.800000	3.240000	0.519889
1.900000	3.610000	0.544775
2.000000	4.000000	0.569043
2.100000	4.410000	0.592668
2.200000	4.840000	0.615626
2.300000	5.290000	0.637895
2.400000	5.760000	0.659453
2.500000	6.250000	0.680279
2.600000	6.760000	0.700356
2.700000	7.290000	0.719664
2.800000	7.840000	0.738189
2.900000	8.410000	0.755915
3.000000	9.000000	0.772828
3.100000	9.610000	0.788916
3.200000	10.240000	0.804169
3.300000	10.890000	0.818576
3.400000	11.560000	0.832130
3.500000	12.250000	0.844824
3.600000	12.960000	0.856653
3.700000	13.690000	0.867613
3.800000	14.440000	0.877703
3.900000	15.210000	0.886921
4.000000	16.000000	0.895267
4.100000	16.810000	0.902745
4.200000	17.640000	0.909357
4.300000	18.490000	0.915109
4.400000	19.360000	0.920007
4.500000	20.250000	0.924057
4.600000	21.160000	0.927271
4.700000	22.090000	0.929657
4.800000	23.040000	0.931227
4.900000	24.010000	0.931995
5.000000	25.000000	0.931975
5.100000	26.010000	0.931181
5.200000	27.040000	0.929632
5.300000	28.090000	0.927344
5.400000	29.160000	0.924336
5.500000	30.250000	0.920629
5.600000	31.360000	0.916243
5.700000	32.490000	0.911200
5.800000	33.640000	0.905524
5.900000	34.810000	0.899237
6.000000	36.000000	0.892365
6.100000	37.210000	0.884933
6.200000	38.440000	0.876967
6.300000	39.690000	0.868494
6.400000	40.960000	0.859541
6.500000	42.250000	0.850137
6.600000	43.560000	0.840310
6.700000	44.890000	0.830088
6.800000	46.240000	0.819502
6.900000	47.610000	0.808581
7.000000	49.000000	0.797355
7.100000	50.410000	0.785855
7.200000	51.840000	0.774110
7.300000	53.290000	0.762151
7.400000	54.760000	0.750009
7.500000	56.250000	0.737715
7.600000	57.760000	0.725298
7.700000	59.290000	0.712789
7.800000	60.840000	0.700219
7.900000	62.410000	0.687617
8.000000	64.000000	0.675013
8.100000	65.610000	0.662436
8.200000	67.240000	0.649916
8.300000	68.890000	0.637479
8.400000	70.560000	0.625155
8.500000	72.250000	0.612970
8.600000	73.960000	0.600951
8.700000	75.690000	0.589125
8.800000	77.440000	0.577516
8.900000	79.210000	0.566150
9.000000	81.000000	0.555049
9.100000	82.810000	0.544236
9.200000	84.640000	0.533735
9.300000	86.490000	0.523565
9.400000	88.360000	0.513748
9.500000	90.250000	0.504301
9.600000	92.160000	0.495244
9.700000	94.090000	0.486593
9.800000	96.040000	0.478365
9.900000	98.010000	0.470573
10.000000	100.000000	0.463233
10.100000	102.010000	0.456357
10.200000	104.040000	0.449956
10.300000	106.090000	0.444040
10.400000	108.160000	0.438619
10.500000	110.250000	0.433701
10.600000	112.360000	0.429292
10.700000	114.490000	0.425398
10.800000	116.640000	0.422023
10.900000	118.810000	0.419171
11.000000	121.000000	0.416842
11.100000	123.210000	0.415039
11.200000	125.440000	0.413760
11.300000	127.690000	0.413004
11.400000	129.960000	0.412768
11.500000	132.250000	0.413047
11.600000	134.560000	0.413838
11.700000	136.890000	0.415132
11.800000	139.240000	0.416924
11.900000	141.610000	0.419205
12.000000	144.000000	0.421965
12.100000	146.410000	0.425193
12.200000	148.840000	0.428879
12.300000	151.290000	0.433009
12.400000	153.760000	0.437571
12.500000	156.250000	0.442549
12.600000	158.760000	0.447930
12.700000	161.290000	0.453696
12.800000	163.840000	0.459832
12.900000	166.410000	0.466320
13.000000	169.000000	0.473141
13.100000	171.610000	0.480277
13.200000	174.240000	0.487709
13.300000	176.890000	0.495416
13.400000	179.560000	0.503379
13.500000	182.250000	0.511575
13.600000	184.960000	0.519985
13.700000	187.690000	0.528585
13.800000	190.440000	0.537355
13.900000	193.210000	0.546272
14.000000	196.000000	0.555314
14.100000	198.810000	0.564457
14.200000	201.640000	0.573680
14.300000	204.490000	0.582959
14.400000	207.360000	0.592272
14.500000	210.250000	0.601595
14.600000	213.160000	0.610907
14.700000	216.090000	0.620185
14.800000	219.040000	0.629407
14.900000	222.010000	0.638550
15.000000	225.000000	0.647592
15.100000	228.010000	0.656513
15.200000	231.040000	0.665292
15.300000	234.090000	0.673906
15.400000	237.160000	0.682338
15.500000	240.250000	0.690566
15.600000	243.360000	0.698572
15.700000	246.490000	0.706337
15.800000	249.640000	0.713844
15.900000	252.810000	0.721075
16.000000	256.000000	0.728014
16.100000	259.210000	0.734645
16.200000	262.440000	0.740953
16.300000	265.690000	0.746923
16.400000	268.960000	0.752544
16.500000	272.250000	0.757801
16.600000	275.560000	0.762684
16.700000	278.890000	0.767182
16.800000	282.240000	0.771285
16.900000	285.610000	0.774983
