25 21       262.9652910846991700   
    0   1.0000000000000000
    1    .8592630160333329
    2    .7401955378157686
    3    .6440131911331294
    4    .5922142759123629
    5    .5397581513454585
    6    .4929698240446061
    7    .4441374289361807
    8    .4072930687138539
    9    .3697528198413784
   10    .3396085161895533
   11    .3087463107765671
   12    .2850416101746484
   13    .2594062016391125
   14    .2391175265017941
   15    .2178734234078969
   16    .2022072509250818
   17    .1847899683425959
   18    .1715593990846763
   19    .1566962962095398
   20    .1460112676597913
   21    .1334832610268214
   22    .1249279012974474
   23    .1145294449672068
   24    .1077098306411720
   25    .0985804994238202
   26    .0929254108332304
   27    .0846549996779385
   28    .0802352321436720
   29    .0728821921186898
   30    .0691509827555058
   31    .0624729605667102
   32    .0600233766421907
   33    .0532931490141983
   34    .0515711504911854
   35    .0450686151200271
   36    .0439662322930651
   37    .0368439178227987
   38    .0378371204188282
   39    .0293067713176360
   40    .0333003587516052
   41    .0207040530478033
   42    .0342245659552509
