 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    1  27424.5063      4.7802    2.473033E+03
    2    270.3989     10.7088    4.063917E+01
    3   1646.6247     15.9132    3.464675E+02
    4     59.1964     20.9643    1.601429E+01
    5    350.0843     25.9783    1.157538E+02
    6     29.8222     31.0021    1.165341E+01
    7    144.3535     36.0633    6.508613E+01
    8     23.6461     41.1823    1.208310E+01
    9     81.1699     46.3778    4.635734E+01
   10     18.8065     51.6683    1.187127E+01
   11     53.0017     57.0739    3.664271E+01
   12     15.2924     62.6172    1.149173E+01
   13     39.5014     68.3251    3.205872E+01
   14     13.5980     74.2299    1.185340E+01
   15     32.2309     80.3721    3.003337E+01
   16     12.1469     86.8041    1.204895E+01
   17     29.1360     93.5958    3.065264E+01
   18     12.0246    100.8451    1.337341E+01
   19     28.1751    108.6968    3.302935E+01
   20     12.9194    117.3828    1.592194E+01
   21     29.4663    127.3207    3.808588E+01
   22     13.7280    139.4278    1.856905E+01
   23     44.0083    156.9065    6.217307E+01
