#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 3 62.140520 47.434772 2250.057607 61.402263 41.643080 1734.146088 0.738257 5.79169 515.912
2 4 49.285757 43.856134 1923.360460 49.236069 40.415547 1633.416476 0.049688 3.44059 289.944
3 5 40.667563 40.078167 1606.259484 40.836967 37.803479 1429.103044 -0.169404 2.27469 177.156
4 6 34.499618 36.726082 1348.805075 34.744359 35.107286 1232.521530 -0.244741 1.6188 116.284
5 7 29.917676 33.880152 1147.864721 30.183489 32.664040 1066.939477 -0.265813 1.21611 80.9252
6 8 26.475549 31.619336 999.782402 26.738652 30.663131 940.227591 -0.263103 0.956205 59.5548
7 9 23.788290 29.759742 885.642224 24.040481 28.983080 840.018946 -0.252191 0.776662 45.6233
8 10 21.740650 28.451921 809.511821 21.976673 27.797758 772.715339 -0.236023 0.654163 36.7965
9 11 20.058326 27.327987 746.818895 20.279159 26.768318 716.542833 -0.220833 0.559669 30.2761
10 12 18.721671 26.538922 704.314394 18.927072 26.048273 678.512542 -0.205401 0.490649 25.8019
11 13 17.614210 25.916585 671.669387 17.805483 25.480992 649.280959 -0.191273 0.435593 22.3884
12 14 16.607658 25.215835 635.838357 16.787411 24.829625 616.510284 -0.179753 0.38621 19.3281
13 15 15.787211 24.755355 612.827580 15.955459 24.405276 595.617482 -0.168248 0.350079 17.2101
14 16 15.048862 24.285982 589.808929 15.207283 23.968678 574.497540 -0.158421 0.317304 15.3114
15 17 14.320352 23.637348 558.724223 14.470827 23.352641 545.345822 -0.150475 0.284707 13.3784
16 18 13.690410 23.119697 534.520389 13.833028 22.859610 522.561774 -0.142618 0.260087 11.9586
17 19 13.113635 22.610338 511.227382 13.249364 22.372555 500.531228 -0.135729 0.237783 10.6962
18 20 12.396829 21.492057 461.908521 12.528636 21.286814 453.128432 -0.131807 0.205243 8.78009
19 21 11.710145 20.325735 413.135504 11.837849 20.146553 405.883582 -0.127704 0.179182 7.25192
20 22 11.157850 19.513569 380.779389 11.280089 19.348816 374.376687 -0.122239 0.164753 6.4027
21 23 10.666844 18.825816 354.411352 10.784064 18.673560 348.701846 -0.11722 0.152256 5.70951
22 24 10.198332 18.050349 325.815102 10.310962 17.912325 320.851404 -0.11263 0.138024 4.9637
23 25 9.706929 17.121195 293.135322 9.816019 16.998636 288.953635 -0.10909 0.122559 4.18169
24 26 9.298454 16.234728 263.566390 9.403149 16.123976 259.982608 -0.104695 0.110752 3.58378
25 27 8.890221 15.539077 241.462926 8.991005 15.435723 238.261551 -0.100784 0.103354 3.20138
26 28 8.546759 14.659463 214.899854 8.643446 14.568582 212.243595 -0.096687 0.090881 2.65626
27 29 8.136855 13.617440 185.434662 8.230117 13.538646 183.294928 -0.093262 0.078794 2.13973
28 30 7.904609 12.788987 163.558201 7.994177 12.717069 161.723842 -0.089568 0.071918 1.83436
29 31 7.606296 12.025663 144.616569 7.692109 11.958323 143.001482 -0.085813 0.06734 1.61509
30 32 7.416076 11.524670 132.818020 7.499293 11.460772 131.349300 -0.083217 0.063898 1.46872
31 33 7.192005 10.960766 120.138393 7.271443 10.899374 118.796362 -0.079438 0.061392 1.34203
32 34 7.032300 10.607505 112.519161 7.109187 10.548812 111.277438 -0.076887 0.058693 1.24172
33 35 6.871054 10.208777 104.219130 6.944787 10.151247 103.047822 -0.073733 0.05753 1.17131
34 36 6.832172 10.055307 101.109200 6.903285 10.000198 100.003957 -0.071113 0.055109 1.10524
35 37 6.756500 9.786715 95.779794 6.824121 9.733596 94.742885 -0.067621 0.053119 1.03691
36 38 6.670370 9.673517 93.576929 6.735862 9.622220 92.587124 -0.065492 0.051297 0.989805
37 39 6.591659 9.414013 88.623631 6.654273 9.363717 87.679189 -0.062614 0.050296 0.944442
38 40 6.507108 9.228693 85.168782 6.567275 9.181698 84.303573 -0.060167 0.046995 0.865209
39 41 6.458091 9.098271 82.778542 6.515439 9.052887 81.954766 -0.057348 0.045384 0.823776
40 42 6.709664 9.425677 88.843391 6.764327 9.382112 88.024032 -0.054663 0.043565 0.819359
41 43 6.558573 9.223363 85.070430 6.611899 9.182121 84.311349 -0.053326 0.041242 0.759081
42 44 6.347726 8.986388 80.755161 6.398675 8.947912 80.065134 -0.050949 0.038476 0.690027
43 45 6.652611 9.284840 86.208254 6.700061 9.247157 85.509911 -0.04745 0.037683 0.698343
44 46 6.865887 9.413885 88.621236 6.910349 9.378813 87.962130 -0.044462 0.035072 0.659106
45 47 7.030720 9.395717 88.279494 7.071366 9.362787 87.661779 -0.040646 0.03293 0.617715
46 48 7.085441 9.701765 94.124244 7.125020 9.669476 93.498759 -0.039579 0.032289 0.625485
47 49 7.987347 10.369053 107.517265 8.024259 10.336547 106.844201 -0.036912 0.032506 0.673064
48 50 7.767500 9.806014 96.157902 7.802100 9.784740 95.741133 -0.0346 0.021274 0.416769
