#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 38 87.419059 51.803078 2683.558875 87.405088 44.969282 2022.236334 0.013971 6.8338 661.323
2 39 84.525156 51.920465 2695.734654 84.636450 47.195233 2227.389978 -0.111294 4.72523 468.345
3 40 77.954808 50.781377 2578.748218 78.301295 47.243835 2231.979938 -0.346487 3.53754 346.768
4 41 71.827292 48.184236 2321.720589 72.317952 45.438516 2064.658748 -0.49066 2.74572 257.062
5 42 64.359180 44.859731 2012.395478 64.980482 42.651864 1819.181505 -0.621302 2.20787 193.214
6 43 57.142140 42.013710 1765.151866 57.844146 40.140893 1611.291331 -0.702006 1.87282 153.861
7 44 48.805112 37.371759 1396.648338 49.614146 35.757097 1278.569979 -0.809034 1.61466 118.078
8 45 47.473713 36.687188 1345.949761 48.231412 35.267970 1243.829732 -0.757699 1.41922 102.12
9 46 44.403046 34.089798 1162.114353 45.143066 32.825237 1077.496211 -0.74002 1.26456 84.6181
10 47 36.534237 27.728631 768.876993 37.352104 26.506951 702.618446 -0.817867 1.22168 66.2585
11 48 34.653392 25.036069 626.804769 35.416970 23.893425 570.895774 -0.763578 1.14264 55.909
12 49 28.712608 20.139777 405.610622 29.519322 18.913444 357.718364 -0.806714 1.22633 47.8923
13 50 27.346340 19.122743 365.679295 28.115841 17.942406 321.929925 -0.769501 1.18034 43.7494
