#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 17 84.701672 51.690238 2671.880683 84.649507 44.891736 2015.267966 0.052165 6.7985 656.613
2 18 80.611860 51.706418 2673.553666 80.722380 47.033860 2212.183988 -0.11052 4.67256 461.37
3 19 77.946806 51.712080 2674.139251 78.088572 48.184726 2321.767782 -0.141766 3.52735 352.371
4 20 75.492751 51.544289 2656.813709 75.651511 48.726418 2374.263823 -0.15876 2.81787 282.55
5 21 72.848803 51.138561 2615.152374 73.029404 48.809912 2382.407552 -0.180601 2.32865 232.745
6 22 71.007275 51.061111 2607.237061 71.179880 49.069744 2407.839789 -0.172605 1.99137 199.397
7 23 69.041032 50.773673 2577.965830 69.216009 49.046656 2405.574446 -0.174977 1.72702 172.391
8 24 66.512310 50.076895 2507.695370 66.705405 48.570811 2359.123674 -0.193095 1.50608 148.572
9 25 64.595626 49.704835 2470.570627 64.787511 48.360505 2338.738408 -0.191885 1.34433 131.832
10 26 62.574575 49.137457 2414.489691 62.771025 47.934798 2297.744822 -0.19645 1.20266 116.745
11 27 58.941202 47.192003 2227.085133 59.179010 46.152575 2130.060146 -0.237808 1.03943 97.025
12 28 55.263530 45.236168 2046.310936 55.527863 44.319340 1964.203927 -0.264333 0.916828 82.107
13 29 52.918258 44.160923 1950.187133 53.181926 43.320315 1876.649703 -0.263668 0.840608 73.5374
14 30 50.263431 43.123204 1859.610750 50.531000 42.350817 1793.591677 -0.267569 0.772387 66.0191
15 31 48.269679 41.806729 1747.802624 48.537234 41.105477 1689.660222 -0.267555 0.701252 58.1424
16 32 44.021838 39.264828 1541.726732 44.309224 38.647533 1493.631772 -0.287386 0.617295 48.095
17 33 41.883383 37.797734 1428.668661 42.179894 37.221956 1385.474038 -0.296511 0.575778 43.1946
18 34 38.843707 35.713617 1275.462445 39.128720 35.195414 1238.717199 -0.285013 0.518203 36.7452
19 35 36.292684 33.561891 1126.400546 36.595571 33.088909 1094.875928 -0.302887 0.472982 31.5246
20 36 33.423723 29.886206 893.185310 33.710687 29.488172 869.552287 -0.286964 0.398034 23.633
21 37 30.854901 27.571143 760.167939 31.150266 27.193507 739.486848 -0.295365 0.377636 20.6811
22 38 30.212188 25.373051 643.791727 30.467271 25.040390 627.021128 -0.255083 0.332661 16.7706
23 39 28.190434 23.826350 567.694954 28.448491 23.500060 552.252839 -0.258057 0.32629 15.4421
24 40 27.219157 22.268193 495.872427 27.461274 21.955956 482.064002 -0.242117 0.312237 13.8084
25 41 25.706733 20.673438 427.391047 25.937139 20.375772 415.172071 -0.230406 0.297666 12.219
26 42 25.655730 20.048285 401.933717 25.872260 19.758928 390.415224 -0.21653 0.289357 11.5185
27 43 24.849942 19.265764 371.169648 25.060244 18.984261 360.402148 -0.210302 0.281503 10.7675
28 44 24.567354 18.773965 352.461776 24.764788 18.506666 342.496701 -0.197434 0.267299 9.96508
29 45 23.635024 18.096410 327.480047 23.838154 17.821571 317.608384 -0.20313 0.274839 9.87166
30 46 22.963864 18.065981 326.379686 23.176599 17.785753 316.332995 -0.212735 0.280228 10.0467
31 47 22.207286 16.767237 281.140241 22.404795 16.498284 272.193378 -0.197509 0.268953 8.94686
32 48 21.235222 16.700833 278.917824 21.435160 16.440587 270.292913 -0.199938 0.260246 8.62491
33 49 22.373346 16.130053 260.178610 22.548647 15.881001 252.206195 -0.175301 0.249052 7.97241
34 50 22.023177 15.763150 248.476883 22.186802 15.527463 241.102108 -0.163625 0.235687 7.37477
