#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 39 85.382570 51.677202 2670.533208 85.487889 44.846909 2011.245207 -0.105319 6.83029 659.288
2 40 81.781089 51.879540 2691.486684 82.038183 47.155871 2223.676188 -0.257094 4.72367 467.81
3 41 79.417105 51.436670 2645.731059 79.702094 47.870300 2291.565648 -0.284989 3.56637 354.165
4 42 73.378072 50.148065 2514.828374 73.817569 47.321739 2239.347022 -0.439497 2.82633 275.481
5 43 69.448091 47.710694 2276.310367 69.923846 45.436935 2064.515051 -0.475755 2.27376 211.795
6 44 61.543397 45.324187 2054.281971 62.144041 43.386196 1882.362004 -0.600644 1.93799 171.92
7 45 60.147836 45.393670 2060.585250 60.708915 43.705654 1910.184230 -0.561079 1.68802 150.401
8 46 50.915913 39.274759 1542.506703 51.609396 37.871292 1434.234736 -0.693483 1.40347 108.272
9 47 45.903103 35.135050 1234.471705 46.639114 33.891538 1148.636317 -0.736011 1.24351 85.8354
10 48 45.007993 31.915254 1018.583445 45.663351 30.830328 950.509129 -0.655358 1.08493 68.0743
11 49 35.086088 24.962181 623.110460 35.835269 23.823186 567.544186 -0.749181 1.139 55.5663
12 50 34.470908 23.769953 565.010668 35.162666 22.717490 516.084348 -0.691758 1.05246 48.9263
