#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 26 85.871128 51.736894 2676.706194 85.874305 44.915107 2017.366850 -0.003177 6.82179 659.339
2 27 82.411575 51.807630 2684.030516 82.554244 47.101015 2218.505582 -0.142669 4.70662 465.525
3 28 79.699247 51.662576 2669.021708 79.889450 48.105412 2314.130626 -0.190203 3.55716 354.891
4 29 76.994361 51.315451 2633.275473 77.215779 48.473485 2349.678708 -0.221418 2.84197 283.597
5 30 74.180733 50.875762 2588.343205 74.430973 48.520062 2354.196452 -0.25024 2.3557 234.147
6 31 71.888317 50.532906 2553.574589 72.143373 48.522912 2354.473004 -0.255056 2.00999 199.102
7 32 69.858256 50.206807 2520.723426 70.110798 48.457710 2348.149612 -0.252542 1.7491 172.574
8 33 67.876092 49.943322 2494.335394 68.129657 48.394879 2342.064289 -0.253565 1.54844 152.271
9 34 64.157420 48.724257 2374.053204 64.455816 47.367189 2243.650616 -0.298396 1.35707 130.403
10 35 59.802784 45.987735 2114.871737 60.153206 44.831568 2009.869480 -0.350422 1.15617 105.002
11 36 54.580828 42.712295 1824.340124 54.975584 41.714000 1740.057811 -0.394756 0.998295 84.2823
12 37 50.543983 40.026616 1602.130023 50.955262 39.133982 1531.468584 -0.411279 0.892634 70.6614
13 38 45.566135 36.551374 1336.002939 46.003595 35.756927 1278.557853 -0.43746 0.794447 57.4451
14 39 43.108740 33.971084 1154.034538 43.537426 33.249261 1105.513340 -0.428686 0.721823 48.5212
15 40 39.502591 30.936393 957.060410 39.930022 30.268210 916.164560 -0.427431 0.668183 40.8958
16 41 35.277673 28.526592 813.766445 35.748389 27.870049 776.739608 -0.470716 0.656543 37.0268
17 42 33.914892 26.329653 693.250627 34.352453 25.718879 661.460724 -0.437561 0.610774 31.7899
18 43 31.400538 24.034505 577.657422 31.825166 23.443309 549.588725 -0.424628 0.591196 28.0687
19 44 30.351127 22.296751 497.145086 30.747587 21.733493 472.344720 -0.39646 0.563258 24.8004
20 45 27.937092 20.296652 411.954097 28.322159 19.746673 389.931091 -0.385067 0.549979 22.023
21 46 27.098303 19.681246 387.351434 27.470201 19.151807 366.791708 -0.371898 0.529439 20.5597
22 47 27.058511 19.294184 372.265517 27.414746 18.779566 352.672091 -0.356235 0.514618 19.5934
23 48 27.197266 19.224011 369.562593 27.532282 18.735041 351.001775 -0.335016 0.48897 18.5608
24 49 25.711305 17.182461 295.236973 26.017250 16.712610 279.311337 -0.305945 0.469851 15.9256
25 50 24.681871 16.620904 276.254437 24.990217 16.153278 260.928382 -0.308346 0.467626 15.3261
