#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 15 82.631893 51.500820 2652.334465 82.649569 44.721194 1999.985203 -0.017676 6.77963 652.349
2 16 78.489058 51.673988 2670.201019 78.660848 47.019967 2210.877313 -0.17179 4.65402 459.324
3 17 74.738298 51.285511 2630.203638 74.974398 47.792598 2284.132400 -0.2361 3.49291 346.071
4 18 72.132681 51.184129 2619.815010 72.369243 48.392335 2341.818043 -0.236562 2.79179 277.997
5 19 69.812959 50.985504 2599.521617 70.045836 48.670607 2368.827975 -0.232877 2.3149 230.694
6 20 67.317272 50.518133 2552.081798 67.556522 48.556780 2357.760872 -0.23925 1.96135 194.321
7 21 65.524756 50.385827 2538.731599 65.749984 48.676321 2369.384229 -0.225228 1.70951 169.347
8 22 63.689612 50.065533 2506.557589 63.909970 48.561670 2358.235835 -0.220358 1.50386 148.322
9 23 61.381191 49.320826 2432.543922 61.610221 47.996111 2303.626668 -0.22903 1.32471 128.917
10 24 59.544480 48.867493 2388.031855 59.768312 47.675756 2272.977730 -0.223832 1.19174 115.054
11 25 57.684428 48.266804 2329.684404 57.907269 47.192925 2227.172165 -0.222841 1.07388 102.512
12 26 54.301650 46.296712 2143.385555 54.557015 45.364133 2057.904519 -0.255365 0.932579 85.481
13 27 51.196728 44.321052 1964.355692 51.467824 43.496485 1891.944197 -0.271096 0.824567 72.4115
14 28 48.771053 43.071372 1855.143053 49.039852 42.315525 1790.603619 -0.268799 0.755847 64.5394
15 29 46.786969 42.069775 1769.866010 47.053576 41.371547 1711.604902 -0.266607 0.698228 58.2611
16 30 43.684785 40.439088 1635.319808 43.961994 39.806918 1584.590716 -0.277209 0.63217 50.7291
17 31 41.679188 38.626561 1492.011189 41.961969 38.058922 1448.481575 -0.282781 0.567639 43.5296
18 32 38.588188 36.316756 1318.906755 38.863379 35.809776 1282.340032 -0.275191 0.50698 36.5667
19 33 36.676798 35.124816 1233.752721 36.958245 34.643143 1200.147328 -0.281447 0.481673 33.6054
20 34 33.568973 32.095797 1030.140162 33.843802 31.680780 1003.671792 -0.274829 0.415017 26.4684
21 35 30.825761 29.452960 867.476828 31.117190 29.077994 845.529722 -0.291429 0.374966 21.9471
22 36 29.549017 26.782137 717.282881 29.810683 26.452235 699.720752 -0.261666 0.329902 17.5621
23 37 27.646502 24.852769 617.660121 27.902151 24.539224 602.173497 -0.255649 0.313545 15.4866
24 38 26.898714 23.180113 537.317661 27.132817 22.888779 523.896182 -0.234103 0.291334 13.4215
25 39 25.275033 21.841226 477.039172 25.506039 21.558846 464.783824 -0.231006 0.28238 12.2553
26 40 24.784064 20.696432 428.342311 25.002427 20.425015 417.181235 -0.218363 0.271417 11.1611
27 41 23.675524 19.347635 374.330995 23.876527 19.087751 364.342227 -0.201003 0.259884 9.98877
28 42 23.379130 18.971941 359.934556 23.574018 18.723395 350.565512 -0.194888 0.248546 9.36904
29 43 22.778198 18.260874 333.459503 22.966637 18.015724 324.566320 -0.188439 0.24515 8.89318
30 44 22.660989 17.683051 312.690294 22.836026 17.451813 304.565769 -0.175037 0.231238 8.12453
31 45 21.867140 17.182719 295.245843 22.047491 16.943913 287.096201 -0.180351 0.238806 8.14964
32 46 20.949350 17.248911 297.524937 21.144124 17.005824 289.198054 -0.194774 0.243087 8.32688
33 47 20.550735 15.999166 255.973325 20.729072 15.764611 248.522965 -0.178337 0.234555 7.45036
34 48 19.480012 15.728306 247.379600 19.662598 15.496798 240.150743 -0.182586 0.231508 7.22886
35 49 20.893523 15.571601 242.474755 21.049910 15.354915 235.773415 -0.156387 0.216686 6.70134
36 50 20.401856 15.304356 234.223316 20.555874 15.093236 227.805783 -0.154018 0.21112 6.41753
