#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 2 71.726193 52.178489 2722.594751 69.290718 46.895686 2199.205354 2.43547 5.2828 523.389
2 3 66.179725 52.644645 2771.458680 64.598542 49.175378 2418.217770 1.58118 3.46927 353.241
3 4 63.170443 52.727454 2780.184354 62.004167 50.176655 2517.696744 1.16628 2.5508 262.488
4 5 60.618933 52.428888 2748.788324 59.714512 50.440024 2544.195975 0.904421 1.98886 204.592
5 6 58.121853 51.859597 2689.417829 57.402185 50.255826 2525.648078 0.719668 1.60377 163.77
6 7 55.635328 51.113295 2612.568900 55.052504 49.790715 2479.115341 0.582824 1.32258 133.454
7 8 53.034374 50.133871 2513.405032 52.559405 49.030536 2403.993486 0.474969 1.10334 109.412
8 9 50.514944 49.096269 2410.443641 50.122747 48.162758 2319.651248 0.392197 0.933511 90.7924
9 10 48.038462 47.960702 2300.228969 47.712449 47.164649 2224.504080 0.326013 0.796053 75.7249
10 11 45.683617 46.805055 2190.713133 45.409745 46.119661 2127.023130 0.273872 0.685394 63.69
11 12 43.428814 45.607117 2080.009129 43.197417 45.013599 2026.224098 0.231397 0.593518 53.785
12 13 41.303890 44.410498 1972.292342 41.106546 43.892849 1926.582215 0.197344 0.517649 45.7101
13 14 39.339473 43.260189 1871.443955 39.169428 42.804672 1832.239960 0.170045 0.455517 39.204
14 15 37.439307 42.041743 1767.508164 37.292862 41.641656 1734.027545 0.146445 0.400087 33.4806
15 16 35.766066 40.994888 1680.580833 35.637333 40.636843 1651.353042 0.128733 0.358045 29.2278
16 17 34.187669 39.946135 1595.693670 34.074292 39.625804 1570.204369 0.113377 0.320331 25.4893
17 18 32.673576 38.859143 1510.032999 32.573655 38.573155 1487.888280 0.099921 0.285988 22.1447
18 19 31.327187 37.911953 1437.316188 31.237794 37.652521 1417.712309 0.089393 0.259432 19.6039
19 20 30.110202 37.067273 1373.982693 30.029089 36.829403 1356.404958 0.081113 0.23787 17.5777
20 21 28.999303 36.290587 1317.006714 28.925156 36.071259 1301.135720 0.074147 0.219328 15.871
21 22 27.776406 35.200608 1239.082770 27.711265 35.007159 1225.501164 0.065141 0.193449 13.5816
22 23 26.131073 33.200714 1102.287443 26.079016 33.050886 1092.361073 0.052057 0.149828 9.92637
23 24 24.373160 30.809967 949.254093 24.332378 30.701172 942.561959 0.040782 0.108795 6.69213
24 25 22.881496 28.800061 829.443501 22.847464 28.715051 824.554158 0.034032 0.08501 4.88934
25 26 21.504193 26.870284 722.012160 21.475217 26.805161 718.516642 0.028976 0.065123 3.49552
26 27 20.232518 24.984990 624.249721 20.207721 24.937588 621.883306 0.024797 0.047402 2.36642
27 28 19.151025 23.373312 546.311714 19.128836 23.336202 544.578331 0.022189 0.03711 1.73338
28 29 18.176130 21.898076 479.525724 18.155964 21.870075 478.300191 0.020166 0.028001 1.22553
29 30 17.290349 20.545957 422.136333 17.271867 20.525809 421.308844 0.018482 0.020148 0.827489
30 31 16.482213 19.386369 375.831316 16.464825 19.370357 375.210718 0.017388 0.016012 0.620598
31 32 15.833775 18.388935 338.152923 15.816919 18.374301 337.614944 0.016856 0.014634 0.537979
32 33 15.236277 17.482846 305.649896 15.220167 17.470165 305.206657 0.01611 0.012681 0.443239
33 34 14.707982 16.705849 279.085407 14.692553 16.694330 278.700649 0.015429 0.011519 0.384758
34 35 14.199774 16.011500 256.368139 14.184334 15.999754 255.992122 0.01544 0.011746 0.376017
35 36 13.755695 15.428230 238.030293 13.740833 15.417637 237.703542 0.014862 0.010593 0.326751
36 37 13.288731 14.812423 219.407863 13.274373 14.802934 219.126865 0.014358 0.009489 0.280998
37 38 12.943294 14.287715 204.138806 12.929568 14.280133 203.922205 0.013726 0.007582 0.216601
38 39 12.792048 13.838132 191.493887 12.778350 13.831271 191.304054 0.013698 0.006861 0.189833
39 40 12.626304 13.412388 179.892139 12.612834 13.406119 179.724021 0.01347 0.006269 0.168118
40 41 12.204948 12.902420 166.472448 12.191566 12.897162 166.336798 0.013382 0.005258 0.13565
41 42 11.906647 12.526382 156.910254 11.893440 12.522803 156.820588 0.013207 0.003579 0.089666
42 43 11.859984 12.264282 150.412614 11.847138 12.261916 150.354594 0.012846 0.002366 0.05802
43 44 11.789608 12.030130 144.724030 11.776864 12.028869 144.693679 0.012744 0.001261 0.030351
44 45 11.601738 11.667520 136.131024 11.589291 11.668240 136.147835 0.012447 -0.00072 -0.016811
45 46 11.546529 11.511880 132.523384 11.534473 11.514255 132.578073 0.012056 -0.002375 -0.054689
46 47 12.169817 11.660563 135.968723 12.157262 11.686714 136.579294 0.012555 -0.026151 -0.610571
47 48 13.066663 11.910417 141.858041 13.054579 11.908362 141.809094 0.012084 0.002055 0.048947
48 49 13.648552 11.748873 138.036023 13.635874 11.778817 138.740530 0.012678 -0.029944 -0.704507
49 50 14.394728 12.761805 162.863673 14.383350 12.762165 162.872854 0.011378 -0.00036 -0.009181
