#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 41 86.348343 51.743942 2677.435583 86.406518 44.911420 2017.035651 -0.058175 6.83252 660.4
2 42 81.835515 51.757363 2678.824646 82.096009 47.037882 2212.562353 -0.260494 4.71948 466.262
3 43 77.196216 50.098726 2509.882318 77.591518 46.587169 2170.364319 -0.395302 3.51156 339.518
4 44 67.604930 46.964566 2205.670500 68.249344 44.224794 1955.832369 -0.644414 2.73977 249.838
5 45 67.741884 48.681816 2369.919229 68.260672 46.335753 2147.002002 -0.518788 2.34606 222.917
6 46 58.886215 45.503584 2070.576158 59.579669 43.543020 1895.994634 -0.693454 1.96056 174.582
7 47 53.600150 40.564812 1645.503933 54.359615 38.964642 1518.243322 -0.759465 1.60017 127.261
8 48 49.984489 35.761555 1278.888828 50.707016 34.400381 1183.386219 -0.722527 1.36117 95.5026
9 49 37.055270 27.612407 762.444997 37.959459 26.231048 688.067855 -0.904189 1.38136 74.3771
10 50 36.182749 25.640144 657.416973 37.004133 24.391750 594.957471 -0.821384 1.24839 62.4595
