#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 30 86.632769 51.774427 2680.591260 86.622008 44.946732 2020.208678 0.010761 6.8277 660.383
2 31 83.577110 51.867618 2690.249821 83.691936 47.152235 2223.333303 -0.114826 4.71538 466.917
3 32 80.475180 51.580460 2660.543808 80.663810 48.020888 2306.005670 -0.18863 3.55957 354.538
4 33 78.220209 51.389530 2640.883797 78.426908 48.537772 2355.915308 -0.206699 2.85176 284.968
5 34 76.218976 51.217041 2623.185271 76.430411 48.842159 2385.556497 -0.211435 2.37488 237.629
6 35 74.214665 50.967793 2597.715899 74.432785 48.939384 2395.063262 -0.21812 2.02841 202.653
7 36 69.986409 49.741668 2474.233549 70.271212 48.008498 2304.815852 -0.284803 1.73317 169.418
8 37 64.253030 46.873432 2197.118654 64.633081 45.418831 2062.870167 -0.380051 1.4546 134.248
9 38 57.628028 43.529876 1894.850114 58.088396 42.279424 1787.549673 -0.460368 1.25045 107.3
10 39 53.995228 41.018970 1682.555875 54.457719 39.916808 1593.351558 -0.462491 1.10216 89.2043
11 40 48.484293 37.239260 1386.762514 48.980083 36.271834 1315.645957 -0.49579 0.967426 71.1166
12 41 45.482095 34.598596 1197.062844 45.976474 33.725912 1137.437144 -0.494379 0.872684 59.6257
13 42 41.971512 31.735809 1007.161573 42.462072 30.929014 956.603918 -0.49056 0.806795 50.5577
14 43 36.895762 28.682152 822.665844 37.438113 27.892054 777.966684 -0.542351 0.790098 44.6992
15 44 34.320238 25.445255 647.461025 34.837322 24.692611 609.725042 -0.517084 0.752644 37.736
16 45 30.481794 23.160417 536.404918 31.014764 22.418655 502.596109 -0.53297 0.741762 33.8088
17 46 29.756404 22.356175 499.798570 30.260953 21.652215 468.818405 -0.504549 0.70396 30.9802
18 47 29.862262 21.051836 443.179787 30.314695 20.386818 415.622348 -0.452433 0.665018 27.5574
19 48 29.770146 20.582743 423.649293 30.191623 19.952988 398.121729 -0.421477 0.629755 25.5276
20 49 27.202135 18.004928 324.177426 27.608261 17.367240 301.621033 -0.406126 0.637688 22.5564
21 50 26.095829 17.364856 301.538226 26.494399 16.742600 280.314669 -0.39857 0.622256 21.2236
