#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 4 81.542507 52.041655 2708.333872 80.524224 45.637707 2082.800322 1.01828 6.40395 625.534
2 5 77.308466 52.449686 2750.969567 76.561934 48.133418 2316.825945 0.746532 4.31627 434.144
3 6 73.757856 52.276392 2732.821173 73.183905 49.091409 2409.966454 0.573951 3.18498 322.855
4 7 70.416672 51.871496 2690.652100 69.972012 49.388945 2439.267890 0.44466 2.48255 251.384
5 8 67.205858 51.317734 2633.509830 66.861153 49.313352 2431.806680 0.344705 2.00438 201.703
6 9 63.953259 50.548566 2555.157542 63.691785 48.895692 2390.788691 0.261474 1.65287 164.369
7 10 60.859615 49.718477 2471.926964 60.661885 48.329060 2335.698056 0.19773 1.38942 136.229
8 11 57.859040 48.778650 2379.356666 57.712979 47.596151 2265.393573 0.146061 1.1825 113.963
9 12 55.029724 47.802518 2285.080734 54.923788 46.783904 2188.733684 0.105936 1.01861 96.3471
10 13 52.335873 46.764153 2186.885961 52.262507 45.879386 2104.918017 0.073366 0.884767 81.9679
11 14 49.805847 45.708670 2089.282500 49.757887 44.933424 2019.012561 0.04796 0.775246 70.2699
12 15 47.470137 44.681832 1996.466094 47.441702 43.996343 1935.678223 0.028435 0.685489 60.7879
13 16 45.215774 43.565990 1897.995463 45.204408 42.959170 1845.490288 0.011366 0.60682 52.5052
14 17 43.231457 42.613753 1815.931930 43.231120 42.067932 1769.710898 0.000337 0.545821 46.221
15 18 41.356570 41.643118 1734.149312 41.365788 41.151465 1693.443105 -0.009218 0.491653 40.7062
16 19 39.562411 40.618334 1649.849050 39.579951 40.175343 1614.058208 -0.01754 0.442991 35.7908
17 20 37.963627 39.727879 1578.304365 37.986507 39.323511 1546.338493 -0.02288 0.404368 31.9659
18 21 36.519740 38.938809 1516.230880 36.546245 38.566521 1487.376520 -0.026505 0.372288 28.8544
19 22 35.197325 38.206059 1459.702956 35.226467 37.861917 1433.524724 -0.029142 0.344142 26.1782
20 23 33.748308 37.131758 1378.767429 33.782720 36.822166 1355.871886 -0.034412 0.309592 22.8955
21 24 31.777757 35.048078 1228.367763 31.824292 34.792545 1210.521157 -0.046535 0.255533 17.8466
22 25 29.667877 32.534234 1058.476389 29.725181 32.329259 1045.180964 -0.057304 0.204975 13.2954
23 26 27.864696 30.402868 924.334359 27.926018 30.227571 913.706067 -0.061322 0.175297 10.6283
24 27 26.213517 28.373531 805.057289 26.277454 28.223156 796.546550 -0.063937 0.150375 8.51074
25 28 24.626223 26.327845 693.155416 24.692225 26.200526 686.467564 -0.066002 0.127319 6.68785
26 29 23.290316 24.614068 605.852334 23.356581 24.500701 600.284373 -0.066265 0.113367 5.56796
27 30 22.144993 23.022608 530.040461 22.210745 22.922051 525.420434 -0.065752 0.100557 4.62003
28 31 21.066610 21.574567 465.461935 21.131261 21.484642 461.589844 -0.064651 0.089925 3.87209
29 32 20.130818 20.322151 412.989829 20.193651 20.237903 409.572727 -0.062833 0.084248 3.4171
30 33 19.234434 19.219513 369.389691 19.294937 19.138779 366.292872 -0.060503 0.080734 3.09682
31 34 18.551577 18.269481 333.773947 18.610215 18.191935 330.946501 -0.058638 0.077546 2.82745
32 35 17.832142 17.400467 302.776264 17.888751 17.325841 300.184780 -0.056609 0.074626 2.59148
33 36 17.322683 16.708133 279.161707 17.376917 16.635464 276.738666 -0.054234 0.072669 2.42304
34 37 16.684563 16.026037 256.833852 16.736775 15.957108 254.629290 -0.052212 0.068929 2.20456
35 38 16.231329 15.436053 238.271728 16.281721 15.369780 236.230129 -0.050392 0.066273 2.0416
36 39 15.744085 14.785098 218.599109 15.791931 14.722211 216.743489 -0.047846 0.062887 1.85562
37 40 15.632455 14.364895 206.350198 15.676899 14.305006 204.633187 -0.044444 0.059889 1.71701
38 41 15.270950 13.785461 190.038930 15.312197 13.728118 188.461212 -0.041247 0.057343 1.57772
39 42 14.767662 13.319328 177.404507 14.807606 13.265181 175.965024 -0.039944 0.054147 1.43948
40 43 14.473026 12.872404 165.698781 14.509429 12.823189 164.434189 -0.036403 0.049215 1.26459
41 44 14.361598 12.696557 161.202558 14.396348 12.648607 159.987249 -0.03475 0.04795 1.21531
42 45 14.087649 12.167369 148.044868 14.119305 12.124892 147.013011 -0.031656 0.042477 1.03186
43 46 13.666665 11.895652 141.506547 13.697974 11.854514 140.529493 -0.031309 0.041138 0.977054
44 47 13.805768 11.733797 137.681981 13.836113 11.692836 136.722420 -0.030345 0.040961 0.959561
45 48 14.629775 11.850707 140.439258 14.655244 11.813341 139.555022 -0.025469 0.037366 0.884236
46 49 15.525050 11.838356 140.146681 15.540604 11.806007 139.381795 -0.015554 0.032349 0.764886
47 50 15.890193 12.354031 152.622071 15.905674 12.323907 151.878694 -0.015481 0.030124 0.743377
