#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 29 86.821277 51.785556 2681.743762 86.793882 44.957938 2021.216219 0.027395 6.82762 660.528
2 30 83.655432 51.846321 2688.041010 83.758867 47.133025 2221.522037 -0.103435 4.7133 466.519
3 31 81.919476 51.989764 2702.935544 82.037262 48.412917 2343.810495 -0.117786 3.57685 359.125
4 32 78.789608 51.397832 2641.737115 78.971689 48.550631 2357.163728 -0.182081 2.8472 284.573
5 33 73.719674 49.697180 2469.809675 74.016526 47.390720 2245.880334 -0.296852 2.30646 223.929
6 34 69.377950 48.605687 2362.512785 69.730461 46.654081 2176.603303 -0.352511 1.95161 185.909
7 35 66.827418 48.127286 2316.235623 67.172532 46.424414 2155.226220 -0.345114 1.70287 161.009
8 36 62.887454 47.189748 2226.872356 63.261924 45.692959 2087.846494 -0.37447 1.49679 139.026
9 37 60.405956 46.044706 2120.114989 60.786158 44.731312 2000.890299 -0.380202 1.31339 119.225
10 38 53.640124 43.491267 1891.490346 54.109672 42.331521 1791.957635 -0.469548 1.15975 99.5327
11 39 52.576449 42.439427 1801.104940 53.011487 41.388067 1712.972100 -0.435038 1.05136 88.1328
12 40 48.772495 39.645845 1571.793040 49.202629 38.714414 1498.805822 -0.430134 0.931431 72.9872
13 41 45.210344 36.975178 1367.163752 45.669912 36.147723 1306.657904 -0.459568 0.827455 60.5058
14 42 38.774629 31.616028 999.573203 39.273512 30.873017 953.143170 -0.498883 0.743011 46.43
15 43 35.936983 29.595334 875.883820 36.457924 28.880500 834.083293 -0.520941 0.714834 41.8005
16 44 36.867924 27.418460 751.771928 37.300445 26.782327 717.293044 -0.432521 0.636133 34.4789
17 45 33.951946 25.075310 628.771149 34.381112 24.458249 598.205958 -0.429166 0.617061 30.5652
18 46 33.162380 23.402030 547.655010 33.560241 22.812613 520.415334 -0.397861 0.589417 27.2397
19 47 30.255959 21.956996 482.109693 30.671598 21.361476 456.312668 -0.415639 0.59552 25.797
20 48 31.074995 22.701247 515.346635 31.464306 22.140663 490.208959 -0.389311 0.560584 25.1377
21 49 27.704888 19.478674 379.418723 28.091841 18.911357 357.639411 -0.386953 0.567317 21.7793
22 50 26.455415 18.884635 356.629457 26.837435 18.330054 335.990882 -0.38202 0.554581 20.6386
