#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 22 85.457298 51.721092 2675.071345 85.441738 44.906210 2016.567674 0.01556 6.81488 658.504
2 23 81.979437 51.822371 2685.558175 82.100959 47.124351 2220.704497 -0.121522 4.69802 464.854
3 24 78.835873 51.527933 2655.127911 79.020549 47.987521 2302.802165 -0.184676 3.54041 352.326
4 25 75.650804 51.050085 2606.111185 75.880344 48.230428 2326.174230 -0.22954 2.81966 279.937
5 26 72.941763 50.717154 2572.229725 73.187967 48.377486 2340.381142 -0.246204 2.33967 231.849
6 27 70.343782 50.237258 2523.782046 70.602293 48.249712 2328.034693 -0.258511 1.98755 195.747
7 28 67.755079 49.650973 2465.219092 68.024572 47.931705 2297.448352 -0.269493 1.71927 167.771
8 29 65.488857 49.190964 2419.750945 65.759761 47.675662 2272.968771 -0.270904 1.5153 146.782
9 30 63.338099 48.743263 2375.905700 63.607077 47.390880 2245.895554 -0.268978 1.35238 130.01
10 31 61.511239 48.372896 2339.937057 61.775989 47.152018 2223.312802 -0.26475 1.22088 116.624
11 32 58.714934 47.239679 2231.587303 58.997944 46.152122 2130.018407 -0.28301 1.08756 101.569
12 33 54.846283 44.575400 1986.966260 55.167376 43.641211 1904.555273 -0.321093 0.934189 82.411
13 34 50.080551 41.250103 1701.571018 50.436236 40.442616 1635.605192 -0.355685 0.807487 65.9658
14 35 46.573630 38.731418 1500.122762 46.942509 38.001231 1444.093592 -0.368879 0.730187 56.0292
15 36 42.632085 35.685681 1273.467815 43.013321 35.030953 1227.167702 -0.381236 0.654728 46.3001
16 37 40.318705 33.069296 1093.578317 40.693211 32.474261 1054.577613 -0.374506 0.595035 39.0007
17 38 37.213756 30.331468 919.997942 37.582948 29.780622 886.885423 -0.369192 0.550846 33.1125
18 39 33.733504 28.041512 786.326385 34.129031 27.502816 756.404869 -0.395527 0.538696 29.9215
19 40 32.317071 25.600744 655.398095 32.681296 25.103435 630.182448 -0.364225 0.497309 25.2156
20 41 30.214015 23.710509 562.188258 30.568867 23.235921 539.908017 -0.354852 0.474588 22.2802
21 42 29.214880 22.501767 506.329503 29.547927 22.049399 486.175979 -0.333047 0.452368 20.1535
22 43 27.274163 20.934294 438.244653 27.602397 20.487736 419.747312 -0.328234 0.446558 18.4973
23 44 26.787885 20.054394 402.178709 27.096750 19.626050 385.181823 -0.308865 0.428344 16.9969
24 45 25.403925 18.440103 340.037396 25.697269 18.024698 324.889727 -0.293344 0.415405 15.1477
25 46 24.664213 17.813589 317.323961 24.947887 17.409293 303.083494 -0.283674 0.404296 14.2405
26 47 24.264599 17.670868 312.259563 24.550972 17.267856 298.178852 -0.286373 0.403012 14.0807
27 48 24.326887 17.852812 318.722883 24.601517 17.468675 305.154622 -0.27463 0.384137 13.5683
28 49 23.956535 16.222076 263.155748 24.188339 15.871520 251.905146 -0.231804 0.350556 11.2506
29 50 23.115040 15.666158 245.428491 23.345440 15.317535 234.626879 -0.2304 0.348623 10.8016
