#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 5 71.232148 49.753362 2475.397069 71.041258 43.376323 1881.505387 0.19089 6.37704 593.892
2 6 59.891157 47.329781 2240.108173 60.198912 43.254365 1870.940080 -0.307755 4.07542 369.168
3 7 51.586456 44.553350 1985.000975 52.050932 41.698893 1738.797715 -0.464476 2.85446 246.203
4 8 45.263941 41.954941 1760.217102 45.770992 39.822769 1585.852912 -0.507051 2.13217 174.364
5 9 40.457540 39.801583 1584.166008 40.959147 38.128078 1453.750307 -0.501607 1.6735 130.416
6 10 36.660546 37.959653 1440.935267 37.140490 36.599589 1339.529917 -0.479944 1.36006 101.405
7 11 33.798351 36.702146 1347.047537 34.246124 35.557349 1264.325054 -0.447773 1.1448 82.7225
8 12 31.420478 35.574821 1265.567923 31.838575 34.594974 1196.812214 -0.418097 0.979847 68.7557
9 13 29.559067 34.824580 1212.751369 29.946386 33.965651 1153.665441 -0.387319 0.858929 59.0859
10 14 28.019014 34.233339 1171.921469 28.378817 33.471239 1120.323810 -0.359803 0.7621 51.5977
11 15 26.575773 33.488685 1121.492042 26.913736 32.812060 1076.631301 -0.337963 0.676625 44.8607
12 16 25.426109 33.041363 1091.731665 25.741632 32.428080 1051.580359 -0.315523 0.613283 40.1513
13 17 24.374542 32.548601 1059.411407 24.671251 31.992434 1023.515847 -0.296709 0.556167 35.8956
14 18 23.283271 31.786484 1010.380548 23.565736 31.285916 978.808516 -0.282465 0.500568 31.572
15 19 22.347769 31.190520 972.848517 22.615426 30.732241 944.470654 -0.267657 0.458279 28.3779
16 20 21.482788 30.592273 935.887152 21.737335 30.171908 910.344033 -0.254547 0.420365 25.5431
17 21 20.298927 29.124670 848.246401 20.547614 28.757442 826.990480 -0.248687 0.367228 21.2559
18 22 19.130219 27.569365 760.069887 19.372112 27.244266 742.250010 -0.241893 0.325099 17.8199
19 23 18.235713 26.540178 704.381042 18.467655 26.239208 688.496044 -0.231942 0.30097 15.885
20 24 17.438318 25.627368 656.761994 17.660633 25.349207 642.582295 -0.222315 0.278161 14.1797
21 25 16.642386 24.622251 606.255248 16.857190 24.366975 593.749450 -0.214804 0.255276 12.5058
22 26 15.782990 23.249872 540.556532 15.990268 23.020857 529.959854 -0.207278 0.229015 10.5967
23 27 15.010580 22.116857 489.155364 15.212116 21.907104 479.921225 -0.201536 0.209753 9.23414
24 28 14.406513 21.113447 445.777631 14.598654 20.917784 437.553700 -0.192141 0.195663 8.22393
25 29 13.683548 19.863730 394.567763 13.869065 19.687207 387.586114 -0.185517 0.176523 6.98165
26 30 13.091781 18.340278 336.365782 13.268748 18.183915 330.654751 -0.176967 0.156363 5.71103
27 31 12.423933 17.032521 290.106768 12.593924 16.888978 285.237590 -0.169991 0.143543 4.86918
28 32 12.146521 16.103884 259.335094 12.309140 15.966477 254.928394 -0.162619 0.137407 4.4067
29 33 11.659549 15.125392 228.777474 11.814196 14.994631 224.838947 -0.154647 0.130761 3.93853
30 34 11.340895 14.520679 210.850124 11.491240 14.395377 207.226879 -0.150345 0.125302 3.62324
31 35 11.054846 13.865022 192.238844 11.196260 13.745134 188.928709 -0.141414 0.119888 3.31014
32 36 10.943395 13.472946 181.520273 11.079075 13.354812 178.351001 -0.13568 0.118134 3.16927
33 37 10.637705 12.896237 166.312930 10.767295 12.783439 163.416318 -0.12959 0.112798 2.89661
34 38 10.601149 12.766507 162.983697 10.726033 12.656415 160.184851 -0.124884 0.110092 2.79885
35 39 10.519966 12.398888 153.732431 10.637592 12.292961 151.116896 -0.117626 0.105927 2.61553
36 40 10.238778 12.051761 145.244937 10.352519 11.949751 142.796552 -0.113741 0.10201 2.44839
37 41 9.993794 11.702072 136.938496 10.103816 11.603906 134.650629 -0.110022 0.098166 2.28787
38 42 10.238412 11.794916 139.120037 10.342104 11.700679 136.905879 -0.103692 0.094237 2.21416
39 43 10.145679 11.566379 133.781129 10.244071 11.476831 131.717659 -0.098392 0.089548 2.06347
40 44 10.109381 11.461464 131.365156 10.200090 11.378457 129.469283 -0.090709 0.083007 1.89587
41 45 10.206740 11.435615 130.773301 10.295611 11.352982 128.890211 -0.088871 0.082633 1.88309
42 46 9.716322 11.034486 121.759885 9.804051 10.955339 120.019462 -0.087729 0.079147 1.74042
43 47 9.859555 10.838613 117.475531 9.942579 10.761055 115.800308 -0.083024 0.077558 1.67522
44 48 10.040482 11.012035 121.264923 10.118095 10.938519 119.651197 -0.077613 0.073516 1.61373
45 49 10.606001 11.175037 124.881454 10.678731 11.101279 123.238398 -0.07273 0.073758 1.64306
46 50 10.367301 10.689028 114.255319 10.433872 10.619634 112.776622 -0.066571 0.069394 1.4787
