#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 14 85.075642 51.747356 2677.788828 84.927561 44.960710 2021.465415 0.148081 6.78665 656.323
2 15 81.277178 51.831710 2686.526136 81.277870 47.170695 2225.074459 -0.000692 4.66101 461.452
3 16 77.630660 51.439852 2646.058391 77.715575 47.947377 2298.950935 -0.084915 3.49247 347.107
4 17 74.224604 50.952729 2596.180565 74.360260 48.185464 2321.838912 -0.135656 2.76726 274.342
5 18 70.935712 50.348494 2534.970861 71.107882 48.076428 2311.342908 -0.17217 2.27207 223.628
6 19 67.830301 49.694586 2469.551842 68.026828 47.779954 2282.923978 -0.196527 1.91463 186.628
7 20 64.950141 49.020220 2402.982006 65.161809 47.374747 2244.366639 -0.211668 1.64547 158.615
8 21 62.119510 48.208607 2324.069759 62.344606 46.777436 2188.128479 -0.225096 1.43117 135.941
9 22 59.647993 47.552638 2261.253362 59.876543 46.285698 2142.365872 -0.22855 1.26694 118.887
10 23 57.287949 46.818836 2192.003369 57.519581 45.689567 2087.536495 -0.231632 1.12927 104.467
11 24 54.983459 45.986400 2114.748972 55.217563 44.974059 2022.665959 -0.234104 1.01234 92.083
12 25 52.951520 45.292316 2051.393874 53.183760 44.373406 1968.999150 -0.23224 0.91891 82.3947
13 26 51.063153 44.663124 1994.794680 51.292400 43.823108 1920.464817 -0.229247 0.840016 74.3299
14 27 49.430621 44.103241 1945.095863 49.654346 43.329721 1877.464707 -0.223725 0.77352 67.6312
15 28 47.393635 42.990991 1848.225275 47.620867 42.291676 1788.585848 -0.227232 0.699315 59.6394
16 29 44.457310 40.611366 1649.283085 44.703708 40.005099 1600.407937 -0.246398 0.606267 48.8751
17 30 41.139354 37.641149 1416.856081 41.402200 37.118186 1377.759708 -0.262846 0.522963 39.0964
18 31 38.535637 35.265327 1243.643261 38.803193 34.792779 1210.537439 -0.267556 0.472548 33.1058
19 32 35.836790 32.698789 1069.210797 36.106397 32.273699 1041.591620 -0.269607 0.42509 27.6192
20 33 33.732284 30.314613 918.975781 33.999629 29.927162 895.635054 -0.267345 0.387451 23.3407
21 34 31.591719 28.075778 788.249309 31.850498 27.718444 768.312163 -0.258779 0.357334 19.9371
22 35 29.677555 26.225695 687.787054 29.938625 25.885896 670.079599 -0.26107 0.339799 17.7075
23 36 28.243087 24.234869 587.328898 28.491848 23.917792 572.060757 -0.248761 0.317077 15.2681
24 37 26.245899 22.553355 508.653808 26.492712 22.248474 494.994597 -0.246813 0.304881 13.6592
25 38 25.305083 21.274556 452.606743 25.538243 20.983097 440.290358 -0.23316 0.291459 12.3164
26 39 24.265793 20.011669 400.466894 24.486070 19.731847 389.345769 -0.220277 0.279822 11.1211
27 40 23.757949 19.131326 366.007624 23.964510 18.861492 355.755887 -0.206561 0.269834 10.2517
28 41 22.668905 18.262694 333.525995 22.869857 18.004093 324.147353 -0.200952 0.258601 9.37864
29 42 22.382630 17.698641 313.241885 22.573761 17.448797 304.460527 -0.191131 0.249844 8.78136
30 43 21.297069 16.519169 272.882931 21.479062 16.277798 264.966697 -0.181993 0.241371 7.91623
31 44 20.463091 16.037114 257.189031 20.636598 15.809062 249.926428 -0.173507 0.228052 7.2626
32 45 20.362536 15.470320 239.330803 20.527902 15.246100 232.443572 -0.165366 0.22422 6.88723
33 46 20.679456 15.010103 225.303179 20.826405 14.803174 219.133953 -0.146949 0.206929 6.16923
34 47 19.137551 14.506020 210.424623 19.305246 14.280632 203.936436 -0.167695 0.225388 6.48819
35 48 18.628174 14.681171 215.536774 18.794949 14.463723 209.199296 -0.166775 0.217448 6.33748
36 49 20.046228 14.121544 199.418007 20.176742 13.930407 194.056227 -0.130514 0.191137 5.36178
37 50 19.686851 13.721531 188.280418 19.812939 13.535658 183.214047 -0.126088 0.185873 5.06637
