#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 40 86.168074 51.734529 2676.461496 86.235144 44.901938 2016.184005 -0.06707 6.83259 660.277
2 41 81.365568 51.132344 2614.516637 81.649072 46.434695 2156.180878 -0.283504 4.69765 458.336
3 42 72.198978 48.270645 2330.055135 72.797852 44.811263 2008.049282 -0.598874 3.45938 322.006
4 43 62.704698 45.533219 2073.274015 63.516543 42.792185 1831.171057 -0.811845 2.74103 242.103
5 44 54.343401 42.470435 1803.737881 55.284851 40.191204 1615.332916 -0.94145 2.27923 188.405
6 45 53.651776 41.230396 1699.945584 54.493383 39.344171 1547.963811 -0.841607 1.88622 151.982
7 46 49.990017 38.342965 1470.182947 50.810807 36.717020 1348.139572 -0.82079 1.62595 122.043
8 47 40.363167 31.831721 1013.258461 41.305817 30.334380 920.174592 -0.94265 1.49734 93.0839
9 48 37.033510 27.884454 777.542779 37.931783 26.507994 702.673747 -0.898273 1.37646 74.869
10 49 29.207699 21.598862 466.510824 30.199428 20.125554 405.037933 -0.991729 1.47331 61.4729
11 50 27.667210 20.256966 410.344663 28.611389 18.864187 355.857553 -0.944179 1.39278 54.4871
