#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 25 86.507635 51.777485 2680.907963 86.465021 44.955058 2020.957210 0.042614 6.82243 659.951
2 26 84.702210 52.157456 2720.400240 84.716937 47.435706 2250.146161 -0.014727 4.72175 470.254
3 27 82.428440 51.931778 2696.909577 82.493287 48.365117 2339.184533 -0.064847 3.56666 357.725
4 28 79.495273 51.364115 2638.272273 79.619468 48.527070 2354.876513 -0.124195 2.83704 283.396
5 29 77.568812 51.290939 2630.760403 77.699424 48.926436 2393.796105 -0.130612 2.3645 236.964
6 30 74.892933 50.798990 2580.537426 75.057345 48.794560 2380.909127 -0.164412 2.00443 199.628
7 31 70.419325 48.942577 2395.375843 70.662180 47.262172 2233.712896 -0.242855 1.68041 161.663
8 32 66.306668 47.402001 2246.949666 66.591284 45.948855 2111.297231 -0.284616 1.45315 135.652
9 33 63.518359 46.719037 2182.668388 63.805633 45.418029 2062.797359 -0.287274 1.30101 119.871
10 34 59.733551 45.953170 2111.693793 60.049058 44.779374 2005.192304 -0.315507 1.1738 106.501
11 35 57.539660 44.655903 1994.149686 57.854322 43.612853 1902.080947 -0.314662 1.04305 92.0687
12 36 51.729702 41.994755 1763.559437 52.103890 41.074690 1687.130130 -0.374188 0.920065 76.4293
13 37 50.127196 40.814530 1665.825839 50.485578 39.969723 1597.578728 -0.358382 0.844807 68.2471
14 38 45.691971 38.223682 1461.049872 46.056351 37.470672 1404.051264 -0.36438 0.75301 56.9986
15 39 43.129393 36.033309 1298.399390 43.514307 35.353191 1249.848090 -0.384914 0.680118 48.5513
16 40 39.368130 32.042498 1026.721701 39.755440 31.447876 988.968907 -0.38731 0.594622 37.7528
17 41 35.445996 29.209103 853.171699 35.865758 28.635579 819.996402 -0.419762 0.573524 33.1753
18 42 33.330524 25.637955 657.304745 33.709864 25.107159 630.369421 -0.37934 0.530796 26.9353
19 43 31.667104 24.287532 589.884225 32.039722 23.780655 565.519532 -0.372618 0.506877 24.3647
20 44 32.582772 23.835034 568.108858 32.913363 23.364040 545.878346 -0.330591 0.470994 22.2305
21 45 30.050674 22.221940 493.814610 30.389566 21.747049 472.934119 -0.338892 0.474891 20.8805
22 46 29.681164 21.255747 451.806760 30.000508 20.794063 432.393075 -0.319344 0.461684 19.4137
23 47 27.682975 19.919551 396.788503 28.001807 19.460391 378.706816 -0.318832 0.45916 18.0817
24 48 27.529474 20.649377 426.396778 27.848785 20.204955 408.240187 -0.319311 0.444422 18.1566
25 49 26.084245 18.219895 331.964579 26.379127 17.785441 316.321913 -0.294882 0.434454 15.6427
26 50 25.008508 17.626611 310.697404 25.294965 17.208349 296.127287 -0.286457 0.418262 14.5701
