#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 37 82.829062 51.412045 2643.198358 83.072956 44.584195 1987.750409 -0.243894 6.82785 655.448
2 38 79.442452 51.617908 2664.408377 79.810186 46.901844 2199.783004 -0.367734 4.71606 464.625
3 39 76.978708 51.756323 2678.717006 77.360823 48.167823 2320.139207 -0.382115 3.5885 358.578
4 40 71.236006 50.673012 2567.754189 71.749552 47.809729 2285.770193 -0.513546 2.86328 281.984
5 41 69.448850 49.560380 2456.231285 69.930504 47.212123 2228.984523 -0.481654 2.34826 227.247
6 42 63.702422 47.547062 2260.723085 64.263258 45.571960 2076.803547 -0.560836 1.9751 183.92
7 43 62.930293 46.306043 2144.249582 63.422348 44.612644 1990.287986 -0.492055 1.6934 153.962
8 44 55.043404 42.433412 1800.594473 55.638433 40.977315 1679.140356 -0.595029 1.4561 121.454
9 45 50.166134 39.786958 1583.002025 50.816213 38.515778 1483.465124 -0.650079 1.27118 99.5369
10 46 44.307585 33.974482 1154.265399 44.978084 32.872539 1080.603798 -0.670499 1.10194 73.6616
11 47 40.120153 30.926646 956.457459 40.811382 29.884704 893.095513 -0.691229 1.04194 63.3619
12 48 41.011827 29.018612 842.079818 41.601384 28.096406 789.408054 -0.589557 0.922206 52.6718
13 49 33.545967 23.279970 541.956996 34.180466 22.300425 497.308946 -0.634499 0.979545 44.6481
14 50 32.634290 22.564509 509.157077 33.239814 21.643122 468.424740 -0.605524 0.921387 40.7323
