#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 18 85.255400 51.726626 2675.643807 85.191007 44.922247 2018.008315 0.064393 6.80438 657.635
2 19 81.620263 51.814267 2684.718289 81.698336 47.130436 2221.277989 -0.078073 4.68383 463.44
3 20 78.136934 51.441811 2646.259899 78.291316 47.921713 2296.490553 -0.154382 3.5201 349.769
4 21 74.876524 50.983769 2599.344663 75.075378 48.184842 2321.779042 -0.198854 2.79893 277.566
5 22 71.856725 50.476191 2547.845881 72.081613 48.166388 2320.000960 -0.224888 2.3098 227.845
6 23 68.846270 49.821349 2482.166820 69.092869 47.869041 2291.445113 -0.246599 1.95231 190.722
7 24 66.230333 49.320333 2432.495219 66.483938 47.630070 2268.623557 -0.253605 1.69026 163.872
8 25 63.736882 48.709097 2372.576114 63.996181 47.228239 2230.506522 -0.259299 1.48086 142.07
9 26 61.284043 47.984238 2302.487057 61.547951 46.673719 2178.436076 -0.263908 1.31052 124.051
10 27 59.110498 47.400322 2246.790543 59.373331 46.223336 2136.596751 -0.262833 1.17699 110.194
11 28 57.077903 46.870006 2196.797450 57.337619 45.803231 2097.935994 -0.259716 1.06677 98.8615
12 29 55.392141 46.398813 2152.849862 55.645478 45.424703 2063.403658 -0.253337 0.97411 89.4462
13 30 53.050528 45.255886 2048.095196 53.311331 44.380622 1969.639639 -0.260803 0.875264 78.4556
14 31 49.636915 42.727997 1825.681719 49.925083 41.970954 1761.560983 -0.288168 0.757043 64.1207
15 32 45.626477 39.582069 1566.740183 45.939051 38.927361 1515.339401 -0.312574 0.654708 51.4008
16 33 42.577108 37.104982 1376.779700 42.898099 36.511647 1333.100377 -0.320991 0.593335 43.6793
17 34 39.155731 34.267057 1174.231178 39.485232 33.731857 1137.838188 -0.329501 0.5352 36.393
18 35 36.893889 31.772819 1009.512038 37.219813 31.284158 978.698519 -0.325924 0.488661 30.8135
19 36 34.471248 29.313762 859.296640 34.787146 28.863537 833.103791 -0.315898 0.450225 26.1928
20 37 31.965136 27.332383 747.059168 32.292935 26.896810 723.438395 -0.327799 0.435573 23.6208
21 38 30.283905 25.129170 631.475186 30.592541 24.726491 611.399372 -0.308636 0.402679 20.0758
22 39 28.128184 23.134027 535.183202 28.429836 22.745164 517.342470 -0.301652 0.388863 17.8407
23 40 27.379850 21.798267 475.164447 27.659839 21.430659 459.273154 -0.279989 0.367608 15.8913
24 41 26.198402 20.706634 428.764691 26.468528 20.350716 414.151651 -0.270126 0.355918 14.613
25 42 25.615653 19.835240 393.436730 25.867452 19.498298 380.183608 -0.251799 0.336942 13.2531
26 43 23.967015 18.482100 341.588038 24.216219 18.148592 329.371381 -0.249204 0.333508 12.2167
27 44 23.324714 18.047474 325.711329 23.570561 17.719773 313.990361 -0.245847 0.327701 11.721
28 45 23.020915 16.916362 286.163316 23.240802 16.608475 275.841441 -0.219887 0.307887 10.3219
29 46 22.647830 16.318032 266.278157 22.856591 16.020140 256.644889 -0.208761 0.297892 9.63327
30 47 21.582208 16.038246 257.225344 21.804141 15.731885 247.492214 -0.221933 0.306361 9.73313
31 48 21.374898 16.316877 266.240466 21.594690 16.022158 256.709535 -0.219792 0.294719 9.53093
32 49 22.034276 15.103755 228.123413 22.206284 14.845873 220.399947 -0.172008 0.257882 7.72347
33 50 21.303193 14.690313 215.805307 21.477682 14.432292 208.291066 -0.174489 0.258021 7.51424
