#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 16 85.287558 51.743252 2677.364137 85.180243 44.945795 2020.124460 0.107315 6.79746 657.24
2 17 81.446230 51.786901 2681.883154 81.491010 47.114292 2219.756480 -0.04478 4.67261 462.127
3 18 77.948912 51.440250 2646.099343 78.070248 47.931944 2297.471274 -0.121336 3.50831 348.628
4 19 74.566365 50.936788 2594.556327 74.737940 48.153454 2318.755111 -0.171575 2.78333 275.801
5 20 71.375565 50.378196 2537.962674 71.578453 48.086716 2312.332270 -0.202888 2.29148 225.63
6 21 68.413606 49.787108 2478.756097 68.636066 47.850256 2289.646959 -0.22246 1.93685 189.109
7 22 65.491790 49.053108 2406.207377 65.730814 47.388324 2245.653239 -0.239024 1.66478 160.554
8 23 62.945253 48.471551 2349.491231 63.189200 47.011748 2210.104491 -0.243947 1.4598 139.387
9 24 60.480223 47.796423 2284.498095 60.729008 46.504610 2162.678793 -0.248785 1.29181 121.819
10 25 58.108850 47.021183 2210.991622 58.361042 45.869631 2104.023047 -0.252192 1.15155 106.969
11 26 55.965264 46.373403 2150.492539 56.216319 45.332902 2055.071993 -0.251055 1.0405 95.4205
12 27 54.093525 45.808943 2098.459231 54.339990 44.860535 2012.467641 -0.246465 0.948408 85.9916
13 28 52.342172 45.256049 2048.110011 52.582921 44.387344 1970.236288 -0.240749 0.868705 77.8737
14 29 50.231536 44.172799 1951.236146 50.477535 43.387690 1882.491618 -0.245999 0.785109 68.7445
15 30 46.854128 41.659264 1735.494308 47.124964 40.980361 1679.390023 -0.270836 0.678903 56.1043
16 31 43.536098 38.723796 1499.532409 43.825336 38.134173 1454.215174 -0.289238 0.589623 45.3172
17 32 40.455368 36.117514 1304.474812 40.748703 35.587177 1266.447178 -0.293335 0.530337 38.0276
18 33 37.906800 33.618495 1130.203187 38.202258 33.140344 1098.282417 -0.295458 0.478151 31.9208
19 34 34.913275 30.878165 953.461088 35.211515 30.443003 926.776406 -0.29824 0.435162 26.6847
20 35 32.947480 28.901282 835.284121 33.245442 28.489329 811.641868 -0.297962 0.411953 23.6423
21 36 31.101359 26.634743 709.409532 31.385937 26.254556 689.301693 -0.284578 0.380187 20.1078
22 37 28.693584 24.713372 610.750776 28.985892 24.344630 592.660986 -0.292308 0.368742 18.0898
23 38 27.466198 23.044116 531.031272 27.741298 22.696727 515.141430 -0.2751 0.347389 15.8898
24 39 26.147044 21.433141 459.379550 26.404312 21.101876 445.289191 -0.257268 0.331265 14.0904
25 40 25.528238 20.352210 414.212442 25.767507 20.039450 401.579537 -0.239269 0.31276 12.6329
26 41 24.446100 19.427522 377.428621 24.676376 19.123708 365.716212 -0.230276 0.303814 11.7124
27 42 24.010241 18.709151 350.032342 24.226897 18.420882 339.328893 -0.216656 0.288269 10.7034
28 43 22.598770 17.400281 302.769765 22.808823 17.119236 293.068228 -0.210053 0.281045 9.70154
29 44 21.841269 16.994877 288.825853 22.047806 16.721700 279.615244 -0.206537 0.273177 9.21061
30 45 21.737389 16.161180 261.183725 21.925605 15.899907 252.807055 -0.188216 0.261273 8.37667
31 46 21.743544 15.611415 243.716290 21.918491 15.362210 235.997487 -0.174947 0.249205 7.7188
32 47 20.354260 15.222554 231.726136 20.545108 14.962635 223.880442 -0.190848 0.259919 7.84569
33 48 20.023722 15.488506 239.893828 20.214805 15.235226 232.112121 -0.191083 0.25328 7.78171
34 49 21.039737 14.588753 212.831707 21.188202 14.367841 206.434845 -0.148465 0.220912 6.39686
35 50 20.545837 14.169067 200.762463 20.694242 13.948580 194.562882 -0.148405 0.220487 6.19958
