j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 9 5 3.76612 41.8103 38.044176110686820 11.833680002536138 1.183366E+01 29.4649
2 10 6 6.68709 31.0909 24.403806417227226 11.683207215959845 1.168321E+01 24.9318
3 11 7 7.0907 25.2394 18.148698233946657 11.527896799691796 1.152781E+01 21.6076
4 12 8 6.88292 21.4167 14.533775310026414 11.389377675988429 1.138931E+01 19.0655
5 13 9 6.51156 18.6784 12.166837934894122 11.267307191942281 1.126722E+01 17.0586
6 14 10 6.1109 16.6015 10.490596553019529 11.160328801681276 1.116032E+01 15.434
7 15 11 5.72611 14.9632 9.2370905404095236 11.060639099800946 1.106046E+01 14.0919
8 16 12 5.36991 13.6330 8.2630947607819571 10.966436395795476 1.096621E+01 12.9646
9 17 13 5.04525 12.5288 7.4835493111334976 10.882179627773972 1.088213E+01 12.0042
10 18 14 4.7534 11.5959 6.8425006777893156 10.794565866945026 1.079414E+01 11.1763
11 19 15 4.48864 10.7963 6.3076569703992043 10.705595631456333 1.070558E+01 10.4553
12 20 16 4.24775 10.1026 5.8548512728827689 10.631248292679636 1.063062E+01 9.82163
13 21 17 4.03094 9.4947 5.4637573702859070 10.550812640231776 1.055036E+01 9.2604
14 22 18 3.83389 8.9574 5.1235092279917627 10.453713111891078 1.045349E+01 8.75983
15 23 19 3.65128 8.4787 4.8274243507616346 10.378099211648376 1.037777E+01 8.31061
16 24 20 3.4827 8.0495 4.5668019547900540 10.335209576322288 1.033468E+01 7.90522
17 25 21 3.33545 7.6623 4.3268509116228939 10.205849141779169 1.020546E+01 7.53753
18 26 22 3.18924 7.3111 4.1218612458910462 10.096983285115570 1.009670E+01 7.20253
19 27 23 3.06513 6.9912 3.9260650180895906 10.008046790973690 1.000761E+01 6.89604
20 28 24 2.92848 6.6984 3.7699178139374552 10.079076834171060 1.007846E+01 6.61457
21 29 25 2.80868 6.4294 3.6207222979542251 10.047142757525256 1.004682E+01 6.35517
22 30 26 2.67766 6.1814 3.5037366682368738 9.9921145334262658 9.992104E+00 6.11536
23 31 27 2.56772 5.9520 3.3842785661322599 9.9741379376370780 9.973936E+00 5.89298
24 32 28 2.50151 5.7392 3.2376913750329739 9.8880923682330231 9.886803E+00 5.68621
25 33 29 2.38652 5.5412 3.1546795451723857 9.8931808340726661 9.891313E+00 5.49346
26 34 30 2.3467 5.3565 3.0097976064572256 9.4241783248576834 9.424084E+00 5.31334
27 35 31 2.25912 5.1838 2.9246819466927891 9.4207416365199386 9.420111E+00 5.14466
28 36 32 2.1768 5.0220 2.8452040338349716 9.4004226639582384 9.398165E+00 4.98637
29 37 33 2.10551 4.8700 2.7644865343626557 9.0794905598087805 9.078143E+00 4.83752
30 38 34 2.06447 4.7270 2.6625338908772140 8.8692667334713722 8.867686E+00 4.6973
31 39 35 1.98282 4.5922 2.6093815391985764 8.7350500904690342 8.734947E+00 4.56498
32 40 36 1.86906 4.4650 2.5959442748205328 8.8986829418426439 8.898664E+00 4.43992
33 41 37 1.88171 4.3446 2.4628925760903799 8.3838288660010463 8.382180E+00 4.32152
34 42 38 1.81516 4.2306 2.4154448404124604 8.2391311905126798 8.238827E+00 4.20927
35 43 39 1.67324 4.1225 2.4492610244484156 8.0466625996053818 8.043782E+00 4.10271
36 44 40 1.58684 4.0197 2.4328612640125478 7.7560802004068563 7.754923E+00 4.00141
37 45 41 1.38947 3.9220 2.5325348164901542 8.3991651917116723 8.397993E+00 3.90499
38 46 42 1.24113 3.8290 2.5878691297851986 9.0304307814083149 9.030263E+00 3.8131
39 47 43 1.57111 3.7402 2.1690890443486124 8.4233054343417972 8.421808E+00 3.72545
40 48 44 1.61719 3.6555 2.0383100932134219 8.8486508602418414 8.845674E+00 3.64173
41 49 45 1.72375 3.5746 1.8508546350361126 9.3630721123088811 9.357053E+00 3.56169
42 50 46 1.76032 3.4972 1.7368771092654465 8.7429572628324586 8.739034E+00 3.4851
