j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 32 16.5 6.64048 44.1046 37.464121896791916 1.1110031441215584 1.111002E+00 18.7653
2 33 17.5 10.4194 34.0269 23.607462012720756 1.0916504155618787 1.091650E+00 17.7227
3 34 18.5 11.2015 28.5178 17.316296990636904 1.0721956757295061 1.072195E+00 16.79
4 35 19.5 11.1503 24.8904 13.740142623084859 1.0572923883495970 1.057283E+00 15.9505
5 36 20.5 10.7875 22.2617 11.474235090984276 1.0639012392040921 1.063896E+00 15.1909
6 37 21.5 10.4145 20.2407 9.8262222256174852 1.0384076103607409 1.038400E+00 14.5004
7 38 22.5 9.94275 18.6226 8.6798468434183960 1.0732717823214741 1.073266E+00 13.87
8 39 23.5 9.58724 17.2886 7.7013626067533805 1.0291067737097996 1.029107E+00 13.2921
9 40 24.5 9.18716 16.1640 6.9768395303165658 1.0751379776634935 1.075126E+00 12.7604
10 41 25.5 8.90842 15.1992 6.2907844602774325 0.97273024140395670 9.727281E-01 12.2696
11 42 26.5 8.51782 14.3597 5.8418793518124623 1.0019814213330869 1.001929E+00 11.8152
12 43 27.5 8.08187 13.6206 5.5387279798216129 1.0540089989613908 1.053957E+00 11.3932
13 44 28.5 7.85871 12.9636 5.1048920821646870 1.1601139284022028 1.160113E+00 11.0003
14 45 29.5 7.26272 12.3747 5.1119831385420920 1.2917665121608926 1.291760E+00 10.6336
15 46 30.5 7.07083 11.8430 4.7721683352889226 1.1535265098407845 1.153489E+00 10.2906
16 47 31.5 7.15604 11.3600 4.2039578818498127 1.1616352199489008 1.161634E+00 9.96904
17 48 32.5 6.99628 10.9189 3.9226215411915715 1.2138954171921470 1.213854E+00 9.66695
18 49 33.5 6.75483 10.5140 3.7591663226128094 1.1729028705254898 1.172763E+00 9.38263
19 50 34.5 6.52529 10.1408 3.6155087647581814 1.1175565815793822 1.117536E+00 9.11455
