j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 35 18 6.62374 44.1814 37.557658322589880 0.54232113578259045 5.423204E-01 18.0589
2 36 19 10.243 34.1308 23.887762579759315 0.54759889131387807 5.475987E-01 17.1328
3 37 20 11.0533 28.6398 17.586541695817512 0.52087669482990007 5.208764E-01 16.297
4 38 21 11.0482 25.0255 13.977273105226040 0.49753928302378420 4.975379E-01 15.539
5 39 22 10.6755 22.4069 11.731383654417568 0.51114964776118310 5.111458E-01 14.8484
6 40 23 10.0502 20.3935 10.343265104040880 0.61061395689293996 6.106030E-01 14.2166
7 41 24 9.73251 18.7815 9.0489872418515347 0.52457423414820581 5.245585E-01 13.6363
8 42 25 9.22163 17.4523 8.2306711768446483 0.57268074010231917 5.726728E-01 13.1015
9 43 26 9.09551 16.3314 7.2358852183489129 0.47241663158746700 4.724049E-01 12.6071
10 44 27 8.86532 15.3695 6.5041765418514768 0.53957967370047033 5.395794E-01 12.1487
11 45 28 8.24241 14.5322 6.2897891691160845 0.56571509606247494 5.657136E-01 11.7224
12 46 29 8.2055 13.7948 5.5892957837148360 0.59528185605622097 5.952797E-01 11.325
13 47 30 7.7606 13.1390 5.3784016619427861 0.60540693412040814 6.053974E-01 10.9537
14 48 31 7.75436 12.5509 4.7965425524327916 0.46604504266264912 4.660448E-01 10.606
15 49 32 7.45592 12.0197 4.5637784739837874 0.48625535542372056 4.862250E-01 10.2797
16 50 33 7.11222 11.5370 4.4247780500546590 0.46185187272493444 4.618377E-01 9.9728
