j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 17 9 5.73645 43.3139 37.577451482001429 2.2003754928424888 2.200375E+00 24.1245
2 18 10 9.21919 32.9790 23.759813752989022 2.1752559959459639 2.175249E+00 21.827
3 19 11 9.8352 27.3117 17.476495500603825 2.1481679335106261 2.148164E+00 19.929
4 20 12 9.69671 23.5782 13.881493118487215 2.1248500797639203 2.124846E+00 18.3346
5 21 13 9.32846 20.8761 11.547639421706410 2.1057450211567192 2.105707E+00 16.9765
6 22 14 8.90351 18.8038 9.9002942833922489 2.0834558109363326 2.083456E+00 15.8057
7 23 15 8.46889 17.1506 8.6817134750097260 2.0645129087120715 2.064503E+00 14.786
8 24 16 8.0467 15.7932 7.7464981824180841 2.0548915914916162 2.054815E+00 13.8899
9 25 17 7.66195 14.6541 6.9921501525672243 2.0363604235821304 2.036358E+00 13.0962
10 26 18 7.30111 13.6815 6.3803899974924878 2.0169308406714248 2.016911E+00 12.3883
11 27 19 6.9641 12.8396 5.8754994880945057 2.0057374275205033 2.005702E+00 11.753
12 28 20 6.64922 12.1023 5.4530758652247249 2.0119241994878831 2.011774E+00 11.1797
13 29 21 6.37434 11.4502 5.0758558914547915 1.9804722404125312 1.980427E+00 10.6597
14 30 22 6.0589 10.8689 4.8100005916802564 2.0038496266255890 2.003841E+00 10.1859
15 31 23 5.85967 10.3468 4.4871341192311549 1.9493213187732925 1.949305E+00 9.75247
16 32 24 5.55666 9.8750 4.3183395089934633 2.0747333016240002 2.074696E+00 9.35441
17 33 25 5.34237 9.4462 4.1038344243680633 2.0761210410756976 2.076119E+00 8.98757
18 34 26 5.05943 9.0547 3.9952659404509325 2.1130195401967744 2.113017E+00 8.64842
19 35 27 4.88858 8.6957 3.8071249479264599 2.1747650859492160 2.174758E+00 8.33393
20 36 28 4.69291 8.3650 3.6720948446768826 2.1520025550505992 2.151888E+00 8.04151
21 37 29 4.52508 8.0594 3.5343230810715092 2.2378330166319591 2.237634E+00 7.76892
22 38 30 4.37795 7.7761 3.3981530625869403 1.9810212090535315 1.981021E+00 7.5142
23 39 31 4.15388 7.5126 3.3587203344451098 2.0136303860212243 2.013369E+00 7.27565
24 40 32 3.9989 7.2669 3.2679965788328467 2.0033033884814544 2.003140E+00 7.05179
25 41 33 3.93942 7.0371 3.0976777438823651 2.0660340480534742 2.066033E+00 6.84129
26 42 34 3.87314 6.8219 2.9487564919488611 2.0588288669129224 2.058315E+00 6.64299
27 43 35 3.71063 6.6197 2.9090746922630339 1.9142456483984558 1.914229E+00 6.45586
28 44 36 3.54236 6.4294 2.8870384721803672 1.7728186792297695 1.772789E+00 6.27899
29 45 37 3.43817 6.2500 2.8118258380183718 1.8364185717195873 1.836391E+00 6.11155
30 46 38 3.39595 6.0805 2.6845499880672965 2.1376413496477520 2.137580E+00 5.95281
31 47 39 3.51536 5.9201 2.4047432063854504 2.1012776235810100 2.101270E+00 5.8021
32 48 40 3.40928 5.7682 2.3589154125183502 2.0194808068371519 2.018916E+00 5.65884
33 49 41 3.54954 5.6240 2.0744595587447519 2.0420984138099962 2.041793E+00 5.52248
34 50 42 3.48594 5.4869 2.0009565062961441 2.0558587377070334 2.055858E+00 5.39254
