j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 22 11.5 6.17392 43.6974 37.523481818723361 2.7471897084340697 2.747189E+00 21.8802
2 23 12.5 9.79303 33.4822 23.689171216832616 2.7122325470372997 2.712232E+00 20.1971
3 24 13.5 10.4826 27.8856 17.403039582675689 2.6719867895416183 2.671987E+00 18.7544
4 25 14.5 10.384 24.1972 13.813222632867335 2.6376977693187218 2.637695E+00 17.5042
5 26 15.5 10.0357 21.5245 11.488838161711241 2.6116085004567422 2.611606E+00 16.4101
6 27 16.5 9.62109 19.4712 9.8501123286549834 2.5767247850567174 2.576656E+00 15.4448
7 28 17.5 9.18686 17.8295 8.6426424068227981 2.5443846750335526 2.544320E+00 14.5868
8 29 18.5 8.77062 16.4784 7.7077760223457314 2.5155675165071623 2.515565E+00 13.8191
9 30 19.5 8.37932 15.3417 6.9623768396798269 2.4993451209266686 2.499270E+00 13.1281
10 31 20.5 8.0069 14.3687 6.3618008372270065 2.4701743496740374 2.470083E+00 12.503
11 32 21.5 7.63085 13.5241 5.8932483107866993 2.4662757623156280 2.466272E+00 11.9346
12 33 22.5 7.34242 12.7824 5.4399827763631272 2.4090500325562778 2.408917E+00 11.4158
13 34 23.5 7.03778 12.1248 5.0870215210571219 2.4357502666708588 2.435734E+00 10.9401
14 35 24.5 6.76506 11.5370 4.7719352656065706 2.4107726091449249 2.410689E+00 10.5025
15 36 25.5 6.45787 11.0077 4.5498309746511589 2.4507760208053786 2.450480E+00 10.0985
16 37 26.5 6.29565 10.5282 4.2325517701621882 2.3015020563309441 2.301365E+00 9.72453
17 38 27.5 6.04285 10.0914 4.0485512706914211 2.3439877870119448 2.343649E+00 9.37722
18 39 28.5 5.69636 9.6916 3.9952363594350673 2.5548431382961856 2.554840E+00 9.05387
19 40 29.5 5.57849 9.3241 3.7456060104540709 2.4197316146661998 2.419379E+00 8.75208
20 41 30.5 5.45404 8.9849 3.5308630422026481 2.4209548659056392 2.420771E+00 8.46975
21 42 31.5 5.23244 8.6707 3.4382555795924352 2.2360077034231338 2.235736E+00 8.20507
22 43 32.5 5.07424 8.3788 3.3045620817046961 2.3972548691970226 2.397250E+00 7.95643
23 44 33.5 4.94281 8.1068 3.1639860190119786 2.4206959090698410 2.420400E+00 7.72242
24 45 34.5 4.90437 7.8527 2.9483254696591752 2.4914860033167474 2.490818E+00 7.50178
25 46 35.5 4.7157 7.6146 2.8989043165646540 2.3083188310614440 2.308319E+00 7.2934
26 47 36.5 4.58957 7.3911 2.8015328216715956 2.2536754563988857 2.253675E+00 7.09628
27 48 37.5 4.49799 7.1808 2.6828149565454296 2.3283629828130183 2.328272E+00 6.90953
28 49 38.5 4.58443 6.9825 2.3980658681291089 2.3381416490681599 2.338140E+00 6.73237
29 50 39.5 4.45902 6.7952 2.3361810033161459 2.3819322831346832 2.381344E+00 6.56406
