j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 4 2.5 0.381138 37.7612 37.380062331276818 21.103443476017564 2.110344E+01 33.0797
2 5 3.5 3.07291 26.5651 23.492186034298818 21.071632484142626 2.107163E+01 24.8098
3 6 4.5 3.54241 20.7048 17.162388006619206 21.022350634666299 2.102224E+01 19.8478
4 7 5.5 3.49109 17.0239 13.532810818814978 20.976980577940687 2.097685E+01 16.5399
5 8 6.5 3.30124 14.4775 11.176255582589567 20.934040964379150 2.093394E+01 14.177
6 9 7.5 3.08275 12.6044 9.5216463625658339 20.890094655899379 2.088998E+01 12.4049
7 10 8.5 2.87028 11.1658 8.2955197041939410 20.843120295254383 2.084311E+01 11.0266
8 11 9.5 2.67477 10.0250 7.3502309396272825 20.793858366324162 2.079284E+01 9.92392
9 12 10.5 2.4981 9.0974 6.5992997772977873 20.740098205816061 2.074010E+01 9.02175
10 13 11.5 2.34004 8.3281 5.9880558212533703 20.678802725231495 2.067871E+01 8.26993
11 14 12.5 2.19835 7.6794 5.4810528421220432 20.615304999837075 2.061504E+01 7.63378
12 15 13.5 2.07159 7.1250 5.0534050622497295 20.548497790875480 2.054664E+01 7.08851
13 16 14.5 1.95748 6.6456 4.6881231012784381 20.469351475564629 2.046921E+01 6.61595
14 17 15.5 1.85442 6.2269 4.3724826007506987 20.387570264130787 2.038671E+01 6.20245
15 18 16.5 1.76091 5.8579 4.0969900869613669 20.308747501870499 2.030874E+01 5.8376
16 19 17.5 1.67662 5.5304 3.8537842740075319 20.212341071931476 2.020926E+01 5.51329
17 20 18.5 1.59888 5.2377 3.6388153250851527 20.110699553352980 2.010823E+01 5.22312
18 21 19.5 1.52771 4.9744 3.4466893658313724 20.019144175551176 2.001517E+01 4.96196
19 22 20.5 1.46252 4.7364 3.2738791191863155 19.914077125444223 1.991273E+01 4.72568
20 23 21.5 1.40254 4.5202 3.1176585918524626 19.789419457014905 1.978874E+01 4.51087
21 24 22.5 1.34716 4.3229 2.9757428159886823 19.655518468641482 1.965413E+01 4.31475
22 25 23.5 1.29657 4.1422 2.8456252621103006 19.518538322703495 1.951311E+01 4.13497
23 26 24.5 1.24881 3.9759 2.7270876229340226 19.361671526469227 1.935962E+01 3.96957
24 27 25.5 1.2044 3.8226 2.6182025475983211 19.222637353488999 1.922164E+01 3.81689
25 28 26.5 1.16175 3.6806 2.5188497103078018 19.174922528095486 1.917377E+01 3.67553
26 29 27.5 1.12142 3.5488 2.4273768514609335 19.117225804204228 1.911461E+01 3.54426
27 30 28.5 1.08433 3.4261 2.3417701606715537 18.901332437761866 1.889484E+01 3.42204
28 31 29.5 1.04953 3.3117 2.2621669776750908 18.621076954896687 1.861561E+01 3.30797
29 32 30.5 1.02034 3.2046 2.1842643830021746 18.429729427133694 1.842872E+01 3.20126
30 33 31.5 0.985967 3.1043 2.1183326034756154 18.408809254133210 1.840733E+01 3.10123
31 34 32.5 0.957255 3.0100 2.0527447212357912 18.291384468322828 1.828127E+01 3.00725
32 35 33.5 0.926809 2.9213 1.9944905784807052 18.243623559209553 1.824348E+01 2.9188
33 36 34.5 0.905771 2.8377 1.9319293119626311 17.900867161676636 1.789561E+01 2.83541
34 37 35.5 0.883026 2.7588 1.8757741944693185 17.670718298604250 1.766762E+01 2.75664
35 38 36.5 0.859476 2.6841 1.8246241497070035 17.232677395260932 1.722931E+01 2.68214
36 39 37.5 0.833851 2.6134 1.7795491152153817 17.162635755353360 1.716025E+01 2.61156
37 40 38.5 0.826525 2.5463 1.7197752795625714 16.543075682366254 1.654073E+01 2.54459
38 41 39.5 0.793226 2.4825 1.6892735256773108 16.433477764179855 1.643278E+01 2.48098
39 42 40.5 0.76915 2.4219 1.6527499397989676 16.051482577478737 1.603801E+01 2.42047
40 43 41.5 0.772777 2.3642 1.5914230044401416 15.488509243457756 1.548803E+01 2.36284
41 44 42.5 0.74131 2.3091 1.5677898212152106 15.627423523064055 1.562059E+01 2.30789
42 45 43.5 0.740721 2.2566 1.5158789896931064 15.273593456649968 1.527181E+01 2.25544
43 46 44.5 0.735989 2.2064 1.4704108389612129 15.370492541019406 1.536401E+01 2.20532
44 47 45.5 0.651095 2.1584 1.5073054265768246 16.971161214442727 1.697074E+01 2.15737
45 48 46.5 0.640426 2.1124 1.4719737046702002 15.745610240437843 1.573981E+01 2.11147
46 49 47.5 0.829891 2.0684 1.2385085523484012 13.715002176485688 1.370011E+01 2.06748
47 50 48.5 0.777783 2.0261 1.2483173251520328 14.957542903105066 1.493258E+01 2.02529
