j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 20 10.5 6.05403 43.5670 37.512965139700299 3.3369062318320468 3.336906E+00 22.7042
2 21 11.5 9.63637 33.3101 23.673732857232171 3.2939390413739025 3.293935E+00 20.8122
3 22 12.5 10.2985 27.6882 17.389679377204668 3.2509905200127851 3.250989E+00 19.2113
4 23 13.5 10.1886 23.9832 13.794596180124097 3.2083648294830414 3.208364E+00 17.839
5 24 14.5 9.8311 21.2994 11.468300503797083 3.1697507921894417 3.169725E+00 16.6498
6 25 15.5 9.40223 19.2385 9.8362698893276175 3.1361932279523885 3.136148E+00 15.6092
7 26 16.5 8.9711 17.5919 8.6208047469491902 3.1016010688001630 3.101582E+00 14.691
8 27 17.5 8.55025 16.2377 7.6874510716714823 3.0665255213319846 3.066517E+00 13.8748
9 28 18.5 8.14143 15.0994 6.9579693896258554 3.0484761877223123 3.048362E+00 13.1446
10 29 19.5 7.78336 14.1258 6.3424439191511492 3.0038844125725981 3.003745E+00 12.4873
11 30 20.5 7.45023 13.2814 5.8311708731865215 2.9669391208883376 2.966852E+00 11.8927
12 31 21.5 7.13039 12.5407 5.4103084980345999 2.9450003577526620 2.944989E+00 11.3521
13 32 22.5 6.79776 11.8845 5.0867373915670218 2.9731135018913037 2.973093E+00 10.8585
14 33 23.5 6.53271 11.2984 4.7656901446926376 2.9280061924339926 2.927854E+00 10.4061
15 34 24.5 6.26114 10.7711 4.5099583383325212 2.9512697884392911 2.951255E+00 9.98986
16 35 25.5 6.07303 10.2939 4.2208737175733138 2.8667633240970622 2.866692E+00 9.60564
17 36 26.5 5.81719 9.8596 4.0424114054483331 2.8999092477296968 2.899587E+00 9.24987
18 37 27.5 5.59092 9.4623 3.8713826155415703 2.8495174918873714 2.849366E+00 8.91952
19 38 28.5 5.39153 9.0974 3.7058661945593974 2.8183019426580680 2.818295E+00 8.61195
20 39 29.5 5.14018 8.7609 3.6207226857200854 3.1337116978907731 3.133612E+00 8.32488
21 40 30.5 5.01738 8.4495 3.4321229843724921 2.9395980100275936 2.939347E+00 8.05634
22 41 31.5 4.92151 8.1604 3.2388894356032880 2.7711598889187772 2.770765E+00 7.80458
23 42 32.5 4.72633 7.8912 3.1648723549755005 2.5934511161685485 2.593149E+00 7.56808
24 43 33.5 4.5909 7.6398 3.0489026290913057 2.7828643198021896 2.782163E+00 7.34549
25 44 34.5 4.44858 7.4045 2.9559191404717264 2.8059217503362239 2.805343E+00 7.13561
26 45 35.5 4.403 7.1837 2.7806962576915870 2.9203718939541479 2.920238E+00 6.9374
27 46 36.5 4.29484 6.9761 2.6812644786758106 2.6205067802853583 2.620385E+00 6.74991
28 47 37.5 4.1428 6.7806 2.6377967016828516 2.5942803389848836 2.593763E+00 6.57228
29 48 38.5 4.04468 6.5960 2.5513222470640482 2.6677003302954230 2.666802E+00 6.40376
30 49 39.5 4.14553 6.4214 2.2758732831088655 2.9511114022637543 2.950782E+00 6.24366
31 50 40.5 4.08457 6.2561 2.1715256920359711 2.7848855990483634 2.784407E+00 6.09138
