j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 31 16 6.61367 44.0757 37.462026772715703 0.70155467167716834 7.015539E-01 19.0195
2 32 17 10.3667 33.9878 23.621130759274969 0.69885214156102538 6.988515E-01 17.9327
3 33 18 11.1828 28.4721 17.289336334602407 0.68237148239411782 6.823712E-01 16.9633
4 34 19 11.1764 24.8399 13.663521945429926 0.66251857639397638 6.625136E-01 16.0934
5 35 20 10.8903 22.2077 11.317390901899801 0.65612808325853123 6.561264E-01 15.3084
6 36 21 10.442 20.1838 9.7417996014277719 0.68767711864380332 6.876637E-01 14.5964
7 37 22 10.0269 18.5636 8.5367259942263587 0.65241140404064124 6.523987E-01 13.9476
8 38 23 9.34789 17.2280 7.8801070809162388 0.70440268011966611 7.043981E-01 13.3541
9 39 24 9.18746 16.1021 6.9146382323969391 0.63840560439779603 6.384026E-01 12.8091
10 40 25 8.86003 15.1363 6.2762749253504762 0.71804085124521955 7.180302E-01 12.3067
11 41 26 8.46797 14.2961 5.8281250915000058 0.66474263217155249 6.647266E-01 11.8423
12 42 27 7.93858 13.5565 5.6179193254021520 0.82087238658212069 8.208639E-01 11.4117
13 43 28 7.54621 12.8991 5.3528877380451219 0.74732543457991574 7.472691E-01 11.0113
14 44 29 7.58685 12.3100 4.7231496879827137 0.66225610142235170 6.622398E-01 10.638
15 45 30 7.27802 11.7782 4.5001786837873610 0.71774176414787916 7.177418E-01 10.2892
16 46 31 7.14379 11.2953 4.1515070032887094 0.73896993866487459 7.388681E-01 9.9626
17 47 32 6.80661 10.8542 4.0475911348104718 0.80393301498810898 8.038194E-01 9.65606
18 48 33 6.61504 10.4495 3.8344599785937410 0.62518466125083716 6.251339E-01 9.36782
19 49 34 6.39422 10.0765 3.6822763344976943 0.69786668369065852 6.978508E-01 9.09629
20 50 35 6.10719 9.7315 3.6243146430863713 0.71131698023135737 7.112857E-01 8.84005
