j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 29 15 6.61714 44.0119 37.394760158576140 0.81197450091312628 8.119745E-01 19.56
2 30 16 10.3739 33.9019 23.528025065092624 0.79961312639792703 7.996119E-01 18.3746
3 31 17 11.1167 28.3718 17.255141555245011 0.79015004735068151 7.901443E-01 17.3246
4 32 18 11.0584 24.7292 13.670812422764081 0.78689000263120679 7.868862E-01 16.3881
5 33 19 10.7313 22.0893 11.358039615650844 0.77433563482463585 7.743245E-01 15.5477
6 34 20 10.2631 20.0596 9.7965432434503406 0.77254618610593695 7.725461E-01 14.7893
7 35 21 9.89957 18.4349 8.5353287620472109 0.75293074663621495 7.529172E-01 14.1014
8 36 22 9.44351 17.0959 7.6523883250849520 0.79239540297199573 7.923638E-01 13.4747
9 37 23 9.08085 15.9675 6.8866499761148408 0.75038873429689645 7.503858E-01 12.9013
10 38 24 8.44803 14.9998 6.5517653585578195 0.86342935511100960 8.633826E-01 12.3747
11 39 25 8.23475 14.1582 5.9234526919314980 0.77681211231417746 7.767997E-01 11.8894
12 40 26 7.99254 13.4177 5.4251610082406110 0.81824470868721100 8.182268E-01 11.4408
13 41 27 7.66385 12.7597 5.0958498801135113 0.78838150429921405 7.883810E-01 11.0248
14 42 28 7.27749 12.1703 4.8928112249403135 0.97107226570776295 9.710702E-01 10.6379
15 43 29 6.88678 11.6385 4.7517170344061279 0.94173137355272107 9.416380E-01 10.2773
16 44 30 6.92428 11.1557 4.2314197551770834 0.74685124329669694 7.468098E-01 9.94035
17 45 31 6.76248 10.7150 3.9525160642322281 0.77844644765965765 7.783335E-01 9.62479
18 46 32 6.60914 10.3108 3.7016586443245947 0.81257715779904305 8.125770E-01 9.32864
19 47 33 6.34455 9.9384 3.5938481299351874 0.89690228019865348 8.968996E-01 9.05017
20 48 34 6.09602 9.5941 3.4980781721746710 0.72087624804490380 7.208760E-01 8.78785
21 49 35 5.96137 9.2745 3.3131346392312362 0.81654621047894116 8.165334E-01 8.5403
22 50 36 5.72128 8.9770 3.2557226847085343 0.83641564807834035 8.362659E-01 8.30632
