j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 16 8.5 5.69326 43.2083 37.515037251599509 5.0131870690636813 5.013186E+00 24.6562
2 17 9.5 9.16786 32.8421 23.674242546733755 4.9545941957053543 4.954588E+00 22.1906
3 18 10.5 9.77152 27.1573 17.385782170166575 4.8934762790521340 4.893473E+00 20.1732
4 19 11.5 9.62427 23.4132 13.788925551090516 4.8372670649166984 4.837264E+00 18.4921
5 20 12.5 9.24778 20.7048 11.457018062594377 4.7878743844848870 4.787803E+00 17.0697
6 21 13.5 8.81067 18.6290 9.8183260770468443 4.7392436285645987 4.739226E+00 15.8504
7 22 14.5 8.37045 16.9740 8.6035543052583705 4.6908547557336533 4.690854E+00 14.7937
8 23 15.5 7.94773 15.6161 7.6683723578886438 4.6507659719543977 4.650684E+00 13.8691
9 24 16.5 7.55448 14.4775 6.9230165666156651 4.6141281755334607 4.614075E+00 13.0533
10 25 17.5 7.1927 13.5061 6.3134043567825708 4.5673811919138183 4.567360E+00 12.3281
11 26 18.5 6.85214 12.6658 5.8136624473838934 4.5345528185314681 4.534527E+00 11.6792
12 27 19.5 6.54642 11.9305 5.3840750493462632 4.4907661831180308 4.490726E+00 11.0953
13 28 20.5 6.26507 11.2807 5.0156348495519332 4.4462489680868247 4.446205E+00 10.5669
14 29 21.5 6.00261 10.7017 4.6990897134105154 4.4029853843053459 4.402985E+00 10.0866
15 30 22.5 5.74245 10.1821 4.4396543738694287 4.3956059653849131 4.395247E+00 9.64807
16 31 23.5 5.52619 9.7128 4.1866054885398718 4.3335213893433266 4.333477E+00 9.24607
17 32 24.5 5.3111 9.2867 3.9755977465164478 4.3201073095850164 4.319944E+00 8.87622
18 33 25.5 5.1411 8.8978 3.7567043391141737 4.2423719154511694 4.241809E+00 8.53483
19 34 26.5 4.92094 8.5413 3.6203586808959174 4.3376964269367120 4.337558E+00 8.21873
20 35 27.5 4.74176 8.2132 3.4714443717217969 4.2773643327742130 4.277079E+00 7.9252
21 36 28.5 4.59544 7.9102 3.3147560003028782 4.1809327193268047 4.180850E+00 7.65192
22 37 29.5 4.3805 7.6294 3.2489016370804933 4.4075040010079984 4.406509E+00 7.39685
23 38 30.5 4.24904 7.3683 3.1192581713964960 4.2385872026379730 4.238428E+00 7.15825
24 39 31.5 4.18483 7.1250 2.9401743603215986 4.1840889123371419 4.183304E+00 6.93455
25 40 32.5 4.09409 6.8976 2.8035137354713995 3.9820195148030266 3.982013E+00 6.72441
26 41 33.5 3.91049 6.6847 2.7742066096358702 3.8015375102166060 3.801223E+00 6.52664
27 42 34.5 3.80169 6.4847 2.6830093370173058 3.5508374882058913 3.550702E+00 6.34016
28 43 35.5 3.69876 6.2967 2.5979449352504767 3.8707301878936309 3.870728E+00 6.16404
29 44 36.5 3.57557 6.1194 2.5438319029967782 3.9207965653059214 3.919653E+00 5.99745
30 45 37.5 3.56182 5.9520 2.3901839874034327 3.7496173467358935 3.749556E+00 5.83962
31 46 38.5 3.45066 5.7937 2.3430377326790546 3.4822296933614694 3.481077E+00 5.68989
32 47 39.5 3.28133 5.6437 2.3623740329212333 3.6569228269096108 3.656064E+00 5.54764
33 48 40.5 3.15348 5.5014 2.3479227548697947 3.7958075996848106 3.794288E+00 5.41233
34 49 41.5 3.41652 5.3663 1.9497823234212397 3.9596555337680370 3.956951E+00 5.28347
35 50 42.5 3.34821 5.2377 1.8894868730703875 4.1640561153605518 4.163924E+00 5.1606
