j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 12 6.5 5.12247 42.6099 37.487433843703705 7.5923995494295227 7.592399E+00 27.1469
2 13 7.5 8.44464 32.0788 23.634163799378275 7.5148964682736423 7.514879E+00 23.7536
3 14 8.5 8.9692 26.3084 17.339201735303192 7.4367019159208585 7.436661E+00 21.1143
4 15 9.5 8.78042 22.5178 13.737378037755972 7.3667810767411215 7.366723E+00 19.0029
5 16 10.5 8.38531 19.7856 11.400293837613569 7.3022396817639050 7.302240E+00 17.2753
6 17 11.5 7.94114 17.7001 9.7589641391626749 7.2411993800809729 7.241065E+00 15.8357
7 18 12.5 7.50221 16.0446 8.5423915403688646 7.1859043405957062 7.185718E+00 14.6176
8 19 13.5 7.08968 14.6923 7.6026228818681023 7.1318893421030038 7.131888E+00 13.5735
9 20 14.5 6.70935 13.5634 6.8540517220433159 7.0751191196816894 7.074789E+00 12.6686
10 21 15.5 6.35877 12.6044 6.2456312157601035 7.0246861862965710 7.024293E+00 11.8768
11 22 16.5 6.03861 11.7782 5.7395908986680872 6.9784306541898244 6.978084E+00 11.1782
12 23 17.5 5.74882 11.0582 5.3093788746591235 6.9178249553472773 6.917803E+00 10.5571
13 24 18.5 5.48 10.4243 4.9442950963016949 6.8661642119941657 6.865590E+00 10.0015
14 25 19.5 5.23596 9.8617 4.6257413332820976 6.8115041234397831 6.811285E+00 9.50143
15 26 20.5 5.01257 9.3585 4.3459259401603179 6.7564366989386766 6.755652E+00 9.04898
16 27 21.5 4.80491 8.9056 4.1006921689091032 6.7017306700643946 6.701730E+00 8.63766
17 28 22.5 4.60316 8.4956 3.8924433412194248 6.6721537632676071 6.672128E+00 8.26211
18 29 23.5 4.42393 8.1227 3.6987670222318232 6.6234164295230888 6.623416E+00 7.91786
19 30 24.5 4.25237 7.7818 3.5294316457093795 6.6104385650681765 6.609966E+00 7.60114
20 31 25.5 4.10559 7.4689 3.3633115933625808 6.5233412889933167 6.522559E+00 7.30879
21 32 26.5 3.94386 7.1808 3.2369398778892911 6.5402558889798561 6.539384E+00 7.0381
22 33 27.5 3.80364 6.9144 3.1107614611662022 6.5002270832676912 6.500148E+00 6.78674
23 34 28.5 3.69881 6.6674 2.9685895991705271 6.3050152465602789 6.304310E+00 6.55271
24 35 29.5 3.55983 6.4377 2.8778657402766812 6.2967772110816744 6.296406E+00 6.33429
25 36 30.5 3.46593 6.2235 2.7575725740736519 6.1923968191844097 6.190945E+00 6.12996
26 37 31.5 3.35792 6.0233 2.6653792481502583 6.3346741491120646 6.333615E+00 5.93839
27 38 32.5 3.27821 5.8358 2.5575932175292690 6.0895484231994574 6.087888E+00 5.75844
28 39 33.5 3.18629 5.6597 2.4734058423139733 5.9617823401167920 5.961097E+00 5.58908
29 40 34.5 3.12709 5.4941 2.3670069704693955 5.6450941842334830 5.644001E+00 5.42939
30 41 35.5 2.99934 5.3380 2.3386561300781552 5.5035466851992823 5.502021E+00 5.27857
31 42 36.5 2.91209 5.1906 2.2785139526920393 5.3861828708783799 5.385715E+00 5.13591
32 43 37.5 2.85245 5.0512 2.1987505499551476 5.6023226569831790 5.602321E+00 5.00075
33 44 38.5 2.77039 4.9191 2.1487091461565533 5.6393798656656031 5.636429E+00 4.87253
34 45 39.5 2.70065 4.7939 2.0932459028413737 5.2621118728187231 5.262058E+00 4.75072
35 46 40.5 2.66816 4.6749 2.0067363119282593 4.7921449242091088 4.792092E+00 4.63484
36 47 41.5 2.43848 4.5617 2.1232237520648987 5.5637524117858463 5.563111E+00 4.52449
37 48 42.5 2.3146 4.4539 2.1393028744898324 5.6253254121246874 5.623502E+00 4.41927
38 49 43.5 2.67553 4.3512 1.6756683174123332 5.8932547366167451 5.891956E+00 4.31883
39 50 44.5 2.63046 4.2531 1.6226410878341173 6.0156188558330959 6.014362E+00 4.22286
