      3.5000         1.307056E-02   1.178232E-03   5.519142E-03  -1.520042E-03  -3.013612E-03   5.055132E-05   1.570495E-03   5.052664E-04  -8.114796E-04  -2.445615E-04   1.882744E-04   9.403579E-05  -2.169225E-06  -4.103780E-05   8.396336E-05  -1.841894E-06  -1.543410E-04   1.079012E-05   1.442591E-04   1.243908E-05  -1.044870E-04
      3.7500         1.244012E-02   1.050332E-03   6.669460E-03  -1.175569E-03  -3.653437E-03  -5.898520E-04   1.677385E-03   1.176197E-03  -6.591360E-04  -5.982820E-04  -1.098129E-04   1.864129E-04   2.472948E-04  -3.583245E-05  -2.728083E-05  -1.346974E-05  -9.689777E-05  -2.236082E-05   6.608569E-05   2.581490E-05  -3.469693E-05
      4.0000         1.176004E-02   8.804959E-04   7.753008E-03  -7.316819E-04  -3.997600E-03  -1.169310E-03   1.468018E-03   1.606087E-03  -3.887821E-04  -7.076174E-04  -3.397211E-04   1.550766E-04   4.418562E-04  -3.245032E-05  -1.395568E-04  -1.949924E-05  -4.215210E-05   3.157576E-05   4.946185E-05  -4.167205E-06  -3.270157E-05
      4.2500         1.104540E-02   6.699826E-04   8.742421E-03  -2.320339E-04  -4.033339E-03  -1.655072E-03   9.791512E-04   1.768255E-03  -6.060813E-05  -5.624281E-04  -4.490004E-04   2.693096E-05   5.163904E-04  -4.103297E-05  -2.290981E-04  -1.935829E-05   1.061783E-05   1.093141E-04   5.247460E-05  -4.758531E-05  -5.638270E-05
      4.5000         1.030989E-02   4.200490E-04   9.610333E-03   2.797202E-04  -3.747889E-03  -2.014386E-03   2.471571E-04   1.636018E-03   2.651957E-04  -1.525744E-04  -3.852011E-04  -1.811004E-04   4.057728E-04  -8.015422E-05  -2.204504E-04   9.241374E-07   6.065817E-05   1.475684E-04   3.321095E-05  -7.451749E-05  -6.362207E-05
      4.7500         9.559441E-03   1.380623E-04   1.032781E-02   7.688114E-04  -3.150001E-03  -2.210682E-03  -6.596167E-04   1.223086E-03   5.383961E-04   4.719563E-04  -1.727162E-04  -4.576744E-04   1.047219E-04  -1.642419E-04  -2.717603E-05   1.158944E-04   5.186121E-05   1.066031E-04  -3.038992E-05  -6.564566E-05  -2.671146E-05
      5.0000         8.812692E-03  -1.441718E-04   1.085966E-02   1.211456E-03  -2.332779E-03  -2.192109E-03  -1.503223E-03   7.047390E-04   6.676984E-04   1.020668E-03   8.287998E-05  -6.267133E-04  -1.526718E-04  -2.583549E-04   1.155473E-04   2.368787E-04   5.355601E-06   4.088350E-05  -8.098021E-05  -4.406720E-05   2.441737E-05
      5.2500         8.085979E-03  -4.089763E-04   1.116577E-02   1.416736E-03  -1.370058E-03  -1.896638E-03  -2.020740E-03   2.425961E-04   3.837064E-04   1.190704E-03   3.384911E-04  -5.513488E-04  -1.485449E-04  -3.191966E-04   9.581557E-05   2.674507E-04  -1.759824E-05   5.752013E-06  -8.739999E-05  -5.023792E-05   4.754301E-05
      5.5000         7.370456E-03  -6.990817E-04   1.121828E-02   1.439694E-03  -3.078512E-04  -1.330948E-03  -2.118609E-03  -9.162755E-05  -1.863997E-04   9.631376E-04   4.009179E-04  -3.435295E-04   5.896186E-05  -2.691535E-04   6.247073E-05   2.538649E-04  -2.171883E-05  -1.678306E-05  -1.189768E-04  -9.253888E-05   3.626983E-05
      5.7500         6.665987E-03  -9.995310E-04   1.107003E-02   1.344362E-03   7.706476E-04  -6.917528E-04  -1.975976E-03  -3.401908E-04  -8.240684E-04   5.942051E-04   3.894675E-04  -4.408327E-05   3.766467E-04  -1.643647E-04  -4.051042E-05   9.122442E-05  -1.199815E-04  -8.366533E-06  -5.183281E-05  -4.133433E-05   5.453218E-05
      6.0000         5.989296E-03  -1.280698E-03   1.072461E-02   1.079431E-03   1.693500E-03  -1.295536E-04  -1.579344E-03  -3.422467E-04  -1.234335E-03   2.537244E-04   2.024143E-04   7.611185E-05   5.253183E-04  -6.413089E-05  -5.272392E-05   1.747799E-05  -1.550637E-04   8.123797E-06  -5.532426E-06  -1.653099E-05   5.404172E-05
      6.2500         5.345182E-03  -1.528477E-03   1.017701E-02   6.200011E-04   2.331550E-03   1.259926E-04  -1.059296E-03  -1.983418E-04  -1.302369E-03   8.673042E-05  -5.147844E-06   1.303262E-04   4.612437E-04  -6.206766E-06  -2.883602E-05  -3.159284E-06  -1.223135E-04   1.284809E-05   1.514607E-05  -1.101370E-05   4.056285E-05
      6.5000         4.741670E-03  -1.721168E-03   9.483071E-03   4.436703E-05   2.681469E-03   8.646003E-05  -5.007031E-04  -1.505053E-05  -1.101497E-03   1.138228E-04  -1.872412E-04   1.681450E-04   2.592489E-04   1.784431E-05   2.680920E-06  -1.103025E-05  -5.497118E-05   5.591192E-06   2.638732E-05  -9.762526E-06   2.417263E-05
      6.7500         4.185777E-03  -1.830524E-03   8.714220E-03  -5.451453E-04   2.817447E-03  -6.399660E-05   2.593409E-05   1.313410E-04  -7.587352E-04   2.261576E-04  -3.520538E-04   1.972600E-04   5.272018E-06   3.857334E-05   2.830157E-05  -1.485785E-05   2.040657E-05  -8.113737E-06   3.523109E-05  -1.208121E-05   9.750119E-06
