j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 9 5 3.75478 41.8103 38.055517230403893 11.984803277518688 1.198479E+01 29.4649
2 10 6 6.67057 31.0909 24.420328230905085 11.831852235988974 1.183184E+01 24.9318
3 11 7 7.07164 25.2394 18.167764328911172 11.673805546670884 1.167377E+01 21.6076
4 12 8 6.86232 21.4167 14.554382799247456 11.533270171108974 1.153315E+01 19.0655
5 13 9 6.49014 18.6784 12.188256302419507 11.410111423812332 1.141010E+01 17.0586
6 14 10 6.08872 16.6015 10.512780926235676 11.302860170513704 1.130284E+01 15.434
7 15 11 5.70325 14.9632 9.2599533437374522 11.202375598050249 1.120216E+01 14.0919
8 16 12 5.3472 13.6330 8.2857970827313441 11.106662868778043 1.110663E+01 12.9646
9 17 13 5.02326 12.5288 7.5055404701233854 11.020787497824905 1.102078E+01 12.0042
10 18 14 4.73144 11.5959 6.8644649194200369 10.933260094889595 1.093297E+01 11.1763
11 19 15 4.46721 10.7963 6.3290884886034897 10.845366757730748 1.084514E+01 10.4553
12 20 16 4.22618 10.1026 5.8764239385556927 10.772583412859410 1.077241E+01 9.82163
13 21 17 4.01003 9.4947 5.4846695802508005 10.689948508982495 1.068987E+01 9.2604
14 22 18 3.81481 8.9574 5.1425881017948303 10.592471547890320 1.059175E+01 8.75983
15 23 19 3.63317 8.4787 4.8455251322195245 10.517353184045126 1.051643E+01 8.31061
16 24 20 3.46412 8.0495 4.5853849724391518 10.468252605558799 1.046815E+01 7.90522
17 25 21 3.31768 7.6623 4.3446214673720602 10.338375709943616 1.033729E+01 7.53753
18 26 22 3.17232 7.3111 4.1387849927523792 10.245608183764423 1.024472E+01 7.20253
19 27 23 3.04864 6.9912 3.9425573861879299 10.160818461506540 1.015965E+01 6.89604
20 28 24 2.91169 6.6984 3.7867139588849086 10.229423370710242 1.022930E+01 6.61457
21 29 25 2.79177 6.4294 3.6376333554684273 10.202570983740404 1.020150E+01 6.35517
22 30 26 2.66135 6.1814 3.5200453676602854 10.147237847293372 1.014692E+01 6.11536
23 31 27 2.55031 5.9520 3.4016900335190177 10.146928166037631 1.014693E+01 5.89298
24 32 28 2.49212 5.7392 3.2470837166820123 10.005981055125110 1.000394E+01 5.68621
25 33 29 2.37294 5.5412 3.1682619186244283 10.035052282067230 1.003412E+01 5.49346
26 34 30 2.33534 5.3565 3.0211588183641185 9.5824060550117540 9.581960E+00 5.31334
27 35 31 2.25038 5.1838 2.9334200712138641 9.5670112443873965 9.565836E+00 5.14466
28 36 32 2.17023 5.0220 2.8517668942753791 9.5503542912524129 9.547864E+00 4.98637
29 37 33 2.09984 4.8700 2.7701647285432172 9.2314371531149675 9.230465E+00 4.83752
30 38 34 2.05637 4.7270 2.6706281408043337 9.0334351362831793 9.032443E+00 4.6973
31 39 35 1.97917 4.5922 2.6130298101396257 8.9122296253928788 8.912027E+00 4.56498
32 40 36 1.86186 4.4650 2.6031362047959385 9.1219556528704366 9.121944E+00 4.43992
33 41 37 1.87831 4.3446 2.4662858598566824 8.5693900224179824 8.567987E+00 4.32152
34 42 38 1.81417 4.2306 2.4164250128767444 8.3832221028079168 8.382869E+00 4.20927
35 43 39 1.67636 4.1225 2.4461381335829384 8.1985352667898503 8.195925E+00 4.10271
36 44 40 1.58087 4.0197 2.4388315734574673 7.9315245290181302 7.929846E+00 4.00141
37 45 41 1.399 3.9220 2.5229952874127273 8.6075384111821354 8.606929E+00 3.90499
38 46 42 1.25139 3.8290 2.5776076083278578 9.2336845564253434 9.233093E+00 3.8131
39 47 43 1.56252 3.7402 2.1776821245120535 8.5304700961200108 8.529679E+00 3.72545
40 48 44 1.6121 3.6555 2.0434039982697523 9.0109649893101107 9.007072E+00 3.64173
41 49 45 1.7163 3.5746 1.8582990488636584 9.3855774176156732 9.381240E+00 3.56169
42 50 46 1.75577 3.4972 1.7414296163579062 8.7831906007784308 8.778225E+00 3.4851
