j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 8 4.5 3.9753 41.4096 37.434304699216149 11.250661644931757 1.125065E+01 30.3181
2 9 5.5 7.05351 30.6089 23.555394237607086 11.166447919081683 1.116640E+01 25.2651
3 10 6.5 7.48711 24.7292 17.242094238626898 11.083457926759808 1.108339E+01 21.6558
4 11 7.5 7.2741 20.9009 13.626795556084074 11.011195058417696 1.101115E+01 18.9488
5 12 8.5 6.88758 18.1680 11.280424657063278 10.946155113843730 1.094612E+01 16.8434
6 13 9.5 6.46925 16.1021 9.6328535190655540 10.886243683103507 1.088611E+01 15.159
7 14 10.5 6.06614 14.4775 8.4113635375564311 10.828974325071043 1.082895E+01 13.7809
8 15 11.5 5.69347 13.1623 7.4688274143227549 10.771947510134597 1.077175E+01 12.6325
9 16 12.5 5.35382 12.0734 6.7195833107436691 10.717373236345267 1.071728E+01 11.6608
10 17 13.5 5.04646 11.1557 6.1092426736043048 10.663050492071596 1.066302E+01 10.8279
11 18 14.5 4.76907 10.3710 5.6019344756156046 10.602811125150005 1.060281E+01 10.106
12 19 15.5 4.51714 9.6916 5.1744641802791298 10.545175812183306 1.054491E+01 9.4744
13 20 16.5 4.28873 9.0974 4.8086732613705703 10.489815001664329 1.048978E+01 8.91708
14 21 17.5 4.08189 8.5731 4.4912056694554270 10.422105610074190 1.042206E+01 8.42169
15 22 18.5 3.89131 8.1068 4.2154908995014866 10.358483888445257 1.035834E+01 7.97844
16 23 19.5 3.71698 7.6893 3.9723168962781013 10.303163089238360 1.030264E+01 7.57952
17 24 20.5 3.55775 7.3132 3.7554524344773852 10.240519208291836 1.023903E+01 7.21859
18 25 21.5 3.41021 6.9726 3.5623893900149683 10.163995043850885 1.016282E+01 6.89047
19 26 22.5 3.27081 6.6627 3.3918852664944019 10.092448304414653 1.009239E+01 6.59089
20 27 23.5 3.1462 6.3794 3.2331979062648082 10.009446782475237 1.000834E+01 6.31627
21 28 24.5 3.02958 6.1194 3.0898152624303488 9.9380607049691125 9.937949E+00 6.06362
22 29 25.5 2.92606 5.8799 2.9538361846766996 9.8232733615676402 9.820812E+00 5.8304
23 30 26.5 2.81963 5.6586 2.8389653967512141 9.8218486884380667 9.819903E+00 5.61446
24 31 27.5 2.72115 5.4535 2.7323489837344486 9.8165267066205910 9.815084E+00 5.41394
25 32 28.5 2.62636 5.2628 2.6364445613269001 9.7037222767880387 9.701779E+00 5.22725
26 33 29.5 2.52358 5.0851 2.5615193056322449 9.6596859671914359 9.657477E+00 5.05301
27 34 30.5 2.46094 4.9191 2.4581568435716923 9.4360265142263344 9.433250E+00 4.89001
28 35 31.5 2.3831 4.7636 2.3804953909143989 9.4407366809618694 9.440089E+00 4.7372
29 36 32.5 2.32385 4.6177 2.2938496724900399 9.2929098193071180 9.292841E+00 4.59365
30 37 33.5 2.26401 4.4806 2.2165874649286663 9.2446837000884976 9.244146E+00 4.45854
31 38 34.5 2.21055 4.3513 2.1407523017351329 8.9275164769317374 8.924112E+00 4.33115
32 39 35.5 2.13304 4.2294 2.0963556319398520 8.8067775951222380 8.806750E+00 4.21084
33 40 36.5 2.10181 4.1141 2.0122872730128867 8.3995521591054434 8.399225E+00 4.09704
34 41 37.5 2.02678 4.0050 1.9782220163159692 8.4326932783995527 8.431658E+00 3.98922
35 42 38.5 1.99474 3.9015 1.9067559646307266 7.9843948965242024 7.984291E+00 3.88693
36 43 39.5 1.97138 3.8033 1.8319227286449131 7.7805932260923463 7.778117E+00 3.78976
37 44 40.5 1.92412 3.7099 1.7857777625789033 7.7294807303067898 7.728976E+00 3.69733
38 45 41.5 1.8516 3.6209 1.7693002185395272 7.5399367802105743 7.537659E+00 3.60929
39 46 42.5 1.82794 3.5362 1.7082644937286464 7.4426755676967664 7.442497E+00 3.52536
40 47 43.5 1.62216 3.4554 1.8332438127507868 8.7079912124741696 8.705120E+00 3.44524
41 48 44.5 1.53989 3.3781 1.8382123920191542 8.5490398720105549 8.545377E+00 3.36868
42 49 45.5 1.8641 3.3043 1.4402038788951945 8.6468988719422715 8.639475E+00 3.29544
43 50 46.5 1.83536 3.2336 1.3982352887946821 9.0381449904063782 9.038129E+00 3.22533
