j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 19 10 5.91968 43.4915 37.571819788559999 1.6213927565600004 1.621392E+00 23.151
2 20 11 9.46694 33.2109 23.743963537364305 1.6013901763445293 1.601384E+00 21.1379
3 21 12 10.1302 27.5750 17.444784780199893 1.5811385999597001 1.581127E+00 19.4468
4 22 13 10.0285 23.8610 13.832516650623388 1.5638455316224364 1.563836E+00 18.0063
5 23 14 9.69044 21.1713 11.480857623285392 1.5459734391206059 1.545969E+00 16.7645
6 24 15 9.27418 19.1066 9.8324242922261575 1.5302843233433678 1.530267E+00 15.6829
7 25 16 8.84945 17.4576 8.6081537909966919 1.5165355236298206 1.516534E+00 14.7324
8 26 17 8.44614 16.1021 7.6559554625611117 1.5017776953295150 1.501726E+00 13.8906
9 27 18 8.05878 14.9632 6.9044176817205845 1.4873168563852706 1.487316E+00 13.1398
10 28 19 7.6751 13.9897 6.3145980106451622 1.4913049429846845 1.491297E+00 12.4659
11 29 20 7.36493 13.1458 5.7808732455738321 1.4629323026940682 1.462916E+00 11.8578
12 30 21 7.04782 12.4058 5.3579805361775419 1.4565104797725126 1.456420E+00 11.3063
13 31 22 6.77728 11.7507 4.9734244319265031 1.4328359014736440 1.432794E+00 10.8038
14 32 23 6.39098 11.1658 4.7748204090863533 1.5430711527976466 1.543029E+00 10.3441
15 33 24 6.19142 10.6400 4.4485815830153390 1.4757775152472099 1.475599E+00 9.92185
16 34 25 5.86791 10.1642 4.2962882040954034 1.5383020231291880 1.538301E+00 9.53276
17 35 26 5.70484 9.7315 4.0266582976957919 1.5373892922880670 1.537322E+00 9.17303
18 36 27 5.39977 9.3359 3.9361329427637646 1.6607884288753674 1.660653E+00 8.83947
19 37 28 5.17921 8.9726 3.7933932163295352 1.7325765526517001 1.732572E+00 8.52931
20 38 29 5.02212 8.6378 3.6156817603037128 1.5186835957504956 1.518657E+00 8.24018
21 39 30 4.85922 8.3281 3.4688842425407973 1.5546130376668903 1.554498E+00 7.97001
22 40 31 4.58541 8.0407 3.4552883234359051 1.5500803147747966 1.549853E+00 7.717
23 41 32 4.52524 7.7731 3.2478565977469960 1.6531896407889017 1.652855E+00 7.47955
24 42 33 4.45212 7.5234 3.0712847771998950 1.6119772358907949 1.611850E+00 7.25628
25 43 34 4.30822 7.2897 2.9814849487700377 1.5172394390300366 1.517187E+00 7.04595
26 44 35 4.05827 7.0706 3.0123319403575870 1.4102297925255678 1.410209E+00 6.84748
27 45 36 4.05001 6.8646 2.8145941273297623 1.4453768046380089 1.445341E+00 6.65987
28 46 37 3.96944 6.6706 2.7011628846699907 1.6456969982966634 1.645697E+00 6.48228
29 47 38 4.01922 6.4875 2.4682823621376033 1.5913960688689470 1.591148E+00 6.31391
30 48 39 3.81149 6.3145 2.5030061225270104 1.5460003262399360 1.545998E+00 6.15406
31 49 40 3.93057 6.1506 2.2200329753840937 1.6361555719525569 1.636021E+00 6.00211
32 50 41 3.81315 5.9953 2.1821471744403773 1.7345946323648829 1.734481E+00 5.85748
