j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 10 5.5 4.68389 42.1304 37.446505747678238 9.1071155484320379 9.107100E+00 28.6479
2 11 6.5 7.90769 31.4822 23.574507057574959 9.0248642801314656 9.024853E+00 24.5553
3 12 7.5 8.39048 25.6589 17.268417672795170 8.9433032452448469 8.943271E+00 21.4859
4 13 8.5 8.18627 21.8454 13.659133195464863 8.8706507998057518 8.870566E+00 19.0986
5 14 9.5 7.78862 19.1066 11.317980229999893 8.8046617431017147 8.804638E+00 17.1887
6 15 10.5 7.34967 17.0239 9.6742276734076391 8.7432306143434264 8.743165E+00 15.6261
7 16 11.5 6.92118 15.3768 8.4556192963515269 8.6843005697700288 8.684049E+00 14.3239
8 17 12.5 6.52032 14.0362 7.5158837207657871 8.6286037816876178 8.628563E+00 13.2221
9 18 13.5 6.15341 12.9210 6.7675941866131719 8.5725215389936906 8.572316E+00 12.2777
10 19 14.5 5.81878 11.9767 6.1579167688004883 8.5146066876085307 8.514192E+00 11.4592
11 20 15.5 5.51339 11.1658 5.6524072303770012 8.4609485587980835 8.460325E+00 10.743
12 21 16.5 5.23558 10.4611 5.2255248919216166 8.4090552756392007 8.408845E+00 10.111
13 22 17.5 4.98289 9.8425 4.8596050342406718 8.3493834679516272 8.348786E+00 9.5493
14 23 18.5 4.75077 9.2948 4.5440309060312867 8.2900515841029900 8.289234E+00 9.0467
15 24 19.5 4.53757 8.8062 4.2686311194940654 8.2409635737098608 8.240504E+00 8.59437
16 25 20.5 4.34574 8.3675 4.0217574657457886 8.1653935960603707 8.165144E+00 8.18511
17 26 21.5 4.16696 7.9712 3.8042415312082345 8.0819073651751197 8.081897E+00 7.81306
18 27 22.5 4.00252 7.6114 3.6088793531829011 8.0146179754778064 8.014568E+00 7.47336
19 28 23.5 3.84576 7.2832 3.4374422502094086 7.9788558340557900 7.977866E+00 7.16197
20 29 24.5 3.70271 6.9825 3.2797936925379809 7.9015794349066466 7.901271E+00 6.87549
21 30 25.5 3.55086 6.7060 3.1551429886591702 7.9818253902104681 7.980190E+00 6.61105
22 31 26.5 3.43574 6.4509 3.0151628686275203 7.8853854267980257 7.885179E+00 6.3662
23 32 27.5 3.30974 6.2146 2.9048584953928520 7.8222722504171571 7.822250E+00 6.13883
24 33 28.5 3.17673 5.9953 2.8185704858428622 7.8715471035803048 7.871197E+00 5.92715
25 34 29.5 3.09612 5.7911 2.6949781760669578 7.5970092350477394 7.596982E+00 5.72958
26 35 30.5 2.98829 5.6004 2.6121131409763008 7.5832559113724942 7.583089E+00 5.54475
27 36 31.5 2.91034 5.4220 2.5116550808740734 7.4768716032109763 7.476707E+00 5.37148
28 37 32.5 2.82947 5.2548 2.4253323306408974 7.5271337465988672 7.526290E+00 5.20871
29 38 33.5 2.7724 5.0976 2.3252037325429202 7.1851807812648332 7.184307E+00 5.05551
30 39 34.5 2.67563 4.9496 2.2739680312976698 7.1367448241587317 7.135806E+00 4.91107
31 40 35.5 2.63013 4.8100 2.1798696820730781 6.7216423816216659 6.721061E+00 4.77465
32 41 36.5 2.53618 4.6782 2.1420157663414066 6.6652170906114891 6.662573E+00 4.6456
33 42 37.5 2.48144 4.5534 2.0719633211906938 6.3679004785165896 6.366738E+00 4.52335
34 43 38.5 2.43259 4.4352 2.0026101999962358 6.4452946295303075 6.445284E+00 4.40737
35 44 39.5 2.38646 4.3229 1.9364427034230816 6.2455722782778595 6.243275E+00 4.29718
36 45 40.5 2.2873 4.2163 1.9289977899014252 6.1008844132580897 6.099482E+00 4.19237
37 46 41.5 2.25905 4.1148 1.8557519177963866 5.8527831672913031 5.849553E+00 4.09256
38 47 42.5 2.01854 4.0181 1.9995578424427154 6.9542565875087057 6.954256E+00 3.99738
39 48 43.5 1.92792 3.9258 1.9978840553618786 6.9540444548317852 6.954037E+00 3.90653
40 49 44.5 2.28776 3.8378 1.5500448643753992 7.1507052016293988 7.142956E+00 3.81972
41 50 45.5 2.24354 3.7536 1.5100562215914457 7.4004253036856662 7.400071E+00 3.73668
