j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 14 7.5 5.45666 42.9520 37.495342992568915 6.1700976220847341 6.170098E+00 25.8229
2 15 8.5 8.86836 32.5125 23.644140732116270 6.1010443030984458 6.101021E+00 22.9537
3 16 9.5 9.43892 26.7882 17.349283414139631 6.0311342048164240 6.031082E+00 20.6583
4 17 10.5 9.27418 23.0215 13.747318628481835 5.9669160269662633 5.966840E+00 18.7803
5 18 11.5 8.88924 20.3005 11.411264650118335 5.9080518938733269 5.908046E+00 17.2152
6 19 12.5 8.44652 18.2185 9.7719800112406272 5.8541381782857806 5.854088E+00 15.891
7 20 13.5 8.00637 16.5615 8.5551347672096600 5.7995722356833772 5.799406E+00 14.7559
8 21 14.5 7.5881 15.2045 7.6163991306537406 5.7466325581850777 5.746605E+00 13.7722
9 22 15.5 7.1974 14.0688 6.8714033723931740 5.7005906490703451 5.700488E+00 12.9114
10 23 16.5 6.83898 13.1016 6.2626170994154400 5.6528329870816343 5.652625E+00 12.1519
11 24 17.5 6.51082 12.2665 5.7556774033172360 5.6006488356264761 5.600307E+00 11.4768
12 25 18.5 6.20624 11.5370 5.3307595527185629 5.5565178050644608 5.556326E+00 10.8728
13 26 19.5 5.92478 10.8934 4.9686178258554534 5.5251400080411717 5.524914E+00 10.3291
14 27 20.5 5.67312 10.3209 4.6477752538716679 5.4639392622556571 5.463340E+00 9.83728
15 28 21.5 5.43292 9.8080 4.3750805874205785 5.4078010080221608 5.407622E+00 9.39013
16 29 22.5 5.2142 9.3454 4.1312031284799469 5.3596959712585592 5.359381E+00 8.98186
17 30 23.5 5.00211 8.9260 3.9238853536032448 5.3554691926440885 5.355266E+00 8.60762
18 31 24.5 4.81838 8.5437 3.7253232362712905 5.2850277937567807 5.284778E+00 8.26331
19 32 25.5 4.61864 8.1938 3.5751574108385373 5.3121678505030383 5.311911E+00 7.9455
20 33 26.5 4.48306 7.8722 3.3891352245144604 5.1841624506163928 5.184109E+00 7.65122
21 34 27.5 4.33648 7.5755 3.2390151324998251 5.1331282469411779 5.132365E+00 7.37796
22 35 28.5 4.14706 7.3008 3.1537433383093272 5.1974612541015013 5.196364E+00 7.12355
23 36 29.5 4.02921 7.0458 3.0165909703015275 5.0562224841645804 5.056069E+00 6.8861
24 37 30.5 3.88428 6.8084 2.9241214838683973 5.2401050942728320 5.239747E+00 6.66396
25 38 31.5 3.78595 6.5868 2.8008508338674973 5.0335518560261505 5.033551E+00 6.45571
26 39 32.5 3.69095 6.3794 2.6884464533904198 4.9280263828413302 4.927936E+00 6.26009
27 40 33.5 3.62397 6.1848 2.5608251149696715 4.6763757348657471 4.675297E+00 6.07597
28 41 34.5 3.4327 6.0020 2.5692999441188520 4.5784814911316714 4.577855E+00 5.90237
29 42 35.5 3.34983 5.8299 2.4800660851868082 4.3570166200330540 4.356747E+00 5.73841
30 43 36.5 3.2734 5.6674 2.3939973418089866 4.6045559926861150 4.604528E+00 5.58332
31 44 37.5 3.20654 5.5140 2.3074634229663027 4.4217062276994898 4.421661E+00 5.43639
32 45 38.5 3.11474 5.3687 2.2539606030666275 4.3479171881857974 4.346220E+00 5.297
33 46 39.5 3.05308 5.2309 2.1778171336799481 3.9630518072240992 3.962663E+00 5.16457
34 47 40.5 2.85318 5.1002 2.2470183448719494 4.4947357038533866 4.492833E+00 5.03861
35 48 41.5 2.72041 4.9759 2.2554912772559850 4.6555754370570543 4.653945E+00 4.91864
36 49 42.5 3.03954 4.8575 1.8179563868998001 4.9353248929068592 4.934823E+00 4.80425
37 50 43.5 2.98485 4.7448 1.7599454284549594 5.0988061346131364 5.096116E+00 4.69507
