j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 39 20 6.59943 44.2654 37.665969999519930 0.29052007225626819 2.905198E-01 17.229
2 40 21 10.2891 34.2449 23.955829955715927 0.30880554912237651 3.088044E-01 16.4277
3 41 22 11.2143 28.7743 17.559968450778133 0.28586338170281450 2.858618E-01 15.6976
4 42 23 11.0253 25.1750 14.149691858911160 0.30795198383796757 3.079480E-01 15.0296
5 43 24 11.1493 22.5680 11.418672434596083 0.26617550184738431 2.661747E-01 14.4161
6 44 25 10.6819 20.5638 9.8819363944923779 0.33513125757810242 3.351301E-01 13.8508
7 45 26 10.4269 18.9591 8.5321589879816884 0.28621144956065081 2.862072E-01 13.3281
8 46 27 9.87485 17.6357 7.7608466168160053 0.37842032693417343 3.784104E-01 12.8435
9 47 28 9.19685 16.5196 7.3227527677543973 0.32002885892963445 3.200257E-01 12.3928
10 48 29 9.22786 15.5614 6.3335398743180944 0.29282946083405231 2.928210E-01 11.9727
11 49 30 8.64833 14.7271 6.0787731615058078 0.32510836789077580 3.251044E-01 11.5802
12 50 31 8.46435 13.9921 5.5277497048431590 0.27776658470272086 2.777594E-01 11.2125
