#jbar theta B
24 86.8 7.6704776
24 86.9 7.6830281
24 87.0 7.7200581
24 87.1 7.7811236
24 87.2 7.8656329
24 87.3 7.9728503
24 87.4 8.1019009
24 87.5 8.2517766
24 87.6 8.4213419
24 87.7 8.6093419
24 87.8 8.8144100
24 87.9 9.0350764
24 88.0 9.2697777
24 88.1 9.5168664
24 88.2 9.7746217
24 88.3 10.0412602
24 88.4 10.3149467
24 88.5 10.5938062
24 88.6 10.8759354
24 88.7 11.1594146
24 88.8 11.4423196
24 88.9 11.7227339
24 89.0 11.9987602
24 89.1 12.2685328
24 89.2 12.5302287
24 89.3 12.7820789
24 89.4 13.0223798
24 89.5 13.2495030
24 89.6 13.4619062
24 89.7 13.6581419
24 89.8 13.8368669
24 89.9 13.9968503
24 90.0 14.1369810
24 90.1 14.2562747
24 90.2 14.3538795
24 90.3 14.4290817
24 90.4 14.4813094
24 90.5 14.5101366
24 90.6 14.5152851
24 90.7 14.4966265
24 90.8 14.4541829
24 90.9 14.3881262
24 91.0 14.2987774
24 91.1 14.1866044
24 91.2 14.0522184
24 91.3 13.8963709
24 91.4 13.7199482
24 91.5 13.5239663
24 91.6 13.3095638
24 91.7 13.0779956
24 91.8 12.8306245
24 91.9 12.5689125
24 92.0 12.2944123
24 92.1 12.0087570
24 92.2 11.7136501
24 92.3 11.4108550
24 92.4 11.1021839
24 92.5 10.7894863
24 92.6 10.4746382
24 92.7 10.1595297
24 92.8 9.8460536
24 92.9 9.5360936
24 93.0 9.2315128
24 93.1 8.9341419
24 93.2 8.6457681
24 93.3 8.3681237
24 93.4 8.1028760
24 93.5 7.8516164
24 93.6 7.6158510
24 93.7 7.3969911
24 93.8 7.1963446
24 93.9 7.0151080
24 94.0 6.8543590
24 94.1 6.7150500
24 94.2 6.5980020
24 94.3 6.5039001
24 94.4 6.4332887
24 94.5 6.3865690
24 94.6 6.3639957
24 94.7 6.3656765
24 94.8 6.3915706
24 94.9 6.4414896
24 95.0 6.5150988
24 95.1 6.6119190
24 95.2 6.7313299
24 95.3 6.8725736
24 95.4 7.0347600
24 95.5 7.2168719
24 95.6 7.4177714
24 95.7 7.6362075
24 95.8 7.8708231
24 95.9 8.1201643
24 96.0 8.3826888
24 96.1 8.6567760
24 96.2 8.9407367
24 96.3 9.2328238
24 96.4 9.5312430
24 96.5 9.8341642
24 96.6 10.1397324
24 96.7 10.4460798
24 96.8 10.7513365
24 96.9 11.0536430
24 97.0 11.3511611
24 97.1 11.6420854
24 97.2 11.9246544
24 97.3 12.1971614
24 97.4 12.4579651
24 97.5 12.7054996
24 97.6 12.9382839
24 97.7 13.1549313
24 97.8 13.3541576
24 97.9 13.5347890
24 98.0 13.6957695
24 98.1 13.8361671
24 98.2 13.9551796
24 98.3 14.0521391
24 98.4 14.1265167
24 98.5 14.1779247
24 98.6 14.2061199
24 98.7 14.2110040
24 98.8 14.1926248
24 98.9 14.1511754
24 99.0 14.0869926
24 99.1 14.0005555
24 99.2 13.8924813
24 99.3 13.7635221
24 99.4 13.6145599
24 99.5 13.4466007
24 99.6 13.2607684
24 99.7 13.0582975
24 99.8 12.8405254
24 99.9 12.6088838
24 100.0 12.3648900
24 100.1 12.1101367
24 100.2 11.8462827
24 100.3 11.5750420
24 100.4 11.2981731
24 100.5 11.0174679
24 100.6 10.7347407
24 100.7 10.4518165
24 100.8 10.1705196
24 100.9 9.8926624
24 101.0 9.6200335
24 101.1 9.3543871
24 101.2 9.0974314
24 101.3 8.8508184
24 101.4 8.6161330
24 101.5 8.3948835
24 101.6 8.1884918
24 101.7 7.9982848
24 101.8 7.8254856
24 101.9 7.6712062
24 102.0 7.5364404
24 102.1 7.4220573
24 102.2 7.3287960
24 102.3 7.2572611
24 102.4 7.2079185
24 102.5 7.1810925
24 102.6 7.1769640
24 102.7 7.1955690
24 102.8 7.2367982
24 102.9 7.3003982
24 103.0 7.3859721
24 103.1 7.4929828
24 103.2 7.6207557
24 103.3 7.7684831
24 103.4 7.9352290
24 103.5 8.1199352
24 103.6 8.3214274
24 103.7 8.5384226
24 103.8 8.7695375
24 103.9 9.0132962
24 104.0 9.2681403
24 104.1 9.5324379
24 104.2 9.8044941
24 104.3 10.0825615
24 104.4 10.3648508
24 104.5 10.6495423
24 104.6 10.9347972
24 104.7 11.2187690
24 104.8 11.4996147
24 104.9 11.7755072
24 105.0 12.0446457
24 105.1 12.3052677
24 105.2 12.5556598
24 105.3 12.7941684
24 105.4 13.0192103
24 105.5 13.2292825
24 105.6 13.4229716
24 105.7 13.5989630
24 105.8 13.7560490
24 105.9 13.8931368
24 106.0 14.0092549
24 106.1 14.1035599
24 106.2 14.1753416
24 106.3 14.2240278
24 106.4 14.2491879
24 106.5 14.2505361
24 106.6 14.2279329
24 106.7 14.1813868
24 106.8 14.1110541
24 106.9 14.0172380
24 107.0 13.9003877
24 107.1 13.7610950
24 107.2 13.6000915
24 107.3 13.4182438
24 107.4 13.2165489
24 107.5 12.9961279
24 107.6 12.7582193
24 107.7 12.5041718
24 107.8 12.2354358
24 107.9 11.9535548
24 108.0 11.6601563
24 108.1 11.3569415
24 108.2 11.0456751
24 108.3 10.7281745
24 108.4 10.4062989
24 108.5 10.0819378
24 108.6 9.7569992
24 108.7 9.4333985
24 108.8 9.1130461
24 108.9 8.7978360
24 109.0 8.4896342
24 109.1 8.1902671
24 109.2 7.9015102
24 109.3 7.6250773
24 109.4 7.3626096
24 109.5 7.1156661
24 109.6 6.8857133
24 109.7 6.6741165
24 109.8 6.4821313
24 109.9 6.3108955
24 110.0 6.1614222
24 110.1 6.0345936
24 110.2 5.9311549
24 110.3 5.8517103
24 110.4 5.7967184
24 110.5 5.7664899
24 110.6 5.7611851
24 110.7 5.7808129
24 110.8 5.8252303
24 110.9 5.8941439
24 111.0 5.9871104
24 111.1 6.1035403
24 111.2 6.2427005
24 111.3 6.4037190
24 111.4 6.5855902
24 111.5 6.7871805
24 111.6 7.0072357
24 111.7 7.2443880
24 111.8 7.4971646
24 111.9 7.7639967
24 112.0 8.0432286
24 112.1 8.3331279
24 112.2 8.6318965
24 112.3 8.9376809
24 112.4 9.2485837
24 112.5 9.5626755
24 112.6 9.8780061
24 112.7 10.1926170
24 112.8 10.5045530
24 112.9 10.8118743
24 113.0 11.1126685
24 113.1 11.4050620
24 113.2 11.6872319
24 113.3 11.9574169
24 113.4 12.2139283
24 113.5 12.4551606
24 113.6 12.6796006
24 113.7 12.8858380
24 113.8 13.0725728
24 113.9 13.2386244
24 114.0 13.3829384
24 114.1 13.5045931
24 114.2 13.6028056
24 114.3 13.6769364
24 114.4 13.7264938
24 114.5 13.7511364
24 114.6 13.7506760
24 114.7 13.7250784
24 114.8 13.6744640
24 114.9 13.5991070
24 115.0 13.4994338
24 115.1 13.3760207
24 115.2 13.2295906
24 115.3 13.0610080
24 115.4 12.8712747
24 115.5 12.6615230
24 115.6 12.4330093
24 115.7 12.1871063
24 115.8 11.9252949
24 115.9 11.6491548
24 116.0 11.3603551
24 116.1 11.0606440
24 116.2 10.7518386
24 116.3 10.4358130
24 116.4 10.1144873
24 116.5 9.7898161
24 116.6 9.4637758
24 116.7 9.1383530
24 116.8 8.8155322
24 116.9 8.4972835
24 117.0 8.1855505
24 117.1 7.8822384
24 117.2 7.5892022
24 117.3 7.3082351
24 117.4 7.0410576
24 117.5 6.7893069
24 117.6 6.5545264
24 117.7 6.3381565
24 117.8 6.1415256
24 117.9 5.9658413
24 118.0 5.8121837
24 118.1 5.6814977
24 118.2 5.5745879
24 118.3 5.4921128
24 118.4 5.4345810
24 118.5 5.4023477
24 118.6 5.3956127
24 118.7 5.4144183
24 118.8 5.4586496
24 118.9 5.5280347
24 119.0 5.6221460
24 119.1 5.7404029
24 119.2 5.8820753
24 119.3 6.0462875
24 119.4 6.2320238
24 119.5 6.4381343
24 119.6 6.6633421
24 119.7 6.9062507
24 119.8 7.1653525
24 119.9 7.4390380
24 120.0 7.7256057
24 120.1 8.0232720
24 120.2 8.3301826
24 120.3 8.6444233
24 120.4 8.9640321
24 120.5 9.2870109
24 120.6 9.6113381
24 120.7 9.9349802
24 120.8 10.2559054
24 120.9 10.5720951
24 121.0 10.8815568
24 121.1 11.1823363
24 121.2 11.4725298
24 121.3 11.7502956
24 121.4 12.0138652
24 121.5 12.2615550
24 121.6 12.4917760
24 121.7 12.7030439
24 121.8 12.8939889
24 121.9 13.0633634
24 122.0 13.2100504
24 122.1 13.3330705
24 122.2 13.4315879
24 122.3 13.5049158
24 122.4 13.5525211
24 122.5 13.5740275
24 122.6 13.5692183
24 122.7 13.5380378
24 122.8 13.4805922
24 122.9 13.3971487
24 123.0 13.2881347
24 123.1 13.1541347
24 123.2 12.9958877
24 123.3 12.8142824
24 123.4 12.6103524
24 123.5 12.3852695
24 123.6 12.1403374
24 123.7 11.8769835
24 123.8 11.5967505
24 123.9 11.3012871
24 124.0 10.9923382
24 124.1 10.6717342
24 124.2 10.3413799
24 124.3 10.0032433
24 124.4 9.6593433
24 124.5 9.3117377
24 124.6 8.9625106
24 124.7 8.6137595
24 124.8 8.2675830
24 124.9 7.9260675
24 125.0 7.5912745
24 125.1 7.2652285
24 125.2 6.9499038
24 125.3 6.6472131
24 125.4 6.3589953
24 125.5 6.0870043
24 125.6 5.8328983
24 125.7 5.5982291
24 125.8 5.3844333
24 125.9 5.1928227
24 126.0 5.0245762
24 126.1 4.8807330
24 126.2 4.7621853
24 126.3 4.6696732
24 126.4 4.6037799
24 126.5 4.5649278
24 126.6 4.5533760
24 126.7 4.5692181
24 126.8 4.6123819
24 126.9 4.6826294
24 127.0 4.7795581
24 127.1 4.9026033
24 127.2 5.0510414
24 127.3 5.2239939
24 127.4 5.4204330
24 127.5 5.6391874
24 127.6 5.8789495
24 127.7 6.1382833
24 127.8 6.4156325
24 127.9 6.7093307
24 128.0 7.0176110
24 128.1 7.3386168
24 128.2 7.6704128
24 128.3 8.0109975
24 128.4 8.3583145
24 128.5 8.7102658
24 128.6 9.0647240
24 128.7 9.4195458
24 128.8 9.7725847
24 128.9 10.1217046
24 129.0 10.4647924
24 129.1 10.7997715
24 129.2 11.1246141
24 129.3 11.4373543
24 129.4 11.7360995
24 129.5 12.0190427
24 129.6 12.2844734
24 129.7 12.5307884
24 129.8 12.7565014
24 129.9 12.9602528
24 130.0 13.1408178
24 130.1 13.2971142
24 130.2 13.4282094
24 130.3 13.5333259
24 130.4 13.6118467
24 130.5 13.6633191
24 130.6 13.6874576
24 130.7 13.6841461
24 130.8 13.6534386
24 130.9 13.5955591
24 131.0 13.5109007
24 131.1 13.4000230
24 131.2 13.2636492
24 131.3 13.1026617
24 131.4 12.9180969
24 131.5 12.7111390
24 131.6 12.4831130
24 131.7 12.2354766
24 131.8 11.9698115
24 131.9 11.6878136
24 132.0 11.3912831
24 132.1 11.0821132
24 132.2 10.7622785
24 132.3 10.4338235
24 132.4 10.0988493
24 132.5 9.7595012
24 132.6 9.4179556
24 132.7 9.0764061
24 132.8 8.7370507
24 132.9 8.4020775
24 133.0 8.0736516
24 133.1 7.7539017
24 133.2 7.4449066
24 133.3 7.1486824
24 133.4 6.8671702
24 133.5 6.6022236
24 133.6 6.3555971
24 133.7 6.1289354
24 133.8 5.9237627
24 133.9 5.7414731
24 134.0 5.5833220
24 134.1 5.4504177
24 134.2 5.3437146
24 134.3 5.2640067
24 134.4 5.2119225
24 134.5 5.1879210
24 134.6 5.1922880
24 134.7 5.2251344
24 134.8 5.2863952
24 134.9 5.3758291
24 135.0 5.4930200
24 135.1 5.6373791
24 135.2 5.8081480
24 135.3 6.0044032
24 135.4 6.2250614
24 135.5 6.4688858
24 135.6 6.7344934
24 135.7 7.0203632
24 135.8 7.3248453
24 135.9 7.6461709
24 136.0 7.9824626
24 136.1 8.3317462
24 136.2 8.6919622
24 136.3 9.0609787
24 136.4 9.4366041
24 136.5 9.8166008
24 136.6 10.1986986
24 136.7 10.5806086
24 136.8 10.9600376
24 136.9 11.3347020
24 137.0 11.7023418
24 137.1 12.0607351
24 137.2 12.4077114
24 137.3 12.7411650
24 137.4 13.0590690
24 137.5 13.3594870
24 137.6 13.6405860
24 137.7 13.9006473
24 137.8 14.1380783
24 137.9 14.3514217
24 138.0 14.5393655
24 138.1 14.7007512
24 138.2 14.8345814
24 138.3 14.9400263
24 138.4 15.0164295
24 138.5 15.0633121
24 138.6 15.0803766
24 138.7 15.0675091
24 138.8 15.0247801
24 138.9 14.9524453
24 139.0 14.8509438
24 139.1 14.7208964
24 139.2 14.5631023
24 139.3 14.3785342
24 139.4 14.1683335
24 139.5 13.9338031
24 139.6 13.6764003
24 139.7 13.3977279
24 139.8 13.0995253
24 139.9 12.7836576
24 140.0 12.4521048
24 140.1 12.1069500
24 140.2 11.7503667
24 140.3 11.3846058
24 140.4 11.0119822
24 140.5 10.6348603
24 140.6 10.2556399
24 140.7 9.8767416
24 140.8 9.5005919
24 140.9 9.1296083
24 141.0 8.7661842
24 141.1 8.4126748
24 141.2 8.0713815
24 141.3 7.7445387
24 141.4 7.4342989
24 141.5 7.1427198
24 141.6 6.8717514
24 141.7 6.6232231
24 141.8 6.3988329
24 141.9 6.2001360
24 142.0 6.0285349
24 142.1 5.8852704
24 142.2 5.7714137
24 142.3 5.6878587
24 142.4 5.6353165
24 142.5 5.6143102
24 142.6 5.6251711
24 142.7 5.6680362
24 142.8 5.7428463
24 142.9 5.8493466
24 143.0 5.9870864
24 143.1 6.1554225
24 143.2 6.3535215
24 143.3 6.5803650
24 143.4 6.8347545
24 143.5 7.1153191
24 143.6 7.4205224
24 143.7 7.7486718
24 143.8 8.0979286
24 143.9 8.4663182
24 144.0 8.8517420
24 144.1 9.2519900
24 144.2 9.6647538
24 144.3 10.0876403
24 144.4 10.5181860
24 144.5 10.9538724
24 144.6 11.3921404
24 144.7 11.8304063
24 144.8 12.2660777
24 144.9 12.6965687
24 145.0 13.1193163
24 145.1 13.5317958
24 145.2 13.9315366
24 145.3 14.3161372
24 145.4 14.6832805
24 145.5 15.0307478
24 145.6 15.3564330
24 145.7 15.6583558
24 145.8 15.9346741
24 145.9 16.1836959
24 146.0 16.4038899
24 146.1 16.5938957
24 146.2 16.7525325
24 146.3 16.8788069
24 146.4 16.9719198
24 146.5 17.0312716
24 146.6 17.0564669
24 146.7 17.0473176
24 146.8 17.0038445
24 146.9 16.9262780
24 147.0 16.8150576
24 147.1 16.6708297
24 147.2 16.4944444
24 147.3 16.2869514
24 147.4 16.0495936
24 147.5 15.7838009
24 147.6 15.4911817
24 147.7 15.1735137
24 147.8 14.8327341
24 147.9 14.4709278
24 148.0 14.0903155
24 148.1 13.6932407
24 148.2 13.2821555
24 148.3 12.8596067
24 148.4 12.4282197
24 148.5 11.9906838
24 148.6 11.5497352
24 148.7 11.1081411
24 148.8 10.6686825
24 148.9 10.2341377
24 149.0 9.8072652
24 149.1 9.3907870
24 149.2 8.9873715
24 149.3 8.5996177
24 149.4 8.2300387
24 149.5 7.8810463
24 149.6 7.5549362
24 149.7 7.2538729
24 149.8 6.9798773
24 149.9 6.7348127
24 150.0 6.5203738
24 150.1 6.3380756
24 150.2 6.1892436
24 150.3 6.0750049
24 150.4 5.9962811
24 150.5 5.9537819
24 150.6 5.9480001
24 150.7 5.9792077
24 150.8 6.0474541
24 150.9 6.1525646
24 151.0 6.2941410
24 151.1 6.4715634
24 151.2 6.6839932
24 151.3 6.9303777
24 151.4 7.2094557
24 151.5 7.5197648
24 151.6 7.8596496
24 151.7 8.2272713
24 151.8 8.6206184
24 151.9 9.0375184
24 152.0 9.4756509
24 152.1 9.9325613
24 152.2 10.4056752
24 152.3 10.8923143
24 152.4 11.3897120
24 152.5 11.8950307
24 152.6 12.4053786
24 152.7 12.9178278
24 152.8 13.4294316
24 152.9 13.9372433
24 153.0 14.4383338
24 153.1 14.9298101
24 153.2 15.4088331
24 153.3 15.8726354
24 153.4 16.3185388
24 153.5 16.7439710
24 153.6 17.1464816
24 153.7 17.5237584
24 153.8 17.8736418
24 153.9 18.1941384
24 154.0 18.4834348
24 154.1 18.7399089
24 154.2 18.9621406
24 154.3 19.1489221
24 154.4 19.2992652
24 154.5 19.4124094
24 154.6 19.4878267
24 154.7 19.5252259
24 154.8 19.5245559
24 154.9 19.4860066
24 155.0 19.4100086
24 155.1 19.2972319
24 155.2 19.1485827
24 155.3 18.9651984
24 155.4 18.7484419
24 155.5 18.4998940
24 155.6 18.2213446
24 155.7 17.9147823
24 155.8 17.5823831
24 155.9 17.2264977
24 156.0 16.8496374
24 156.1 16.4544595
24 156.2 16.0437513
24 156.3 15.6204134
24 156.4 15.1874419
24 156.5 14.7479105
24 156.6 14.3049515
24 156.7 13.8617364
24 156.8 13.4214566
24 156.9 12.9873033
24 157.0 12.5624477
24 157.1 12.1500209
24 157.2 11.7530941
24 157.3 11.3746591
24 157.4 11.0176093
24 157.5 10.6847207
24 157.6 10.3786340
24 157.7 10.1018373
24 157.8 9.8566494
24 157.9 9.6452047
24 158.0 9.4694382
24 158.1 9.3310724
24 158.2 9.2316053
24 158.3 9.1722991
24 158.4 9.1541713
24 158.5 9.1779865
24 158.6 9.2442499
24 158.7 9.3532024
24 158.8 9.5048173
24 158.9 9.6987988
24 159.0 9.9345817
24 159.1 10.2113330
24 159.2 10.5279555
24 159.3 10.8830925
24 159.4 11.2751345
24 159.5 11.7022271
24 159.6 12.1622812
24 159.7 12.6529838
24 159.8 13.1718112
24 159.9 13.7160425
24 160.0 14.2827756
24 160.1 14.8689434
24 160.2 15.4713319
24 160.3 16.0865989
24 160.4 16.7112938
24 160.5 17.3418778
24 160.6 17.9747457
24 160.7 18.6062477
24 160.8 19.2327109
24 160.9 19.8504631
24 161.0 20.4558545
24 161.1 21.0452811
24 161.2 21.6152072
24 161.3 22.1621880
24 161.4 22.6828916
24 161.5 23.1741206
24 161.6 23.6328331
24 161.7 24.0561630
24 161.8 24.4414389
24 161.9 24.7862029
24 162.0 25.0882270
24 162.1 25.3455298
24 162.2 25.5563902
24 162.3 25.7193610
24 162.4 25.8332801
24 162.5 25.8972803
24 162.6 25.9107978
24 162.7 25.8735782
24 162.8 25.7856812
24 162.9 25.6474834
24 163.0 25.4596791
24 163.1 25.2232791
24 163.2 24.9396077
24 163.3 24.6102977
24 163.4 24.2372841
24 163.5 23.8227944
24 163.6 23.3693388
24 163.7 22.8796978
24 163.8 22.3569077
24 163.9 21.8042451
24 164.0 21.2252095
24 164.1 20.6235044
24 164.2 20.0030171
24 164.3 19.3677972
24 164.4 18.7220337
24 164.5 18.0700315
24 164.6 17.4161863
24 164.7 16.7649595
24 164.8 16.1208521
24 164.9 15.4883777
24 165.0 14.8720360
24 165.1 14.2762856
24 165.2 13.7055167
24 165.3 13.1640242
24 165.4 12.6559811
24 165.5 12.1854124
24 165.6 11.7561690
24 165.7 11.3719034
24 165.8 11.0360456
24 165.9 10.7517804
24 166.0 10.5220255
24 166.1 10.3494118
24 166.2 10.2362640
24 166.3 10.1845841
24 166.4 10.1960358
24 166.5 10.2719307
24 166.6 10.4132172
24 166.7 10.6204704
24 166.8 10.8938850
24 166.9 11.2332700
24 167.0 11.6380450
24 167.1 12.1072403
24 167.2 12.6394974
24 167.3 13.2330735
24 167.4 13.8858469
24 167.5 14.5953258
24 167.6 15.3586586
24 167.7 16.1726468
24 167.8 17.0337598
24 167.9 17.9381522
24 168.0 18.8816830
24 168.1 19.8599363
24 168.2 20.8682442
24 168.3 21.9017118
24 168.4 22.9552431
24 168.5 24.0235689
24 168.6 25.1012756
24 168.7 26.1828353
24 168.8 27.2626377
24 168.9 28.3350212
24 169.0 29.3943065
24 169.1 30.4348292
24 169.2 31.4509738
24 169.3 32.4372073
24 169.4 33.3881125
24 169.5 34.2984219
24 169.6 35.1630503
24 169.7 35.9771271
24 169.8 36.7360281
24 169.9 37.4354058
24 170.0 38.0712185
24 170.1 38.6397586
24 170.2 39.1376792
24 170.3 39.5620181
24 170.4 39.9102214
24 170.5 40.1801642
24 170.6 40.3701691
24 170.7 40.4790231
24 170.8 40.5059916
24 170.9 40.4508299
24 171.0 40.3137926
24 171.1 40.0956398
24 171.2 39.7976411
24 171.3 39.4215764
24 171.4 38.9697343
24 171.5 38.4449073
24 171.6 37.8503849
24 171.7 37.1899427
24 171.8 36.4678299
24 171.9 35.6887537
24 172.0 34.8578606
24 172.1 33.9807155
24 172.2 33.0632785
24 172.3 32.1118786
24 172.4 31.1331860
24 172.5 30.1341812
24 172.6 29.1221228
24 172.7 28.1045133
24 172.8 27.0890630
24 172.9 26.0836525
24 173.0 25.0962936
24 173.1 24.1350896
24 173.2 23.2081939
24 173.3 22.3237682
24 173.4 21.4899404
24 173.5 20.7147616
24 173.6 20.0061635
24 173.7 19.3719157
24 173.8 18.8195831
24 173.9 18.3564844
24 174.0 17.9896508
24 174.1 17.7257861
24 174.2 17.5712279
24 174.3 17.5319101
24 174.4 17.6133271
24 174.5 17.8205000
24 174.6 18.1579446
24 174.7 18.6296415
24 174.8 19.2390089
24 174.9 19.9888778
24 175.0 20.8814694
24 175.1 21.9183765
24 175.2 23.1005461
24 175.3 24.4282665
24 175.4 25.9011573
24 175.5 27.5181613
24 175.6 29.2775417
24 175.7 31.1768807
24 175.8 33.2130827
24 175.9 35.3823804
24 176.0 37.6803439
24 176.1 40.1018936
24 176.2 42.6413160
24 176.3 45.2922831
24 176.4 48.0478743
24 176.5 50.9006022
24 176.6 53.8424402
24 176.7 56.8648538
24 176.8 59.9588345
24 176.9 63.1149354
24 177.0 66.3233103
24 177.1 69.5737539
24 177.2 72.8557447
24 177.3 76.1584894
24 177.4 79.4709688
24 177.5 82.7819850
24 177.6 86.0802101
24 177.7 89.3542355
24 177.8 92.5926215
24 177.9 95.7839482
24 178.0 98.9168655
24 178.1 101.9801440
24 178.2 104.9627248
24 178.3 107.8537693
24 178.4 110.6427075
24 178.5 113.3192861
24 178.6 115.8736146
24 178.7 118.2962102
24 178.8 120.5780407
24 178.9 122.7105660
24 179.0 124.6857768
24 179.1 126.4962309
24 179.2 128.1350881
24 179.3 129.5961406
24 179.4 130.8738421
24 179.5 131.9633331
24 179.6 132.8604632
24 179.7 133.5618103
24 179.8 134.0646961
24 179.9 134.3671988
24 180.0 134.4681617
25 0.0 6177.2954049
25 0.1 6174.7825692
25 0.2 6167.2500333
25 0.3 6154.7156902
25 0.4 6137.2092927
25 0.5 6114.7723510
25 0.6 6087.4579893
25 0.7 6055.3307628
25 0.8 6018.4664355
25 0.9 5976.9517196
25 1.0 5930.8839783
25 1.1 5880.3708923
25 1.2 5825.5300914
25 1.3 5766.4887544
25 1.4 5703.3831760
25 1.5 5636.3583055
25 1.6 5565.5672573
25 1.7 5491.1707954
25 1.8 5413.3367951
25 1.9 5332.2396829
25 2.0 5248.0598571
25 2.1 5160.9830925
25 2.2 5071.1999296
25 2.3 4978.9050531
25 2.4 4884.2966603
25 2.5 4787.5758227
25 2.6 4688.9458436
25 2.7 4588.6116135
25 2.8 4486.7789667
25 2.9 4383.6540403
25 3.0 4279.4426401
25 3.1 4174.3496134
25 3.2 4068.5782332
25 3.3 3962.3295949
25 3.4 3855.8020280
25 3.5 3749.1905252
25 3.6 3642.6861909
25 3.7 3536.4757106
25 3.8 3430.7408439
25 3.9 3325.6579423
25 4.0 3221.3974932
25 4.1 3118.1236926
25 4.2 3015.9940463
25 4.3 2915.1590029
25 4.4 2815.7616171
25 4.5 2717.9372469
25 4.6 2621.8132835
25 4.7 2527.5089153
25 4.8 2435.1349268
25 4.9 2344.7935320
25 5.0 2256.5782429
25 5.1 2170.5737729
25 5.2 2086.8559754
25 5.3 2005.4918165
25 5.4 1926.5393824
25 5.5 1850.0479201
25 5.6 1776.0579103
25 5.7 1704.6011737
25 5.8 1635.7010068
25 5.9 1569.3723487
25 6.0 1505.6219756
25 6.1 1444.4487236
25 6.2 1385.8437364
25 6.3 1329.7907382
25 6.4 1276.2663284
25 6.5 1225.2402984
25 6.6 1176.6759666
25 6.7 1130.5305316
25 6.8 1086.7554404
25 6.9 1045.2967709
25 7.0 1006.0956255
25 7.1 969.0885344
25 7.2 934.2078675
25 7.3 901.3822512
25 7.4 870.5369890
25 7.5 841.5944851
25 7.6 814.4746664
25 7.7 789.0954036
25 7.8 765.3729284
25 7.9 743.2222446
25 8.0 722.5575321
25 8.1 703.2925426
25 8.2 685.3409835
25 8.3 668.6168907
25 8.4 653.0349874
25 8.5 638.5110282
25 8.6 624.9621273
25 8.7 612.3070688
25 8.8 600.4665999
25 8.9 589.3637038
25 9.0 578.9238536
25 9.1 569.0752447
25 9.2 559.7490069
25 9.3 550.8793939
25 9.4 542.4039517
25 9.5 534.2636638
25 9.6 526.4030754
25 9.7 518.7703936
25 9.8 511.3175668
25 9.9 504.0003416
25 10.0 496.7782979
25 10.1 489.6148629
25 10.2 482.4773047
25 10.3 475.3367057
25 10.4 468.1679165
25 10.5 460.9494914
25 10.6 453.6636064
25 10.7 446.2959606
25 10.8 438.8356614
25 10.9 431.2750958
25 11.0 423.6097879
25 11.1 415.8382438
25 11.2 407.9617862
25 11.3 399.9843784
25 11.4 391.9124402
25 11.5 383.7546564
25 11.6 375.5217789
25 11.7 367.2264249
25 11.8 358.8828706
25 11.9 350.5068441
25 12.0 342.1153158
25 12.1 333.7262905
25 12.2 325.3586000
25 12.3 317.0316994
25 12.4 308.7654659
25 12.5 300.5800038
25 12.6 292.4954542
25 12.7 284.5318125
25 12.8 276.7087528
25 12.9 269.0454615
25 13.0 261.5604795
25 13.1 254.2715552
25 13.2 247.1955077
25 13.3 240.3481005
25 13.4 233.7439283
25 13.5 227.3963140
25 13.6 221.3172195
25 13.7 215.5171678
25 13.8 210.0051785
25 13.9 204.7887156
25 14.0 199.8736481
25 14.1 195.2642231
25 14.2 190.9630510
25 14.3 186.9711039
25 14.4 183.2877243
25 14.5 179.9106468
25 14.6 176.8360298
25 14.7 174.0584981
25 14.8 171.5711958
25 14.9 169.3658485
25 15.0 167.4328335
25 15.1 165.7612596
25 15.2 164.3390531
25 15.3 163.1530505
25 15.4 162.1890983
25 15.5 161.4321561
25 15.6 160.8664054
25 15.7 160.4753613
25 15.8 160.2419871
25 15.9 160.1488100
25 16.0 160.1780391
25 16.1 160.3116824
25 16.2 160.5316642
25 16.3 160.8199403
25 16.4 161.1586117
25 16.5 161.5300357
25 16.6 161.9169324
25 16.7 162.3024887
25 16.8 162.6704561
25 16.9 163.0052441
25 17.0 163.2920075
25 17.1 163.5167269
25 17.2 163.6662838
25 17.3 163.7285268
25 17.4 163.6923321
25 17.5 163.5476551
25 17.6 163.2855744
25 17.7 162.8983283
25 17.8 162.3793422
25 17.9 161.7232487
25 18.0 160.9258985
25 18.1 159.9843642
25 18.2 158.8969351
25 18.3 157.6631049
25 18.4 156.2835510
25 18.5 154.7601070
25 18.6 153.0957277
25 18.7 151.2944474
25 18.8 149.3613320
25 18.9 147.3024244
25 19.0 145.1246856
25 19.1 142.8359293
25 19.2 140.4447532
25 19.3 137.9604653
25 19.4 135.3930072
25 19.5 132.7528745
25 19.6 130.0510344
25 19.7 127.2988420
25 19.8 124.5079547
25 19.9 121.6902470
25 20.0 118.8577240
25 20.1 116.0224362
25 20.2 113.1963952
25 20.3 110.3914908
25 20.4 107.6194100
25 20.5 104.8915594
25 20.6 102.2189897
25 20.7 99.6123242
25 20.8 97.0816915
25 20.9 94.6366617
25 21.0 92.2861882
25 21.1 90.0385540
25 21.2 87.9013230
25 21.3 85.8812978
25 21.4 83.9844820
25 21.5 82.2160493
25 21.6 80.5803184
25 21.7 79.0807336
25 21.8 77.7198519
25 21.9 76.4993364
25 22.0 75.4199553
25 22.1 74.4815875
25 22.2 73.6832333
25 22.3 73.0230318
25 22.4 72.4982834
25 22.5 72.1054772
25 22.6 71.8403245
