#jbar theta B
5 8.9 1302.1709331
5 9.0 1299.1540112
5 9.1 1296.1093311
5 9.2 1293.0370817
5 9.3 1289.9374535
5 9.4 1286.8106388
5 9.5 1283.6568311
5 9.6 1280.4762257
5 9.7 1277.2690193
5 9.8 1274.0354102
5 9.9 1270.7755980
5 10.0 1267.4897840
5 10.1 1264.1781708
5 10.2 1260.8409626
5 10.3 1257.4783646
5 10.4 1254.0905840
5 10.5 1250.6778290
5 10.6 1247.2403092
5 10.7 1243.7782356
5 10.8 1240.2918207
5 10.9 1236.7812780
5 11.0 1233.2468225
5 11.1 1229.6886704
5 11.2 1226.1070393
5 11.3 1222.5021479
5 11.4 1218.8742162
5 11.5 1215.2234653
5 11.6 1211.5501177
5 11.7 1207.8543969
5 11.8 1204.1365276
5 11.9 1200.3967357
5 12.0 1196.6352481
5 12.1 1192.8522928
5 12.2 1189.0480991
5 12.3 1185.2228971
5 12.4 1181.3769181
5 12.5 1177.5103944
5 12.6 1173.6235592
5 12.7 1169.7166469
5 12.8 1165.7898926
5 12.9 1161.8435325
5 13.0 1157.8778038
5 13.1 1153.8929445
5 13.2 1149.8891935
5 13.3 1145.8667907
5 13.4 1141.8259765
5 13.5 1137.7669926
5 13.6 1133.6900811
5 13.7 1129.5954853
5 13.8 1125.4834489
5 13.9 1121.3542166
5 14.0 1117.2080337
5 14.1 1113.0451463
5 14.2 1108.8658011
5 14.3 1104.6702455
5 14.4 1100.4587277
5 14.5 1096.2314964
5 14.6 1091.9888008
5 14.7 1087.7308910
5 14.8 1083.4580175
5 14.9 1079.1704313
5 15.0 1074.8683839
5 15.1 1070.5521276
5 15.2 1066.2219150
5 15.3 1061.8779990
5 15.4 1057.5206333
5 15.5 1053.1500718
5 15.6 1048.7665689
5 15.7 1044.3703794
5 15.8 1039.9617585
5 15.9 1035.5409615
5 16.0 1031.1082445
5 16.1 1026.6638634
5 16.2 1022.2080749
5 16.3 1017.7411355
5 16.4 1013.2633022
5 16.5 1008.7748323
5 16.6 1004.2759831
5 16.7 999.7670122
5 16.8 995.2481775
5 16.9 990.7197367
5 17.0 986.1819481
5 17.1 981.6350696
5 17.2 977.0793596
5 17.3 972.5150763
5 17.4 967.9424782
5 17.5 963.3618235
5 17.6 958.7733708
5 17.7 954.1773783
5 17.8 949.5741045
5 17.9 944.9638076
5 18.0 940.3467459
5 18.1 935.7231774
5 18.2 931.0933602
5 18.3 926.4575522
5 18.4 921.8160111
5 18.5 917.1689944
5 18.6 912.5167596
5 18.7 907.8595637
5 18.8 903.1976638
5 18.9 898.5313164
5 19.0 893.8607779
5 19.1 889.1863045
5 19.2 884.5081519
5 19.3 879.8265756
5 19.4 875.1418307
5 19.5 870.4541719
5 19.6 865.7638536
5 19.7 861.0711297
5 19.8 856.3762537
5 19.9 851.6794787
5 20.0 846.9810573
5 20.1 842.2812415
5 20.2 837.5802829
5 20.3 832.8784327
5 20.4 828.1759414
5 20.5 823.4730589
5 20.6 818.7700346
5 20.7 814.0671173
5 20.8 809.3645551
5 20.9 804.6625957
5 21.0 799.9614859
5 21.1 795.2614718
5 21.2 790.5627990
5 21.3 785.8657122
5 21.4 781.1704556
5 21.5 776.4772725
5 21.6 771.7864053
5 21.7 767.0980960
5 21.8 762.4125854
5 21.9 757.7301137
5 22.0 753.0509202
5 22.1 748.3752434
5 22.2 743.7033209
5 22.3 739.0353894
5 22.4 734.3716846
5 22.5 729.7124415
5 22.6 725.0578939
5 22.7 720.4082749
5 22.8 715.7638164
5 22.9 711.1247495
5 23.0 706.4913042
5 23.1 701.8637094
5 23.2 697.2421931
5 23.3 692.6269822
5 23.4 688.0183025
5 23.5 683.4163786
5 23.6 678.8214343
5 23.7 674.2336921
5 23.8 669.6533732
5 23.9 665.0806979
5 24.0 660.5158853
5 24.1 655.9591532
5 24.2 651.4107182
5 24.3 646.8707959
5 24.4 642.3396005
5 24.5 637.8173449
5 24.6 633.3042409
5 24.7 628.8004989
5 24.8 624.3063281
5 24.9 619.8219363
5 25.0 615.3475303
5 25.1 610.8833150
5 25.2 606.4294945
5 25.3 601.9862713
5 25.4 597.5538465
5 25.5 593.1324200
5 25.6 588.7221901
5 25.7 584.3233537
5 25.8 579.9361065
5 25.9 575.5606425
5 26.0 571.1971545
5 26.1 566.8458336
5 26.2 562.5068696
5 26.3 558.1804508
5 26.4 553.8667638
5 26.5 549.5659940
5 26.6 545.2783251
5 26.7 541.0039392
5 26.8 536.7430171
5 26.9 532.4957377
5 27.0 528.2622788
5 27.1 524.0428161
5 27.2 519.8375242
5 27.3 515.6465757
5 27.4 511.4701418
5 27.5 507.3083920
5 27.6 503.1614943
5 27.7 499.0296150
5 27.8 494.9129186
5 27.9 490.8115681
5 28.0 486.7257248
5 28.1 482.6555483
5 28.2 478.6011966
5 28.3 474.5628258
5 28.4 470.5405905
5 28.5 466.5346436
5 28.6 462.5451360
5 28.7 458.5722172
5 28.8 454.6160348
5 28.9 450.6767346
5 29.0 446.7544607
5 29.1 442.8493556
5 29.2 438.9615597
5 29.3 435.0912118
5 29.4 431.2384491
5 29.5 427.4034067
5 29.6 423.5862180
5 29.7 419.7870147
5 29.8 416.0059266
5 29.9 412.2430815
5 30.0 408.4986059
5 30.1 404.7726238
5 30.2 401.0652579
5 30.3 397.3766288
5 30.4 393.7068553
5 30.5 390.0560543
5 30.6 386.4243410
5 30.7 382.8118285
5 30.8 379.2186284
5 30.9 375.6448499
5 31.0 372.0906008
5 31.1 368.5559868
5 31.2 365.0411117
5 31.3 361.5460775
5 31.4 358.0709843
5 31.5 354.6159303
5 31.6 351.1810116
5 31.7 347.7663228
5 31.8 344.3719562
5 31.9 340.9980024
5 32.0 337.6445502
5 32.1 334.3116861
5 32.2 330.9994950
5 32.3 327.7080599
5 32.4 324.4374617
5 32.5 321.1877795
5 32.6 317.9590904
5 32.7 314.7514697
5 32.8 311.5649906
5 32.9 308.3997245
5 33.0 305.2557409
5 33.1 302.1331073
5 33.2 299.0318892
5 33.3 295.9521503
5 33.4 292.8939524
5 33.5 289.8573552
5 33.6 286.8424167
5 33.7 283.8491927
5 33.8 280.8777374
5 33.9 277.9281028
5 34.0 275.0003390
5 34.1 272.0944944
5 34.2 269.2106152
5 34.3 266.3487459
5 34.4 263.5089290
5 34.5 260.6912049
5 34.6 257.8956125
5 34.7 255.1221883
5 34.8 252.3709674
5 34.9 249.6419824
5 35.0 246.9352646
5 35.1 244.2508430
5 35.2 241.5887448
5 35.3 238.9489954
5 35.4 236.3316182
5 35.5 233.7366346
5 35.6 231.1640644
5 35.7 228.6139254
5 35.8 226.0862334
5 35.9 223.5810024
5 36.0 221.0982446
5 36.1 218.6379703
5 36.2 216.2001880
5 36.3 213.7849041
5 36.4 211.3921234
5 36.5 209.0218488
5 36.6 206.6740813
5 36.7 204.3488202
5 36.8 202.0460628
5 36.9 199.7658046
5 37.0 197.5080394
5 37.1 195.2727592
5 37.2 193.0599540
5 37.3 190.8696122
5 37.4 188.7017203
5 37.5 186.5562631
5 37.6 184.4332235
5 37.7 182.3325828
5 37.8 180.2543204
5 37.9 178.1984140
5 38.0 176.1648395
5 38.1 174.1535711
5 38.2 172.1645814
5 38.3 170.1978410
5 38.4 168.2533190
5 38.5 166.3309828
5 38.6 164.4307978
5 38.7 162.5527281
5 38.8 160.6967360
5 38.9 158.8627819
5 39.0 157.0508249
5 39.1 155.2608221
5 39.2 153.4927292
5 39.3 151.7465002
5 39.4 150.0220874
5 39.5 148.3194415
5 39.6 146.6385118
5 39.7 144.9792456
5 39.8 143.3415890
5 39.9 141.7254862
5 40.0 140.1308802
5 40.1 138.5577122
5 40.2 137.0059218
5 40.3 135.4754472
5 40.4 133.9662250
5 40.5 132.4781904
5 40.6 131.0112770
5 40.7 129.5654169
5 40.8 128.1405408
5 40.9 126.7365778
5 41.0 125.3534557
5 41.1 123.9911007
5 41.2 122.6494377
5 41.3 121.3283901
5 41.4 120.0278800
5 41.5 118.7478279
5 41.6 117.4881530
5 41.7 116.2487733
5 41.8 115.0296051
5 41.9 113.8305638
5 42.0 112.6515630
5 42.1 111.4925152
5 42.2 110.3533317
5 42.3 109.2339223
5 42.4 108.1341956
5 42.5 107.0540589
5 42.6 105.9934184
5 42.7 104.9521787
5 42.8 103.9302435
5 42.9 102.9275152
5 43.0 101.9438949
5 43.1 100.9792826
5 43.2 100.0335771
5 43.3 99.1066760
5 43.4 98.1984758
5 43.5 97.3088718
5 43.6 96.4377584
5 43.7 95.5850285
5 43.8 94.7505741
5 43.9 93.9342864
5 44.0 93.1360550
5 44.1 92.3557689
5 44.2 91.5933158
5 44.3 90.8485825
5 44.4 90.1214548
5 44.5 89.4118173
5 44.6 88.7195540
5 44.7 88.0445475
5 44.8 87.3866799
5 44.9 86.7458319
5 45.0 86.1218838
5 45.1 85.5147145
5 45.2 84.9242022
5 45.3 84.3502245
5 45.4 83.7926576
5 45.5 83.2513774
5 45.6 82.7262586
5 45.7 82.2171752
5 45.8 81.7240004
5 45.9 81.2466067
5 46.0 80.7848657
5 46.1 80.3386483
5 46.2 79.9078247
5 46.3 79.4922644
5 46.4 79.0918361
5 46.5 78.7064078
5 46.6 78.3358470
5 46.7 77.9800203
5 46.8 77.6387939
5 46.9 77.3120332
5 47.0 76.9996030
5 47.1 76.7013676
5 47.2 76.4171906
5 47.3 76.1469352
5 47.4 75.8904638
5 47.5 75.6476386
5 47.6 75.4183210
5 47.7 75.2023720
5 47.8 74.9996521
5 47.9 74.8100214
5 48.0 74.6333395
5 48.1 74.4694654
5 48.2 74.3182580
5 48.3 74.1795755
5 48.4 74.0532759
5 48.5 73.9392168
5 48.6 73.8372553
5 48.7 73.7472482
5 48.8 73.6690522
5 48.9 73.6025234
5 49.0 73.5475177
5 49.1 73.5038908
5 49.2 73.4714981
5 49.3 73.4501946
5 49.4 73.4398353
5 49.5 73.4402747
5 49.6 73.4513675
5 49.7 73.4729678
5 49.8 73.5049299
5 49.9 73.5471075
5 50.0 73.5993547
5 50.1 73.6615250
5 50.2 73.7334720
5 50.3 73.8150492
5 50.4 73.9061102
5 50.5 74.0065081
5 50.6 74.1160963
5 50.7 74.2347281
5 50.8 74.3622568
5 50.9 74.4985355
5 51.0 74.6434177
5 51.1 74.7967565
5 51.2 74.9584054
5 51.3 75.1282177
5 51.4 75.3060470
5 51.5 75.4917467
5 51.6 75.6851707
5 51.7 75.8861726
5 51.8 76.0946065
5 51.9 76.3103263
5 52.0 76.5331865
5 52.1 76.7630413
5 52.2 76.9997454
5 52.3 77.2431537
5 52.4 77.4931212
5 52.5 77.7495032
5 52.6 78.0121552
5 52.7 78.2809330
5 52.8 78.5556928
5 52.9 78.8362909
5 53.0 79.1225841
5 53.1 79.4144292
5 53.2 79.7116838
5 53.3 80.0142054
5 53.4 80.3218522
5 53.5 80.6344826
5 53.6 80.9519554
5 53.7 81.2741299
5 53.8 81.6008657
5 53.9 81.9320230
5 54.0 82.2674622
5 54.1 82.6070444
5 54.2 82.9506310
5 54.3 83.2980841
5 54.4 83.6492660
5 54.5 84.0040396
5 54.6 84.3622686
5 54.7 84.7238169
5 54.8 85.0885491
5 54.9 85.4563303
5 55.0 85.8270263
5 55.1 86.2005032
5 55.2 86.5766281
5 55.3 86.9552684
5 55.4 87.3362923
5 55.5 87.7195685
5 55.6 88.1049664
5 55.7 88.4923560
5 55.8 88.8816082
5 55.9 89.2725943
5 56.0 89.6651865
5 56.1 90.0592575
5 56.2 90.4546810
5 56.3 90.8513310
5 56.4 91.2490827
5 56.5 91.6478118
5 56.6 92.0473947
5 56.7 92.4477089
5 56.8 92.8486322
5 56.9 93.2500435
5 57.0 93.6518225
5 57.1 94.0538497
5 57.2 94.4560063
5 57.3 94.8581744
5 57.4 95.2602370
5 57.5 95.6620778
5 57.6 96.0635815
5 57.7 96.4646337
5 57.8 96.8651208
5 57.9 97.2649300
5 58.0 97.6639495
5 58.1 98.0620685
5 58.2 98.4591769
5 58.3 98.8551658
5 58.4 99.2499269
5 58.5 99.6433531
5 58.6 100.0353381
5 58.7 100.4257767
5 58.8 100.8145646
5 58.9 101.2015983
5 59.0 101.5867756
5 59.1 101.9699951
5 59.2 102.3511564
5 59.3 102.7301602
5 59.4 103.1069080
5 59.5 103.4813026
5 59.6 103.8532476
5 59.7 104.2226477
5 59.8 104.5894088
5 59.9 104.9534376
5 60.0 105.3146420
5 60.1 105.6729309
5 60.2 106.0282143
5 60.3 106.3804032
5 60.4 106.7294098
5 60.5 107.0751473
5 60.6 107.4175299
5 60.7 107.7564732
5 60.8 108.0918935
5 60.9 108.4237085
5 61.0 108.7518369
5 61.1 109.0761986
5 61.2 109.3967144
5 61.3 109.7133065
5 61.4 110.0258980
5 61.5 110.3344134
5 61.6 110.6387779
5 61.7 110.9389184
5 61.8 111.2347625
5 61.9 111.5262391
5 62.0 111.8132784
5 62.1 112.0958114
5 62.2 112.3737707
5 62.3 112.6470897
5 62.4 112.9157033
5 62.5 113.1795471
5 62.6 113.4385584
5 62.7 113.6926753
5 62.8 113.9418373
5 62.9 114.1859849
5 63.0 114.4250599
5 63.1 114.6590052
5 63.2 114.8877651
5 63.3 115.1112849
5 63.4 115.3295110
5 63.5 115.5423911
5 63.6 115.7498743
5 63.7 115.9519106
5 63.8 116.1484513
5 63.9 116.3394489
5 64.0 116.5248571
5 64.1 116.7046307
5 64.2 116.8787260
5 64.3 117.0471001
5 64.4 117.2097116
5 64.5 117.3665202
5 64.6 117.5174867
5 64.7 117.6625733
5 64.8 117.8017432
5 64.9 117.9349610
5 65.0 118.0621923
5 65.1 118.1834041
5 65.2 118.2985643
5 65.3 118.4076424
5 65.4 118.5106088
5 65.5 118.6074351
5 65.6 118.6980943
5 65.7 118.7825603
5 65.8 118.8608085
5 65.9 118.9328153
5 66.0 118.9985583
5 66.1 119.0580163
5 66.2 119.1111694
5 66.3 119.1579986
5 66.4 119.1984863
5 66.5 119.2326161
5 66.6 119.2603727
5 66.7 119.2817418
5 66.8 119.2967106
5 66.9 119.3052673
5 67.0 119.3074012
5 67.1 119.3031028
5 67.2 119.2923637
5 67.3 119.2751769
5 67.4 119.2515362
5 67.5 119.2214368
5 67.6 119.1848749
5 67.7 119.1418479
5 67.8 119.0923543
5 67.9 119.0363937
5 68.0 118.9739669
5 68.1 118.9050758
5 68.2 118.8297233
5 68.3 118.7479135
5 68.4 118.6596516
5 68.5 118.5649439
5 68.6 118.4637978
5 68.7 118.3562218
5 68.8 118.2422254
5 68.9 118.1218192
5 69.0 117.9950150
5 69.1 117.8618254
5 69.2 117.7222643
5 69.3 117.5763466
5 69.4 117.4240883
5 69.5 117.2655061
5 69.6 117.1006182
5 69.7 116.9294436
5 69.8 116.7520023
5 69.9 116.5683153
5 70.0 116.3784048
5 70.1 116.1822938
5 70.2 115.9800063
5 70.3 115.7715674
5 70.4 115.5570031
5 70.5 115.3363404
5 70.6 115.1096073
5 70.7 114.8768327
5 70.8 114.6380465
5 70.9 114.3932794
5 71.0 114.1425633
5 71.1 113.8859308
5 71.2 113.6234155
5 71.3 113.3550519
5 71.4 113.0808754
5 71.5 112.8009223
5 71.6 112.5152298
5 71.7 112.2238360
5 71.8 111.9267798
5 71.9 111.6241010
5 72.0 111.3158403
5 72.1 111.0020391
5 72.2 110.6827399
5 72.3 110.3579857
5 72.4 110.0278205
5 72.5 109.6922891
5 72.6 109.3514372
5 72.7 109.0053110
5 72.8 108.6539577
5 72.9 108.2974253
5 73.0 107.9357624
5 73.1 107.5690185
5 73.2 107.1972438
5 73.3 106.8204892
5 73.4 106.4388063
5 73.5 106.0522475
5 73.6 105.6608658
5 73.7 105.2647151
5 73.8 104.8638497
5 73.9 104.4583247
5 74.0 104.0481960
5 74.1 103.6335200
5 74.2 103.2143538
5 74.3 102.7907550
5 74.4 102.3627821
5 74.5 101.9304940
5 74.6 101.4939501
5 74.7 101.0532108
5 74.8 100.6083366
5 74.9 100.1593890
5 75.0 99.7064298
5 75.1 99.2495214
5 75.2 98.7887267
5 75.3 98.3241093
5 75.4 97.8557331
5 75.5 97.3836627
5 75.6 96.9079631
5 75.7 96.4286998
5 75.8 95.9459387
5 75.9 95.4597463
5 76.0 94.9701895
5 76.1 94.4773356
5 76.2 93.9812525
5 76.3 93.4820082
5 76.4 92.9796714
5 76.5 92.4743111
5 76.6 91.9659966
5 76.7 91.4547978
5 76.8 90.9407848
5 76.9 90.4240279
5 77.0 89.9045982
5 77.1 89.3825667
5 77.2 88.8580049
5 77.3 88.3309845
5 77.4 87.8015778
5 77.5 87.2698570
5 77.6 86.7358948
5 77.7 86.1997641
5 77.8 85.6615381
5 77.9 85.1212902
5 78.0 84.5790940
5 78.1 84.0350234
5 78.2 83.4891524
5 78.3 82.9415554
5 78.4 82.3923067
5 78.5 81.8414810
5 78.6 81.2891531
5 78.7 80.7353979
5 78.8 80.1802904
5 78.9 79.6239060
5 79.0 79.0663199
5 79.1 78.5076075
5 79.2 77.9478444
5 79.3 77.3871061
5 79.4 76.8254685
5 79.5 76.2630071
5 79.6 75.6997978
5 79.7 75.1359165
5 79.8 74.5714389
5 79.9 74.0064410
5 80.0 73.4409987
5 80.1 72.8751878
5 80.2 72.3090841
5 80.3 71.7427636
5 80.4 71.1763021
5 80.5 70.6097752
5 80.6 70.0432586
5 80.7 69.4768280
5 80.8 68.9105589
5 80.9 68.3445268
5 81.0 67.7788069
5 81.1 67.2134745
5 81.2 66.6486047
5 81.3 66.0842724
5 81.4 65.5205525
5 81.5 64.9575196
5 81.6 64.3952483
5 81.7 63.8338127
5 81.8 63.2732870
5 81.9 62.7137452
5 82.0 62.1552610
5 82.1 61.5979078
5 82.2 61.0417589
5 82.3 60.4868873
5 82.4 59.9333658
5 82.5 59.3812669
5 82.6 58.8306628
5 82.7 58.2816255
5 82.8 57.7342266
5 82.9 57.1885375
5 83.0 56.6446293
5 83.1 56.1025727
5 83.2 55.5624380
5 83.3 55.0242953
5 83.4 54.4882144
5 83.5 53.9542645
5 83.6 53.4225147
5 83.7 52.8930336
5 83.8 52.3658893
5 83.9 51.8411497
5 84.0 51.3188822
5 84.1 50.7991537
5 84.2 50.2820309
5 84.3 49.7675799
5 84.4 49.2558663
5 84.5 48.7469554
5 84.6 48.2409121
5 84.7 47.7378005
5 84.8 47.2376845
5 84.9 46.7406275
5 85.0 46.2466923
5 85.1 45.7559413
5 85.2 45.2684363
5 85.3 44.7842386
5 85.4 44.3034090
5 85.5 43.8260078
5 85.6 43.3520946
5 85.7 42.8817287
5 85.8 42.4149686
5 85.9 41.9518723
5 86.0 41.4924974
5 86.1 41.0369007
5 86.2 40.5851384
5 86.3 40.1372662
5 86.4 39.6933393
5 86.5 39.2534122
5 86.6 38.8175385
5 86.7 38.3857717
5 86.8 37.9581642
5 86.9 37.5347681
5 87.0 37.1156345
5 87.1 36.7008143
5 87.2 36.2903574
5 87.3 35.8843130
5 87.4 35.4827300
5 87.5 35.0856562
5 87.6 34.6931389
5 87.7 34.3052248
5 87.8 33.9219597
5 87.9 33.5433889
5 88.0 33.1695568
5 88.1 32.8005073
5 88.2 32.4362834
5 88.3 32.0769274
5 88.4 31.7224810
5 88.5 31.3729850
5 88.6 31.0284796
5 88.7 30.6890042
5 88.8 30.3545974
5 88.9 30.0252970
5 89.0 29.7011403
5 89.1 29.3821636
5 89.2 29.0684024
5 89.3 28.7598917
5 89.4 28.4566654
5 89.5 28.1587568
5 89.6 27.8661984
5 89.7 27.5790219
5 89.8 27.2972582
5 89.9 27.0209374
5 90.0 26.7500888
5 90.1 26.4847409
5 90.2 26.2249214
5 90.3 25.9706571
5 90.4 25.7219743
5 90.5 25.4788980
5 90.6 25.2414528
5 90.7 25.0096622
5 90.8 24.7835491
5 90.9 24.5631354
5 91.0 24.3484423
5 91.1 24.1394900
5 91.2 23.9362981
5 91.3 23.7388851
5 91.4 23.5472689
5 91.5 23.3614664
5 91.6 23.1814938
5 91.7 23.0073663
5 91.8 22.8390983
5 91.9 22.6767035
5 92.0 22.5201945
5 92.1 22.3695833
5 92.2 22.2248809
5 92.3 22.0860975
5 92.4 21.9532424
5 92.5 21.8263241
5 92.6 21.7053503
5 92.7 21.5903277
5 92.8 21.4812623
5 92.9 21.3781591
5 93.0 21.2810224
5 93.1 21.1898555
5 93.2 21.1046610
5 93.3 21.0254405
5 93.4 20.9521948
5 93.5 20.8849239
5 93.6 20.8236268
5 93.7 20.7683020
5 93.8 20.7189466
5 93.9 20.6755574
5 94.0 20.6381300
5 94.1 20.6066593
5 94.2 20.5811393
5 94.3 20.5615631
5 94.4 20.5479232
5 94.5 20.5402109
5 94.6 20.5384169
5 94.7 20.5425311
5 94.8 20.5525423
5 94.9 20.5684388
5 95.0 20.5902079
5 95.1 20.6178360
5 95.2 20.6513087
5 95.3 20.6906110
5 95.4 20.7357268
5 95.5 20.7866392
5 95.6 20.8433308
5 95.7 20.9057829
5 95.8 20.9739764
5 95.9 21.0478911
5 96.0 21.1275063
5 96.1 21.2128002
5 96.2 21.3037505
5 96.3 21.4003337
5 96.4 21.5025259
5 96.5 21.6103022
5 96.6 21.7236371
5 96.7 21.8425040
5 96.8 21.9668759
5 96.9 22.0967247
5 97.0 22.2320218
5 97.1 22.3727378
5 97.2 22.5188422
5 97.3 22.6703043
5 97.4 22.8270922
5 97.5 22.9891735
5 97.6 23.1565150
5 97.7 23.3290827
5 97.8 23.5068419
5 97.9 23.6897572
5 98.0 23.8777926
5 98.1 24.0709111
5 98.2 24.2690753
5 98.3 24.4722469
5 98.4 24.6803869
5 98.5 24.8934558
5 98.6 25.1114132
5 98.7 25.3342182
5 98.8 25.5618290
5 98.9 25.7942034
5 99.0 26.0312983
5 99.1 26.2730701
5 99.2 26.5194745
5 99.3 26.7704666
5 99.4 27.0260008
5 99.5 27.2860309
5 99.6 27.5505100
5 99.7 27.8193908
5 99.8 28.0926252
5 99.9 28.3701645
5 100.0 28.6519595
5 100.1 28.9379603
5 100.2 29.2281166
5 100.3 29.5223774
5 100.4 29.8206911
5 100.5 30.1230056
5 100.6 30.4292682
5 100.7 30.7394258
5 100.8 31.0534245
5 100.9 31.3712102
5 101.0 31.6927280
5 101.1 32.0179226
5 101.2 32.3467383
5 101.3 32.6791186
5 101.4 33.0150069
5 101.5 33.3543458
5 101.6 33.6970775
5 101.7 34.0431439
5 101.8 34.3924863
5 101.9 34.7450455
5 102.0 35.1007621
5 102.1 35.4595759
5 102.2 35.8214266
5 102.3 36.1862533
5 102.4 36.5539948
5 102.5 36.9245895
5 102.6 37.2979752
5 102.7 37.6740897
5 102.8 38.0528701
5 102.9 38.4342533
5 103.0 38.8181757
5 103.1 39.2045736
5 103.2 39.5933826
5 103.3 39.9845384
5 103.4 40.3779761
5 103.5 40.7736306
5 103.6 41.1714363
5 103.7 41.5713277
5 103.8 41.9732385
5 103.9 42.3771027
5 104.0 42.7828536
5 104.1 43.1904244
5 104.2 43.5997480
5 104.3 44.0107572
5 104.4 44.4233845
5 104.5 44.8375621
5 104.6 45.2532220
5 104.7 45.6702962
5 104.8 46.0887164
5 104.9 46.5084139
5 105.0 46.9293202
5 105.1 47.3513664
5 105.2 47.7744835
5 105.3 48.1986024
5 105.4 48.6236538
5 105.5 49.0495684
5 105.6 49.4762766
5 105.7 49.9037089
5 105.8 50.3317955
5 105.9 50.7604668
5 106.0 51.1896528
5 106.1 51.6192836
5 106.2 52.0492894
5 106.3 52.4796000
5 106.4 52.9101454
5 106.5 53.3408556
5 106.6 53.7716605
5 106.7 54.2024900
5 106.8 54.6332741
5 106.9 55.0639425
5 107.0 55.4944254
5 107.1 55.9246527
5 107.2 56.3545544
5 107.3 56.7840606
5 107.4 57.2131015
5 107.5 57.6416073
5 107.6 58.0695082
5 107.7 58.4967348
5 107.8 58.9232174
5 107.9 59.3488868
5 108.0 59.7736735
5 108.1 60.1975085
5 108.2 60.6203228
5 108.3 61.0420476
5 108.4 61.4626141
5 108.5 61.8819538
5 108.6 62.2999984
5 108.7 62.7166797
5 108.8 63.1319298
5 108.9 63.5456810
5 109.0 63.9578656
5 109.1 64.3684164
5 109.2 64.7772663
5 109.3 65.1843485
5 109.4 65.5895965
5 109.5 65.9929438
5 109.6 66.3943245
5 109.7 66.7936729
5 109.8 67.1909234
5 109.9 67.5860110
5 110.0 67.9788706
5 110.1 68.3694380
5 110.2 68.7576487
5 110.3 69.1434390
5 110.4 69.5267453
5 110.5 69.9075045
5 110.6 70.2856538
5 110.7 70.6611308
5 110.8 71.0338733
5 110.9 71.4038197
5 111.0 71.7709089
5 111.1 72.1350798
5 111.2 72.4962722
5 111.3 72.8544260
5 111.4 73.2094816
5 111.5 73.5613798
5 111.6 73.9100621
5 111.7 74.2554702
5 111.8 74.5975462
5 111.9 74.9362330
5 112.0 75.2714738
5 112.1 75.6032122
5 112.2 75.9313924
5 112.3 76.2559591
5 112.4 76.5768576
5 112.5 76.8940336
5 112.6 77.2074334
5 112.7 77.5170037
5 112.8 77.8226919
5 112.9 78.1244460
5 113.0 78.4222144
5 113.1 78.7159462
5 113.2 79.0055909
5 113.3 79.2910988
5 113.4 79.5724207
5 113.5 79.8495079
5 113.6 80.1223126
5 113.7 80.3907872
5 113.8 80.6548850
5 113.9 80.9145599
5 114.0 81.1697664
5 114.1 81.4204595
5 114.2 81.6665952
5 114.3 81.9081298
5 114.4 82.1450203
5 114.5 82.3772247
5 114.6 82.6047012
5 114.7 82.8274090
5 114.8 83.0453080
5 114.9 83.2583585
5 115.0 83.4665218
5 115.1 83.6697598
5 115.2 83.8680350
5 115.3 84.0613108
5 115.4 84.2495512
5 115.5 84.4327209
5 115.6 84.6107855
5 115.7 84.7837112
5 115.8 84.9514649
5 115.9 85.1140143
5 116.0 85.2713280
5 116.1 85.4233751
5 116.2 85.5701256
5 116.3 85.7115503
5 116.4 85.8476207
5 116.5 85.9783091
5 116.6 86.1035886
5 116.7 86.2234330
5 116.8 86.3378170
5 116.9 86.4467161
5 117.0 86.5501065
5 117.1 86.6479653
5 117.2 86.7402703
5 117.3 86.8270001
5 117.4 86.9081343
5 117.5 86.9836531
5 117.6 87.0535377
5 117.7 87.1177700
5 117.8 87.1763328
5 117.9 87.2292097
5 118.0 87.2763851
5 118.1 87.3178443
5 118.2 87.3535734
5 118.3 87.3835593
5 118.4 87.4077898
5 118.5 87.4262537
5 118.6 87.4389403
5 118.7 87.4458401
5 118.8 87.4469442
5 118.9 87.4422448
5 119.0 87.4317346
5 119.1 87.4154076
5 119.2 87.3932583
5 119.3 87.3652823
5 119.4 87.3314759
5 119.5 87.2918364
5 119.6 87.2463620
5 119.7 87.1950515
5 119.8 87.1379048
5 119.9 87.0749228
5 120.0 87.0061069
5 120.1 86.9314597
5 120.2 86.8509845
5 120.3 86.7646856
5 120.4 86.6725680
5 120.5 86.5746378
5 120.6 86.4709018
5 120.7 86.3613678
5 120.8 86.2460444
5 120.9 86.1249410
5 121.0 85.9980681
5 121.1 85.8654369
5 121.2 85.7270596
5 121.3 85.5829491
5 121.4 85.4331194
5 121.5 85.2775852
5 121.6 85.1163621
5 121.7 84.9494667
5 121.8 84.7769164
5 121.9 84.5987293
5 122.0 84.4149247
5 122.1 84.2255225
5 122.2 84.0305436
5 122.3 83.8300097
5 122.4 83.6239434
5 122.5 83.4123683
5 122.6 83.1953085
5 122.7 82.9727893
5 122.8 82.7448368
5 122.9 82.5114778
5 123.0 82.2727400
5 123.1 82.0286522
5 123.2 81.7792436
5 123.3 81.5245446
5 123.4 81.2645864
5 123.5 80.9994009
5 123.6 80.7290209
5 123.7 80.4534801
5 123.8 80.1728129
5 123.9 79.8870547
5 124.0 79.5962415
5 124.1 79.3004104
5 124.2 78.9995990
5 124.3 78.6938460
5 124.4 78.3831907
5 124.5 78.0676734
5 124.6 77.7473349
5 124.7 77.4222172
