#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 9 83.028264 48.587418 2360.737161 82.129482 nan nan 0 0 0
2 10 79.097485 48.299376 2332.829770 78.127462 nan nan 0 0 0
3 11 76.023749 47.835328 2288.218576 74.866474 nan nan 0 0 0
4 12 73.769941 47.582686 2264.112048 72.419411 nan nan 0 0 0
5 13 70.908782 47.041235 2212.877828 69.524933 nan nan 0 0 0
6 14 69.583020 47.377232 2244.602120 67.919390 nan nan 0 0 0
7 15 68.554759 46.805393 2190.744831 66.722940 nan nan 0 0 0
8 16 67.568703 47.376329 2244.516531 65.420774 nan nan 0 0 0
9 17 66.147212 47.171305 2225.132027 63.885285 nan nan 0 0 0
10 18 64.543543 47.458440 2252.303573 62.192431 nan nan 0 0 0
11 19 63.887595 47.779231 2282.854913 61.264465 5.458996 29.800640 0 0 0
12 20 62.335235 47.546712 2260.689812 59.726744 12.793097 163.663323 0 0 0
13 21 61.730580 47.891084 2293.555928 58.901919 17.117329 293.002950 0 0 0
14 22 61.355313 48.214034 2324.593075 58.353332 20.112922 404.529620 0 0 0
15 23 60.133893 47.725197 2277.694449 57.206045 21.839084 476.945586 0 0 0
16 24 60.043465 48.249007 2327.966680 56.872002 23.878199 570.168394 0 0 0
17 25 58.421780 47.369177 2243.838901 55.503826 24.648167 607.532157 0 0 0
18 26 58.804070 48.261778 2329.199261 55.452295 26.266981 689.954286 0 0 0
19 27 57.289276 47.073121 2215.878749 54.291316 26.565486 705.725067 0 0 0
20 28 58.054909 48.229011 2326.037489 54.628054 28.168105 793.442113 0 0 0
21 29 56.352868 46.115575 2126.646228 53.404731 27.455318 753.794505 0 0 0
22 30 56.441325 47.166445 2224.673559 53.199750 28.855027 832.612611 0 0 0
23 31 55.730388 46.942160 2203.566369 52.544541 29.325163 859.965164 0 0 0
24 32 55.877469 47.138441 2222.032621 52.529345 29.997171 899.830269 0 0 0
25 33 53.684114 45.774685 2095.321831 50.715182 29.394769 864.052437 0 0 0
26 34 52.799582 45.866479 2103.733906 49.874342 29.938280 896.300608 0 0 0
27 35 52.441775 45.391408 2060.379914 49.656525 30.238826 914.386610 0 0 0
28 36 51.912874 45.181837 2041.398411 49.172266 30.385467 923.276590 0 0 0
29 37 48.243349 43.021879 1850.882080 46.008741 29.228817 854.323738 0 0 0
30 38 46.260490 42.539013 1809.567593 44.333488 29.419476 865.505566 0 0 0
31 39 50.057040 41.408399 1714.655518 47.779408 28.985815 840.177477 0 0 0
32 40 49.218114 42.157657 1777.268062 47.032531 30.196839 911.849074 0 0 0
