#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 30 88.854458 50.017356 2501.735930 88.399057 nan nan 0 0 0
2 31 87.435059 49.581281 2458.303383 86.867264 nan nan 0 0 0
3 32 85.342451 50.263603 2526.429792 84.800831 nan nan 0 0 0
4 33 83.257496 49.666167 2466.728126 82.792703 nan nan 0 0 0
5 34 82.570301 49.925583 2492.563829 81.897239 nan nan 0 0 0
6 35 83.662277 50.121848 2512.199684 82.378899 nan nan 0 0 0
7 36 80.922800 49.920271 2492.033478 79.937093 nan nan 0 0 0
8 37 80.411723 50.205711 2520.613450 79.331637 nan nan 0 0 0
9 38 74.962081 49.531147 2453.334476 74.640536 nan nan 0 0 0
10 39 75.888326 49.790843 2479.128013 75.200793 nan nan 0 0 0
11 40 74.244656 49.819271 2481.959804 73.552080 nan nan 0 0 0
