#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 29 88.249814 49.668991 2467.008680 87.871105 nan nan 0 0 0
2 30 86.648585 49.997975 2499.797457 86.188596 nan nan 0 0 0
3 31 87.021876 49.917221 2491.728935 86.137484 nan nan 0 0 0
4 32 83.578582 50.046720 2504.674155 82.961426 nan nan 0 0 0
5 33 85.692983 49.851145 2485.136661 84.425417 nan nan 0 0 0
6 34 81.126741 50.236713 2523.727287 80.356828 nan nan 0 0 0
7 35 81.087072 50.276223 2527.698579 80.024011 nan nan 0 0 0
8 36 79.939995 50.144643 2514.485185 78.824788 nan nan 0 0 0
9 37 82.404064 50.262077 2526.276383 80.614419 nan nan 0 0 0
10 38 75.641951 49.443617 2444.671250 74.937112 nan nan 0 0 0
11 39 77.762061 50.672638 2567.716248 76.255851 nan nan 0 0 0
12 40 74.679514 49.555114 2455.709309 73.644096 nan nan 0 0 0
