#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 28 88.127289 49.705804 2470.666922 87.743618 nan nan 0 0 0
2 29 87.237799 49.540126 2454.224106 86.650801 nan nan 0 0 0
3 30 85.924222 49.764683 2476.523628 85.203108 nan nan 0 0 0
4 31 84.871758 49.589794 2459.147666 83.989904 nan nan 0 0 0
5 32 83.647409 50.326570 2532.763663 82.611628 nan nan 0 0 0
6 33 80.702765 49.646026 2464.727914 79.970288 nan nan 0 0 0
7 34 80.795243 49.937957 2493.799566 79.684612 nan nan 0 0 0
8 35 82.059355 50.186906 2518.725562 80.367207 nan nan 0 0 0
9 36 78.838322 50.234741 2523.529167 77.518479 nan nan 0 0 0
10 37 78.376623 50.251633 2525.226611 76.980906 nan nan 0 0 0
11 38 72.068433 49.494687 2449.724039 71.613560 nan nan 0 0 0
12 39 73.149372 49.635446 2463.677474 72.309476 nan nan 0 0 0
13 40 71.371076 49.631426 2463.278416 70.573467 nan nan 0 0 0
